晩豚,紘同旗鷹,兆各,辺徒勺,恷互勺,恷詰勺,蝕徒勺,念辺徒,嫻鋸駆,嫻鋸嫌,算返楕,撹住楚,撹住署駆,悳偏峙,送宥偏峙
2017-03-23,'600401,今非高懸,2.34,2.35,2.32,2.32,2.33,0.01,0.4292,1.5234,71978915,168043535.0,11056348255.7,11056348255.7
2017-03-22,'600401,今非高懸,2.33,2.33,2.31,2.33,2.34,-0.01,-0.4274,1.0327,48795230,113335004.0,11009098904.2,11009098904.2
2017-03-21,'600401,今非高懸,2.34,2.34,2.31,2.32,2.33,0.01,0.4292,0.946,44699734,104007188.0,11056348255.7,11056348255.7
2017-03-20,'600401,今非高懸,2.33,2.33,2.29,2.3,2.31,0.02,0.8658,1.5833,74811982,172779199.0,11009098904.2,11009098904.2
2017-03-17,'600401,今非高懸,2.31,2.31,2.29,2.3,2.3,0.01,0.4348,1.512,71439647,164119895.0,10914600201.1,10914600201.1
2017-03-16,'600401,今非高懸,2.3,2.3,2.28,2.28,2.28,0.02,0.8772,0.8551,40402312,92637556.0,10867350849.6,10867350849.6
2017-03-15,'600401,今非高懸,2.28,2.29,2.27,2.28,2.29,-0.01,-0.4367,0.6804,32149217,73368172.0,10772852146.6,10772852146.6
2017-03-14,'600401,今非高懸,2.29,2.3,2.28,2.29,2.3,-0.01,-0.4348,0.8942,42252025,96629003.0,10820101498.1,10820101498.1
2017-03-13,'600401,今非高懸,2.3,2.3,2.27,2.29,2.29,0.01,0.4367,0.7679,36283473,82898738.0,10867350849.6,10867350849.6
2017-03-10,'600401,今非高懸,2.29,2.3,2.28,2.29,2.29,0.0,0.0,0.7917,37405090,85722939.0,10820101498.1,10820101498.1
2017-03-09,'600401,今非高懸,2.29,2.32,2.27,2.32,2.32,-0.03,-1.2931,1.7257,81539981,187020166.0,10820101498.1,10820101498.1
2017-03-08,'600401,今非高懸,2.32,2.35,2.31,2.35,2.35,-0.03,-1.2766,1.5339,72477963,168577301.0,10961849552.6,10961849552.6
2017-03-07,'600401,今非高懸,2.35,2.36,2.34,2.34,2.35,0.0,0.0,0.8405,39713648,93219702.0,11103597607.2,11103597607.2
2017-03-06,'600401,今非高懸,2.35,2.36,2.32,2.33,2.34,0.01,0.4274,1.407,66479980,155425096.0,11103597607.2,11103597607.2
2017-03-03,'600401,今非高懸,2.34,2.35,2.32,2.34,2.34,0.0,0.0,0.9218,43552138,101532414.0,11056348255.7,11056348255.7
2017-03-02,'600401,今非高懸,2.34,2.36,2.34,2.35,2.35,-0.01,-0.4255,0.8649,40866060,95864309.0,11056348255.7,11056348255.7
2017-03-01,'600401,今非高懸,2.35,2.36,2.34,2.35,2.36,-0.01,-0.4237,1.1216,52993621,124570998.0,11103597607.2,11103597607.2
2017-02-28,'600401,今非高懸,2.36,2.37,2.34,2.35,2.36,0.0,0.0,1.1315,53463720,125800539.0,11150846958.7,11150846958.7
2017-02-27,'600401,今非高懸,2.36,2.4,2.35,2.4,2.41,-0.05,-2.0747,2.3591,111464600,264771607.0,11150846958.7,11150846958.7
2017-02-24,'600401,今非高懸,2.41,2.45,2.37,2.38,2.4,0.01,0.4167,3.7848,178830358,428815744.0,11387093716.3,11387093716.3
2017-02-23,'600401,今非高懸,2.4,2.49,2.34,2.35,2.36,0.04,1.6949,7.0356,332425692,801036597.0,11339844364.8,11339844364.8
2017-02-22,'600401,今非高懸,2.36,2.37,2.33,2.34,2.34,0.02,0.8547,2.2647,107006273,251217967.0,11150846958.7,11150846958.7
2017-02-21,'600401,今非高懸,2.34,2.35,2.33,2.34,2.34,0.0,0.0,0.9574,45234883,105812391.0,11056348255.7,11056348255.7
2017-02-20,'600401,今非高懸,2.34,2.34,2.32,2.33,2.35,-0.01,-0.4255,1.5231,71966895,167868204.0,11056348255.7,11056348255.7
2017-02-17,'600401,今非高懸,2.35,2.36,2.31,2.34,2.35,0.0,0.0,2.4145,114084713,265949981.0,11103597607.2,11103597607.2
2017-02-16,'600401,今非高懸,2.35,2.39,2.31,2.31,2.32,0.03,1.2931,2.7484,129860393,304417032.0,11103597607.2,11103597607.2
2017-02-15,'600401,今非高懸,2.32,2.33,2.31,2.32,2.33,-0.01,-0.4292,1.1615,54881361,127293514.0,10961849552.6,10961849552.6
2017-02-14,'600401,今非高懸,2.33,2.33,2.31,2.32,2.32,0.01,0.431,1.2443,58792162,136361004.0,11009098904.2,11009098904.2
2017-02-13,'600401,今非高懸,2.32,2.33,2.3,2.31,2.32,0.0,0.0,1.2839,60664915,140550301.0,10961849552.6,10961849552.6
2017-02-10,'600401,今非高懸,2.32,2.32,2.28,2.29,2.3,0.02,0.8696,1.8007,85081137,195709349.0,10961849552.6,10961849552.6
2017-02-09,'600401,今非高懸,2.3,2.3,2.27,2.27,2.28,0.02,0.8772,1.298,61331765,140062661.0,10867350849.6,10867350849.6
2017-02-08,'600401,今非高懸,2.28,2.28,2.26,2.27,2.27,0.01,0.4405,0.8104,38289140,86835814.0,10772852146.6,10772852146.6
2017-02-07,'600401,今非高懸,2.27,2.28,2.26,2.27,2.28,-0.01,-0.4386,0.5871,27739156,62959672.0,10725602795.0,10725602795.0
2017-02-06,'600401,今非高懸,2.28,2.28,2.26,2.26,2.27,0.01,0.4405,0.6909,32645754,74100675.0,10772852146.6,10772852146.6
2017-02-03,'600401,今非高懸,2.27,2.28,2.26,2.27,2.28,-0.01,-0.4386,0.4668,22056966,49934630.0,10725602795.0,10725602795.0
2017-01-26,'600401,今非高懸,2.28,2.28,2.25,2.27,2.29,-0.01,-0.4367,1.3819,65293081,148048999.0,10772852146.6,10772852146.6
2017-01-25,'600401,今非高懸,2.29,2.3,2.28,2.29,2.3,-0.01,-0.4348,0.5648,26685497,61160549.0,10820101498.1,10820101498.1
2017-01-24,'600401,今非高懸,2.3,2.3,2.28,2.3,2.3,0.0,0.0,0.522,24662777,56515109.0,10867350849.6,10867350849.6
2017-01-23,'600401,今非高懸,2.3,2.31,2.27,2.28,2.29,0.01,0.4367,0.772,36477727,83687489.0,10867350849.6,10867350849.6
2017-01-20,'600401,今非高懸,2.29,2.29,2.26,2.26,2.26,0.03,1.3274,0.8274,39096265,89047359.0,10820101498.1,10820101498.1
2017-01-19,'600401,今非高懸,2.26,2.27,2.25,2.26,2.27,-0.01,-0.4405,0.6825,32245497,72880346.0,10678353443.5,10678353443.5
2017-01-18,'600401,今非高懸,2.27,2.27,2.26,2.27,2.28,-0.01,-0.4386,0.5426,25639153,58055881.0,10725602795.0,10725602795.0
2017-01-17,'600401,今非高懸,2.28,2.28,2.24,2.26,2.27,0.01,0.4405,0.8507,40196346,90764976.0,10772852146.6,10772852146.6
2017-01-16,'600401,今非高懸,2.27,2.31,2.21,2.31,2.31,-0.04,-1.7316,1.8409,86980449,197535417.0,10725602795.0,10725602795.0
2017-01-13,'600401,今非高懸,2.31,2.33,2.3,2.32,2.32,-0.01,-0.431,0.9486,44821598,103684216.0,10914600201.1,10914600201.1
2017-01-12,'600401,今非高懸,2.32,2.34,2.31,2.33,2.34,-0.02,-0.8547,1.0403,49153100,114327094.0,10961849552.6,10961849552.6
2017-01-11,'600401,今非高懸,2.34,2.36,2.33,2.35,2.36,-0.02,-0.8475,0.9657,45627516,106941136.0,11056348255.7,11056348255.7
2017-01-10,'600401,今非高懸,2.36,2.36,2.34,2.35,2.35,0.01,0.4255,1.0005,47272506,111190890.0,11150846958.7,11150846958.7
2017-01-09,'600401,今非高懸,2.35,2.35,2.33,2.34,2.34,0.01,0.4274,0.8542,40359594,94557256.0,11103597607.2,11103597607.2
2017-01-06,'600401,今非高懸,2.34,2.36,2.34,2.35,2.36,-0.02,-0.8475,0.8881,41962824,98432493.0,11056348255.7,11056348255.7
2017-01-05,'600401,今非高懸,2.36,2.38,2.34,2.34,2.34,0.02,0.8547,1.8591,87843497,207299178.0,11150846958.7,11150846958.7
2017-01-04,'600401,今非高懸,2.34,2.35,2.32,2.33,2.34,0.0,0.0,1.2354,58371450,136328599.0,11056348255.7,11056348255.7
2017-01-03,'600401,今非高懸,2.34,2.34,2.31,2.31,2.32,0.02,0.8621,0.9607,45393165,105665368.0,11056348255.7,11056348255.7
