ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-29,'603168,É¯ÆÕ°®Ë¼,14.87,14.95,14.72,14.8,14.74,0.13,0.882,1.9363,4428741,65708600.0,3689961890.12,3401140750.0
2017-12-28,'603168,É¯ÆÕ°®Ë¼,14.74,14.98,14.65,14.89,14.91,-0.17,-1.1402,2.5486,5829288,86312360.0,3657702640.24,3371406500.0
2017-12-27,'603168,É¯ÆÕ°®Ë¼,14.91,15.14,14.7,14.94,14.97,-0.06,-0.4008,2.7916,6385116,95377828.0,3699887813.16,3410289750.0
2017-12-26,'603168,É¯ÆÕ°®Ë¼,14.97,15.15,14.61,14.78,14.8,0.17,1.1486,3.5567,8134994,121589964.0,3714776697.72,3424013250.0
2017-12-25,'603168,É¯ÆÕ°®Ë¼,14.8,15.66,14.66,15.66,15.67,-0.87,-5.552,5.1216,11714371,176228345.0,3672591524.8,3385130000.0
2017-12-22,'603168,É¯ÆÕ°®Ë¼,15.67,15.96,15.61,15.75,15.88,-0.21,-1.3224,3.9932,9133480,144046411.0,3888480350.92,3584120750.0
2017-12-21,'603168,É¯ÆÕ°®Ë¼,15.88,16.25,15.62,16.15,16.54,-0.66,-3.9903,6.9028,15788447,250954683.0,3940591446.88,3632153000.0
2017-12-20,'603168,É¯ÆÕ°®Ë¼,16.54,17.3,16.4,17.3,17.9,-1.36,-7.5978,10.1188,23144273,388255352.0,4104369177.04,3783111500.0
2017-12-19,'603168,É¯ÆÕ°®Ë¼,17.9,18.48,17.9,17.9,19.89,-1.99,-10.005,13.9474,31901187,571430201.0,4441850560.4,4094177500.0
2017-12-18,'603168,É¯ÆÕ°®Ë¼,19.89,19.89,19.89,19.89,22.1,-2.21,-10.0,0.3165,723900,14398371.0,4935665231.64,4549340250.0
2017-12-15,'603168,É¯ÆÕ°®Ë¼,0.0,0.0,0.0,0.0,22.1,None,None,0.0,0,0.0,5484072479.6,5054822500.0
2017-12-14,'603168,É¯ÆÕ°®Ë¼,0.0,0.0,0.0,0.0,22.1,None,None,0.0,0,0.0,5484072479.6,5054822500.0
2017-12-13,'603168,É¯ÆÕ°®Ë¼,0.0,0.0,0.0,0.0,22.1,None,None,0.0,0,0.0,5484072479.6,5054822500.0
2017-12-12,'603168,É¯ÆÕ°®Ë¼,0.0,0.0,0.0,0.0,22.1,None,None,0.0,0,0.0,5484072479.6,5054822500.0
2017-12-11,'603168,É¯ÆÕ°®Ë¼,0.0,0.0,0.0,0.0,22.1,None,None,0.0,0,0.0,5484072479.6,5054822500.0
2017-12-08,'603168,É¯ÆÕ°®Ë¼,0.0,0.0,0.0,0.0,22.1,None,None,0.0,0,0.0,5484072479.6,5054822500.0
2017-12-07,'603168,É¯ÆÕ°®Ë¼,0.0,0.0,0.0,0.0,22.1,None,None,0.0,0,0.0,5484072479.6,5054822500.0
2017-12-06,'603168,É¯ÆÕ°®Ë¼,22.1,22.68,21.36,22.68,22.89,-0.79,-3.4513,1.6611,3799278,83220245.0,5484072479.6,5054822500.0
