日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-29,'600769,祥龙电业,6.01,6.07,5.94,5.98,5.94,0.07,1.1785,0.5745,2154096,12899302.0,2253612972.0,2253612972.0
2017-12-28,'600769,祥龙电业,5.94,5.99,5.81,5.91,5.93,0.01,0.1686,0.3979,1491853,8823364.0,2227364568.0,2227364568.0
2017-12-27,'600769,祥龙电业,5.93,5.98,5.86,5.87,5.91,0.02,0.3384,0.5746,2154800,12769665.0,2223614796.0,2223614796.0
2017-12-26,'600769,祥龙电业,5.91,5.95,5.73,5.84,5.81,0.1,1.7212,0.8242,3090435,18045087.0,2216115252.0,2216115252.0
2017-12-25,'600769,祥龙电业,5.81,6.08,5.79,6.08,6.08,-0.27,-4.4408,1.002,3757129,22203316.0,2178617532.0,2178617532.0
2017-12-22,'600769,祥龙电业,6.08,6.11,5.98,6.05,6.05,0.03,0.4959,1.0763,4035800,24339511.0,2279861376.0,2279861376.0
2017-12-21,'600769,祥龙电业,6.05,6.11,5.89,6.09,6.13,-0.08,-1.3051,1.7667,6624877,39799580.0,2268612060.0,2268612060.0
2017-12-20,'600769,祥龙电业,6.13,6.38,5.96,6.35,6.38,-0.25,-3.9185,2.7974,10489601,64182373.0,2298610236.0,2298610236.0
2017-12-19,'600769,祥龙电业,6.38,6.55,6.33,6.55,6.58,-0.2,-3.0395,1.0469,3925538,25170933.0,2392354536.0,2392354536.0
2017-12-18,'600769,祥龙电业,6.58,6.96,6.45,6.95,6.98,-0.4,-5.7307,1.5989,5995419,39785867.0,2467349976.0,2467349976.0
2017-12-15,'600769,祥龙电业,6.98,7.07,6.78,6.78,6.82,0.16,2.346,1.0684,4006215,27851306.0,2617340856.0,2617340856.0
2017-12-14,'600769,祥龙电业,6.82,6.94,6.78,6.9,6.9,-0.08,-1.1594,0.4116,1543379,10535633.0,2557344504.0,2557344504.0
2017-12-13,'600769,祥龙电业,6.9,7.05,6.78,6.86,6.92,-0.02,-0.289,0.8508,3190304,22124179.0,2587342680.0,2587342680.0
2017-12-12,'600769,祥龙电业,6.92,7.0,6.43,6.47,6.52,0.4,6.135,1.6036,6012979,40903721.0,2594842224.0,2594842224.0
2017-12-11,'600769,祥龙电业,6.52,6.55,6.3,6.48,6.5,0.02,0.3077,0.7605,2851798,18227419.0,2444851344.0,2444851344.0
2017-12-08,'600769,祥龙电业,6.5,6.52,6.4,6.49,6.48,0.02,0.3086,0.4744,1778762,11490136.0,2437351800.0,2437351800.0
