ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-29,'600569,°²Ñô¸ÖÌú,4.7,4.75,4.66,4.71,4.72,-0.02,-0.4237,1.7785,42571758,200034015.0,11250317098.3,11250317098.3
2017-12-28,'600569,°²Ñô¸ÖÌú,4.72,4.79,4.51,4.56,4.62,0.1,2.1645,3.1158,74581636,349129945.0,11298190788.1,11298190788.1
2017-12-27,'600569,°²Ñô¸ÖÌú,4.62,4.77,4.57,4.58,4.61,0.01,0.2169,2.4161,57834108,269477678.0,11058822339.2,11058822339.2
2017-12-26,'600569,°²Ñô¸ÖÌú,4.61,4.62,4.48,4.53,4.58,0.03,0.655,1.8311,43831286,199464115.0,11034885494.3,11034885494.3
2017-12-25,'600569,°²Ñô¸ÖÌú,4.58,4.69,4.56,4.69,4.74,-0.16,-3.3755,1.9872,47566910,218660539.0,10963074959.6,10963074959.6
2017-12-22,'600569,°²Ñô¸ÖÌú,4.74,4.82,4.68,4.7,4.67,0.07,1.4989,2.4296,58157839,276497089.0,11346064477.9,11346064477.9
2017-12-21,'600569,°²Ñô¸ÖÌú,4.67,4.71,4.54,4.61,4.61,0.06,1.3015,2.1132,50583137,235284604.0,11178506563.6,11178506563.6
2017-12-20,'600569,°²Ñô¸ÖÌú,4.61,4.83,4.6,4.83,4.85,-0.24,-4.9485,2.978,71284930,334355854.0,11034885494.3,11034885494.3
2017-12-19,'600569,°²Ñô¸ÖÌú,4.85,4.92,4.79,4.91,4.92,-0.07,-1.4228,1.8964,45394657,219950354.0,11609369771.6,11609369771.6
2017-12-18,'600569,°²Ñô¸ÖÌú,4.92,4.93,4.72,4.88,4.82,0.1,2.0747,2.7817,66584015,323113551.0,11776927685.9,11776927685.9
2017-12-15,'600569,°²Ñô¸ÖÌú,4.82,5.03,4.76,5.02,5.04,-0.22,-4.3651,3.6144,86516795,421471226.0,11537559237.0,11537559237.0
2017-12-14,'600569,°²Ñô¸ÖÌú,5.04,5.05,4.93,4.98,5.01,0.03,0.5988,3.0561,73153624,365298181.0,12064169824.6,12064169824.6
2017-12-13,'600569,°²Ñô¸ÖÌú,5.01,5.04,4.86,5.0,5.04,-0.03,-0.5952,3.2656,78168955,386926433.0,11992359289.9,11992359289.9
2017-12-12,'600569,°²Ñô¸ÖÌú,5.04,5.31,4.96,5.17,5.18,-0.14,-2.7027,4.9212,117797172,605945585.0,12064169824.6,12064169824.6
2017-12-11,'600569,°²Ñô¸ÖÌú,5.18,5.19,5.04,5.15,5.18,0.0,0.0,3.7875,90660148,463733346.0,12399285653.0,12399285653.0
2017-12-08,'600569,°²Ñô¸ÖÌú,5.18,5.26,4.66,4.7,4.78,0.4,8.3682,6.1087,146222922,727175283.0,12399285653.0,12399285653.0
2017-12-07,'600569,°²Ñô¸ÖÌú,4.78,4.97,4.76,4.83,4.89,-0.11,-2.2495,3.5994,86158558,420131685.0,11441811857.4,11441811857.4
2017-12-06,'600569,°²Ñô¸ÖÌú,4.89,4.92,4.67,4.89,4.96,-0.07,-1.4113,4.1505,99350980,477729130.0,11705117151.2,11705117151.2
2017-12-05,'600569,°²Ñô¸ÖÌú,4.96,5.17,4.77,5.14,5.15,-0.19,-3.6893,4.8342,115714449,577917604.0,11872675065.4,11872675065.4
2017-12-04,'600569,°²Ñô¸ÖÌú,5.15,5.42,5.11,5.21,5.14,0.01,0.1946,7.2142,172684458,905227523.0,12327475118.4,12327475118.4
2017-12-01,'600569,°²Ñô¸ÖÌú,5.14,5.16,4.91,5.03,5.04,0.1,1.9841,4.7389,113435336,569744518.0,12303538273.5,12303538273.5
2017-11-30,'600569,°²Ñô¸ÖÌú,5.04,5.26,5.03,5.15,5.18,-0.14,-2.7027,6.6983,160335552,822143922.0,12064169824.6,12064169824.6
2017-11-29,'600569,°²Ñô¸ÖÌú,5.18,5.18,4.65,4.7,4.71,0.47,9.9788,9.6,229792919,1153584227.0,12399285653.0,12399285653.0
2017-11-28,'600569,°²Ñô¸ÖÌú,4.71,4.76,4.41,4.43,4.44,0.27,6.0811,4.7845,114524802,527650878.0,11274253943.2,11274253943.2
2017-11-27,'600569,°²Ñô¸ÖÌú,4.44,4.54,4.4,4.45,4.39,0.05,1.139,2.8211,67528094,302454506.0,10627959131.2,10627959131.2
2017-11-24,'600569,°²Ñô¸ÖÌú,4.39,4.4,4.24,4.3,4.34,0.05,1.1521,1.6717,40016339,172817109.0,10508274906.7,10508274906.7
2017-11-23,'600569,°²Ñô¸ÖÌú,4.34,4.53,4.33,4.37,4.37,-0.03,-0.6865,2.6533,63512084,281612458.0,10388590682.3,10388590682.3
