ศีฦฺ,นษฦฑด๚ย๋,ร๛ณฦ,สีลฬผÛ,ื๎ธ฿ผÛ,ื๎ตอผÛ,ฟชลฬผÛ,วฐสีลฬ,ีวต๘ถ๎,ีวต๘ท๙,ปปสึยส,ณษฝปมฟ,ณษฝปฝ๐ถ๎,ืÜสะึต,ม๗อจสะึต
2017-02-15,'603027,วงบฬฮถาต,35.36,36.18,35.3,35.93,36.2,-0.84,-2.3204,6.0003,2400100,85872698.0,5657600000.0,1414400000.0
2017-02-14,'603027,วงบฬฮถาต,36.2,36.66,35.9,36.66,36.53,-0.33,-0.9034,7.2776,2911056,105424711.0,5792000000.0,1448000000.0
2017-02-13,'603027,วงบฬฮถาต,36.53,36.83,36.12,36.5,36.6,-0.07,-0.1913,7.2831,2913235,106167027.0,5844800000.0,1461200000.0
2017-02-10,'603027,วงบฬฮถาต,36.6,36.94,36.21,36.69,36.76,-0.16,-0.4353,8.5001,3400036,124351619.0,5856000000.0,1464000000.0
2017-02-09,'603027,วงบฬฮถาต,36.76,36.8,35.92,36.17,36.17,0.59,1.6312,9.0806,3632250,132127922.0,5881600000.0,1470400000.0
2017-02-08,'603027,วงบฬฮถาต,36.17,36.49,35.08,35.46,35.49,0.68,1.916,8.6666,3466626,124272398.0,5787200000.0,1446800000.0
2017-02-07,'603027,วงบฬฮถาต,35.49,35.58,34.77,35.44,35.44,0.05,0.1411,6.6003,2640100,92713713.0,5678400000.0,1419600000.0
2017-02-06,'603027,วงบฬฮถาต,35.44,35.6,34.58,34.69,34.73,0.71,2.0443,5.6159,2246344,79063264.0,5670400000.0,1417600000.0
2017-02-03,'603027,วงบฬฮถาต,34.73,35.47,34.66,35.4,35.24,-0.51,-1.4472,3.4083,1363302,47661189.0,5556800000.0,1389200000.0
2017-01-26,'603027,วงบฬฮถาต,35.24,35.74,34.87,35.65,35.61,-0.37,-1.039,5.082,2032802,71615081.0,5638400000.0,1409600000.0
2017-01-25,'603027,วงบฬฮถาต,35.61,36.1,35.5,36.05,36.26,-0.65,-1.7926,6.0373,2414900,86151683.0,5697600000.0,1424400000.0
2017-01-24,'603027,วงบฬฮถาต,36.26,36.59,35.9,36.01,36.1,0.16,0.4432,5.1756,2070232,75053432.0,5801600000.0,1450400000.0
2017-01-23,'603027,วงบฬฮถาต,36.1,36.8,35.8,36.0,36.0,0.1,0.2778,6.282,2512800,90811662.0,5776000000.0,1444000000.0
2017-01-20,'603027,วงบฬฮถาต,36.0,36.83,35.61,36.0,36.51,-0.51,-1.3969,10.9552,4382072,159048914.0,5760000000.0,1440000000.0
2017-01-19,'603027,วงบฬฮถาต,36.51,37.15,34.06,36.24,36.24,0.27,0.745,14.5435,5817408,208056207.0,5841600000.0,1460400000.0
2017-01-18,'603027,วงบฬฮถาต,36.24,39.77,35.45,38.08,39.21,-2.97,-7.5746,19.3594,7743772,286665746.0,5798400000.0,1449600000.0
2017-01-17,'603027,วงบฬฮถาต,39.21,40.8,36.74,38.8,40.82,-1.61,-3.9441,26.8905,10756196,408431807.0,6273600000.0,1568400000.0
2017-01-16,'603027,วงบฬฮถาต,40.82,49.88,40.82,45.4,45.36,-4.54,-10.0088,22.2422,8896871,391897103.0,6531200000.0,1632800000.0
2017-01-13,'603027,วงบฬฮถาต,45.36,46.15,44.7,45.94,46.45,-1.09,-2.3466,6.7163,2686513,121582452.0,7257600000.0,1814400000.0
2017-01-12,'603027,วงบฬฮถาต,46.45,47.48,42.61,47.3,47.34,-0.89,-1.88,11.7511,4700433,216115691.0,7432000000.0,1858000000.0
2017-01-11,'603027,วงบฬฮถาต,47.34,47.88,47.04,47.52,47.71,-0.37,-0.7755,6.0976,2439047,115757285.0,7574400000.0,1893600000.0
2017-01-10,'603027,วงบฬฮถาต,47.71,49.52,47.51,48.0,48.91,-1.2,-2.4535,13.699,5479600,265251726.0,7633600000.0,1908400000.0
2017-01-09,'603027,วงบฬฮถาต,48.91,49.5,45.8,46.88,46.67,2.24,4.7997,20.0329,8013147,382591014.0,7825600000.0,1956400000.0
2017-01-06,'603027,วงบฬฮถาต,46.67,46.88,44.88,45.0,44.73,1.94,4.3371,12.1966,4878629,223869968.0,7467200000.0,1866800000.0
2017-01-05,'603027,วงบฬฮถาต,44.73,45.28,43.8,45.1,44.99,-0.26,-0.5779,6.5552,2622092,116397293.0,7156800000.0,1789200000.0
2017-01-04,'603027,วงบฬฮถาต,44.99,45.66,44.4,44.8,45.12,-0.13,-0.2881,6.8435,2737409,123266023.0,7198400000.0,1799600000.0
2017-01-03,'603027,วงบฬฮถาต,45.12,46.53,45.0,45.02,44.97,0.15,0.3336,12.445,4977989,227661254.0,7219200000.0,1804800000.0
