日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-29,'603909,合诚股份,32.68,32.8,31.77,32.6,32.03,0.65,2.0293,1.398,349500,11327504.0,3268000000.0,817000000.0
2017-12-28,'603909,合诚股份,32.03,32.43,31.6,32.1,32.13,-0.1,-0.3112,0.9352,233800,7500896.0,3203000000.0,800750000.0
2017-12-27,'603909,合诚股份,32.13,32.2,30.9,31.38,31.4,0.73,2.3248,1.1641,291022,9230300.0,3213000000.0,803250000.0
2017-12-26,'603909,合诚股份,31.4,31.51,30.53,30.93,30.86,0.54,1.7498,0.8388,209700,6517837.0,3140000000.0,785000000.0
2017-12-25,'603909,合诚股份,30.86,30.98,30.48,30.84,30.84,0.02,0.0649,0.7136,178400,5476190.0,3086000000.0,771500000.0
2017-12-22,'603909,合诚股份,30.84,30.98,30.35,30.96,30.73,0.11,0.358,0.4484,112100,3456569.0,3084000000.0,771000000.0
2017-12-21,'603909,合诚股份,30.73,30.98,30.31,30.9,30.72,0.01,0.0326,0.5156,128900,3951212.0,3073000000.0,768250000.0
2017-12-20,'603909,合诚股份,30.72,31.1,30.62,31.1,30.99,-0.27,-0.8712,0.3956,98900,3037746.0,3072000000.0,768000000.0
2017-12-19,'603909,合诚股份,30.99,31.1,30.3,30.87,30.81,0.18,0.5842,0.628,157004,4838573.0,3099000000.0,774750000.0
2017-12-18,'603909,合诚股份,30.81,31.3,30.12,31.3,30.69,0.12,0.391,0.634,158504,4834537.0,3081000000.0,770250000.0
2017-12-15,'603909,合诚股份,30.69,31.2,30.2,30.5,30.61,0.08,0.2614,0.8224,205596,6251233.0,3069000000.0,767250000.0
2017-12-14,'603909,合诚股份,30.61,31.8,30.51,31.28,31.62,-1.01,-3.1942,1.1188,279704,8724645.0,3061000000.0,765250000.0
2017-12-13,'603909,合诚股份,31.62,32.2,31.48,32.2,31.62,0.0,0.0,0.7728,193200,6099625.0,3162000000.0,790500000.0
2017-12-12,'603909,合诚股份,31.62,32.25,31.51,31.95,31.78,-0.16,-0.5035,1.6044,401096,12748682.0,3162000000.0,790500000.0
2017-12-11,'603909,合诚股份,31.78,31.99,31.23,31.78,31.74,0.04,0.126,1.2908,322700,10268757.0,3178000000.0,794500000.0
2017-12-08,'603909,合诚股份,31.74,32.01,31.32,32.0,31.38,0.36,1.1472,0.5824,145596,4608844.0,3174000000.0,793500000.0
2017-12-07,'603909,合诚股份,31.38,32.4,31.3,31.38,32.1,-0.72,-2.243,0.844,211000,6673589.0,3138000000.0,784500000.0
2017-12-06,'603909,合诚股份,32.1,32.44,31.65,32.44,32.33,-0.23,-0.7114,0.572,143000,4568664.0,3210000000.0,802500000.0
2017-12-05,'603909,合诚股份,32.33,32.59,31.2,32.59,31.83,0.5,1.5708,1.6062,401544,12779007.0,3233000000.0,808250000.0
2017-12-04,'603909,合诚股份,31.83,32.58,31.76,32.26,32.58,-0.75,-2.302,1.0823,270582,8650453.0,3183000000.0,795750000.0
2017-12-01,'603909,合诚股份,32.58,32.88,31.8,32.28,32.23,0.35,1.0859,1.3024,325594,10530264.0,3258000000.0,814500000.0
2017-11-30,'603909,合诚股份,32.23,32.98,31.7,31.7,31.36,0.87,2.7742,2.092,523000,16911725.0,3223000000.0,805750000.0
2017-11-29,'603909,合诚股份,31.36,32.57,31.01,32.21,32.65,-1.29,-3.951,1.6054,401351,12749166.0,3136000000.0,784000000.0
2017-11-28,'603909,合诚股份,32.65,33.35,30.9,31.01,32.14,0.51,1.5868,3.0893,772326,24952434.0,3265000000.0,816250000.0
2017-11-27,'603909,合诚股份,32.14,32.52,28.51,29.64,29.56,2.58,8.728,2.0784,519600,15589219.0,3214000000.0,803500000.0
2017-11-24,'603909,合诚股份,29.56,29.95,29.25,29.95,29.95,-0.39,-1.3022,0.9368,234201,6901974.0,2956000000.0,739000000.0
2017-11-23,'603909,合诚股份,29.95,30.79,29.1,30.6,30.61,-0.66,-2.1562,1.4756,368900,11070438.0,2995000000.0,748750000.0
2017-11-22,'603909,合诚股份,30.61,31.3,30.0,31.3,30.78,-0.17,-0.5523,1.7728,443200,13444255.0,3061000000.0,765250000.0
2017-11-21,'603909,合诚股份,30.78,31.6,30.6,31.47,31.47,-0.69,-2.1926,1.2423,310586,9591882.0,3078000000.0,769500000.0
2017-11-20,'603909,合诚股份,31.47,31.8,30.14,30.2,30.89,0.58,1.8776,1.212,303000,9403783.0,3147000000.0,786750000.0
2017-11-17,'603909,合诚股份,30.89,33.66,30.45,33.66,33.76,-2.87,-8.5012,3.0521,763035,24223797.0,3089000000.0,772250000.0
2017-11-16,'603909,合诚股份,33.76,34.47,33.72,34.43,34.37,-0.61,-1.7748,1.0272,256800,8776555.0,3376000000.0,844000000.0
2017-11-15,'603909,合诚股份,34.37,34.54,33.83,33.83,34.16,0.21,0.6148,1.8805,470124,16042228.0,3437000000.0,859250000.0
2017-11-14,'603909,合诚股份,34.16,34.47,33.6,33.92,33.85,0.31,0.9158,2.1153,528828,18072500.0,3416000000.0,854000000.0
2017-11-13,'603909,合诚股份,33.85,34.39,33.7,33.99,33.91,-0.06,-0.1769,1.1376,284402,9636313.0,3385000000.0,846250000.0
2017-11-10,'603909,合诚股份,33.91,34.25,33.75,34.25,34.18,-0.27,-0.7899,1.0009,250222,8494671.0,3391000000.0,847750000.0
2017-11-09,'603909,合诚股份,34.18,34.78,34.1,34.33,34.24,-0.06,-0.1752,1.0994,274846,9441797.0,3418000000.0,854500000.0
2017-11-08,'603909,合诚股份,34.24,34.4,33.71,33.96,34.05,0.19,0.558,1.8952,473800,16178402.0,3424000000.0,856000000.0
2017-11-07,'603909,合诚股份,34.05,34.27,33.35,34.07,33.89,0.16,0.4721,1.4211,355274,12054333.0,3405000000.0,851250000.0
2017-11-06,'603909,合诚股份,33.89,34.51,33.66,34.51,34.17,-0.28,-0.8194,1.4362,359052,12167398.0,3389000000.0,847250000.0
2017-11-03,'603909,合诚股份,34.17,34.67,33.5,34.67,34.39,-0.22,-0.6397,1.6272,406800,13813272.0,3417000000.0,854250000.0
2017-11-02,'603909,合诚股份,34.39,35.21,34.33,35.21,35.22,-0.83,-2.3566,2.2932,573294,19838223.0,3439000000.0,859750000.0
2017-11-01,'603909,合诚股份,35.22,35.79,34.08,34.08,34.49,0.73,2.1166,4.0503,1012568,35355888.0,3522000000.0,880500000.0
2017-10-31,'603909,合诚股份,34.49,35.55,33.56,34.18,34.1,0.39,1.1437,2.9606,740152,25629462.0,3449000000.0,862250000.0
2017-10-30,'603909,合诚股份,34.1,35.58,34.01,35.39,35.59,-1.49,-4.1866,2.6894,672351,23308595.0,3410000000.0,852500000.0
2017-10-27,'603909,合诚股份,35.59,35.88,35.48,35.75,35.69,-0.1,-0.2802,1.3164,329100,11727879.0,3559000000.0,889750000.0
2017-10-26,'603909,合诚股份,35.69,36.0,35.4,35.8,35.97,-0.28,-0.7784,1.7129,428223,15249489.0,3569000000.0,892250000.0
2017-10-25,'603909,合诚股份,35.97,36.17,35.43,35.75,35.96,0.01,0.0278,1.7708,442700,15913320.0,3597000000.0,899250000.0
2017-10-24,'603909,合诚股份,35.96,36.25,35.35,35.96,35.96,0.0,0.0,1.7657,441423,15757046.0,3596000000.0,899000000.0
2017-10-23,'603909,合诚股份,35.96,36.0,35.08,35.28,35.27,0.69,1.9563,2.9079,726969,26006815.0,3596000000.0,899000000.0
2017-10-20,'603909,合诚股份,35.27,35.8,33.68,34.04,34.62,0.65,1.8775,2.9956,748901,26067432.0,3527000000.0,881750000.0
2017-10-19,'603909,合诚股份,34.62,35.11,32.55,35.0,35.16,-0.54,-1.5358,5.7616,1440396,48850488.0,3462000000.0,865500000.0
2017-10-18,'603909,合诚股份,35.16,35.77,34.67,35.54,35.51,-0.35,-0.9856,3.4351,858787,30179785.0,3516000000.0,879000000.0
2017-10-17,'603909,合诚股份,35.51,35.99,35.0,35.38,35.79,-0.28,-0.7823,2.2619,565486,20139343.0,3551000000.0,887750000.0
2017-10-16,'603909,合诚股份,35.79,36.89,35.1,36.11,35.99,-0.2,-0.5557,4.0716,1017900,36684165.0,3579000000.0,894750000.0
2017-10-13,'603909,合诚股份,35.99,36.35,35.5,36.04,36.24,-0.25,-0.6898,3.532,883000,31597657.0,3599000000.0,899750000.0
2017-10-12,'603909,合诚股份,36.24,36.57,35.25,36.08,36.33,-0.09,-0.2477,3.5606,890152,32092635.0,3624000000.0,906000000.0
2017-10-11,'603909,合诚股份,36.33,36.57,35.06,35.15,35.2,1.13,3.2102,6.4093,1602331,57871947.0,3633000000.0,908250000.0
2017-10-10,'603909,合诚股份,35.2,35.24,34.95,34.95,35.23,-0.03,-0.0852,3.2941,823523,28889778.0,3520000000.0,880000000.0
2017-10-09,'603909,合诚股份,35.23,35.44,34.32,35.1,34.99,0.24,0.6859,5.0638,1265939,44114072.0,3523000000.0,880750000.0
2017-09-29,'603909,合诚股份,34.99,36.23,33.5,33.57,33.62,1.37,4.075,8.0218,2005444,70483024.0,3499000000.0,874750000.0
2017-09-28,'603909,合诚股份,33.62,34.19,33.58,33.83,33.99,-0.37,-1.0886,2.1504,537600,18239790.0,3362000000.0,840500000.0
2017-09-27,'603909,合诚股份,33.99,34.29,33.63,33.88,34.11,-0.12,-0.3518,2.3052,576300,19606691.0,3399000000.0,849750000.0
2017-09-26,'603909,合诚股份,34.11,34.55,33.35,34.05,34.33,-0.22,-0.6408,3.9856,996400,33720117.0,3411000000.0,852750000.0
2017-09-25,'603909,合诚股份,34.33,34.45,33.75,33.96,33.96,0.37,1.0895,3.4307,857687,29305993.0,3433000000.0,858250000.0
2017-09-22,'603909,合诚股份,33.96,34.62,33.46,34.21,34.43,-0.47,-1.3651,4.634,1158500,39505069.0,3396000000.0,849000000.0
2017-09-21,'603909,合诚股份,34.43,34.95,34.2,34.23,34.53,-0.1,-0.2896,4.4892,1122300,38894539.0,3443000000.0,860750000.0
2017-09-20,'603909,合诚股份,34.53,34.62,33.8,34.25,34.21,0.32,0.9354,5.1182,1279539,43909773.0,3453000000.0,863250000.0
2017-09-19,'603909,合诚股份,34.21,34.68,33.89,34.68,34.39,-0.18,-0.5234,4.5062,1126552,38635895.0,3421000000.0,855250000.0
2017-09-18,'603909,合诚股份,34.39,34.7,33.96,34.15,33.96,0.43,1.2662,4.5951,1148779,39544894.0,3439000000.0,859750000.0
2017-09-15,'603909,合诚股份,33.96,34.98,33.5,34.4,34.29,-0.33,-0.9624,4.66,1164988,39917051.0,3396000000.0,849000000.0
2017-09-14,'603909,合诚股份,34.29,34.38,33.41,34.05,34.33,-0.04,-0.1165,6.8233,1705821,57822852.0,3429000000.0,857250000.0
2017-09-13,'603909,合诚股份,34.33,34.45,33.49,33.8,33.48,0.85,2.5388,5.8085,1452115,49468692.0,3433000000.0,858250000.0
2017-09-12,'603909,合诚股份,33.48,34.35,33.38,33.66,34.41,-0.93,-2.7027,6.5788,1644694,55513970.0,3348000000.0,837000000.0
2017-09-11,'603909,合诚股份,34.41,34.79,33.52,34.2,34.13,0.28,0.8204,10.0354,2508858,85692583.0,3441000000.0,860250000.0
2017-09-08,'603909,合诚股份,34.13,34.4,32.35,32.8,32.54,1.59,4.8863,10.2824,2570610,85691917.0,3413000000.0,853250000.0
2017-09-07,'603909,合诚股份,32.54,33.8,31.77,31.87,31.65,0.89,2.812,10.0926,2523158,83182007.0,3254000000.0,813500000.0
2017-09-06,'603909,合诚股份,31.65,32.19,31.5,31.76,32.22,-0.57,-1.7691,3.8383,959572,30446059.0,3165000000.0,791250000.0
2017-09-05,'603909,合诚股份,32.22,32.4,31.32,31.73,31.88,0.34,1.0665,5.1687,1292166,41171274.0,3222000000.0,805500000.0
2017-09-04,'603909,合诚股份,31.88,33.08,31.61,32.98,32.83,-0.95,-2.8937,7.5216,1880394,60796041.0,3188000000.0,797000000.0
2017-09-01,'603909,合诚股份,32.83,32.99,32.58,32.99,32.99,-0.16,-0.485,3.7644,941110,30826883.0,3283000000.0,820750000.0
2017-08-31,'603909,合诚股份,32.99,33.09,32.02,32.3,32.39,0.6,1.8524,6.4408,1610200,52585149.0,3299000000.0,824750000.0
2017-08-30,'603909,合诚股份,32.39,33.0,32.15,32.97,33.12,-0.73,-2.2041,6.8989,1724718,56079708.0,3239000000.0,809750000.0
2017-08-29,'603909,合诚股份,33.12,33.88,31.86,32.13,32.22,0.9,2.7933,13.8583,3464570,114723354.0,3312000000.0,828000000.0
2017-08-28,'603909,合诚股份,32.22,32.3,31.1,31.17,31.17,1.05,3.3686,8.071,2017753,64163720.0,3222000000.0,805500000.0
2017-08-25,'603909,合诚股份,31.17,31.62,30.71,31.03,30.95,0.22,0.7108,6.4426,1610657,50211078.0,3117000000.0,779250000.0
2017-08-24,'603909,合诚股份,30.95,32.15,30.65,31.72,32.0,-1.05,-3.2813,10.6143,2653569,83128820.0,3095000000.0,773750000.0
2017-08-23,'603909,合诚股份,32.0,32.74,31.7,32.65,33.12,-1.12,-3.3816,15.7083,3927063,126128226.0,3200000000.0,800000000.0
2017-08-22,'603909,合诚股份,33.12,33.12,30.13,30.18,30.11,3.01,9.9967,20.0302,5007553,161470974.0,3312000000.0,828000000.0
2017-08-21,'603909,合诚股份,30.11,30.88,29.73,30.38,30.24,-0.13,-0.4299,7.7279,1931987,58259135.0,3011000000.0,752750000.0
2017-08-18,'603909,合诚股份,30.24,30.49,29.0,29.18,29.28,0.96,3.2787,11.0815,2770382,83329864.0,3024000000.0,756000000.0
2017-08-17,'603909,合诚股份,29.28,29.44,29.01,29.18,29.31,-0.03,-0.1024,4.8188,1204694,35235117.0,2928000000.0,732000000.0
2017-08-16,'603909,合诚股份,29.31,29.46,28.16,28.63,28.52,0.79,2.77,6.6091,1652267,47931623.0,2931000000.0,732750000.0
2017-08-15,'603909,合诚股份,28.52,28.55,28.09,28.55,28.31,0.21,0.7418,3.2484,812100,22988975.0,2852000000.0,713000000.0
2017-08-14,'603909,合诚股份,28.31,28.6,27.7,27.7,27.96,0.35,1.2518,3.0936,773400,21886389.0,2831000000.0,707750000.0
2017-08-11,'603909,合诚股份,27.96,28.0,27.41,27.95,28.01,-0.05,-0.1785,4.7295,1182384,32763704.0,2796000000.0,699000000.0
2017-08-10,'603909,合诚股份,28.01,28.79,27.7,28.79,28.72,-0.71,-2.4721,5.6742,1418542,40108422.0,2801000000.0,700250000.0
2017-08-09,'603909,合诚股份,28.72,28.87,28.52,28.52,28.59,0.13,0.4547,3.8067,951677,27295724.0,2872000000.0,718000000.0
2017-08-08,'603909,合诚股份,28.59,29.26,28.46,28.98,28.87,-0.28,-0.9699,6.4135,1603378,45997754.0,2859000000.0,714750000.0
2017-08-07,'603909,合诚股份,28.87,29.25,28.7,28.97,28.98,-0.11,-0.3796,6.5168,1629204,47119820.0,2887000000.0,721750000.0
2017-08-04,'603909,合诚股份,28.98,30.3,28.8,30.2,30.03,-1.05,-3.4965,14.4597,3614925,106367205.0,2898000000.0,724500000.0
2017-08-03,'603909,合诚股份,30.03,30.03,27.3,27.3,27.3,2.73,10.0,18.0143,4503571,132941123.0,3003000000.0,750750000.0
2017-08-02,'603909,合诚股份,27.3,28.36,27.21,28.36,28.29,-0.99,-3.4995,5.0879,1271982,35440289.0,2730000000.0,682500000.0
2017-08-01,'603909,合诚股份,28.29,28.5,28.01,28.5,28.57,-0.28,-0.98,4.536,1134000,32002856.0,2829000000.0,707250000.0
2017-07-31,'603909,合诚股份,28.57,28.94,28.45,28.7,28.94,-0.37,-1.2785,3.8428,960700,27489929.0,2857000000.0,714250000.0
2017-07-28,'603909,合诚股份,28.94,29.55,28.9,29.07,29.2,-0.26,-0.8904,7.2388,1809700,53026597.0,2894000000.0,723500000.0
2017-07-27,'603909,合诚股份,29.2,29.48,28.35,28.7,29.06,0.14,0.4818,7.7062,1926550,55703643.0,2920000000.0,730000000.0
2017-07-26,'603909,合诚股份,29.06,29.95,28.31,28.87,27.83,1.23,4.4197,11.8912,2972795,86954809.0,2906000000.0,726500000.0
2017-07-25,'603909,合诚股份,27.83,28.32,27.0,27.86,27.82,0.01,0.0359,5.2296,1307388,36370821.0,2783000000.0,695750000.0
2017-07-24,'603909,合诚股份,27.82,27.86,26.86,27.51,28.06,-0.24,-0.8553,7.7364,1934098,52817010.0,2782000000.0,695500000.0
2017-07-21,'603909,合诚股份,28.06,29.24,28.03,29.1,29.08,-1.02,-3.5076,6.5268,1631712,46520869.0,2806000000.0,701500000.0
2017-07-20,'603909,合诚股份,29.08,29.81,28.83,29.19,29.16,-0.08,-0.2743,6.2404,1560105,45738543.0,2908000000.0,727000000.0
2017-07-19,'603909,合诚股份,29.16,29.87,28.26,29.52,30.11,-0.95,-3.1551,9.9174,2479357,71819870.0,2916000000.0,729000000.0
2017-07-18,'603909,合诚股份,30.11,31.75,30.08,30.08,33.42,-3.31,-9.9042,18.7267,4681674,141563517.0,3011000000.0,752750000.0
2017-07-17,'603909,合诚股份,33.42,37.22,33.42,37.0,37.13,-3.71,-9.9919,11.6426,2910639,98429249.0,3342000000.0,835500000.0
2017-07-14,'603909,合诚股份,37.13,38.17,36.91,37.0,37.95,-0.82,-2.1607,4.4876,1121901,42128126.0,3713000000.0,928250000.0
2017-07-13,'603909,合诚股份,37.95,38.5,37.4,38.0,38.1,-0.15,-0.3937,7.8026,1950649,74131026.0,3795000000.0,948750000.0
2017-07-12,'603909,合诚股份,38.1,40.4,36.1,40.02,40.02,-1.92,-4.7976,13.7218,3430455,129976370.0,3810000000.0,952500000.0
2017-07-11,'603909,合诚股份,40.02,40.8,40.0,40.8,40.72,-0.7,-1.7191,7.5504,1887611,76033310.0,4002000000.0,1000500000.0
2017-07-10,'603909,合诚股份,40.72,41.03,40.1,40.8,40.76,-0.04,-0.0981,11.9148,2978705,121138365.0,4072000000.0,1018000000.0
2017-07-07,'603909,合诚股份,40.76,41.05,40.0,40.2,40.71,0.05,0.1228,15.8229,3955716,160795595.0,4076000000.0,1019000000.0
2017-07-06,'603909,合诚股份,40.71,41.09,39.8,40.88,40.74,-0.03,-0.0736,19.4569,4864232,197573484.0,4071000000.0,1017750000.0
2017-07-05,'603909,合诚股份,40.74,41.85,40.6,41.38,40.32,0.42,1.0417,13.8882,3472041,142528935.0,4074000000.0,1018500000.0
