»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-29,'600356,∫„∑·÷Ω“µ,8.3,8.31,8.24,8.24,8.27,0.03,0.3628,0.423,1263778,10465038.0,2479470437.4,2479470437.4
2017-12-28,'600356,∫„∑·÷Ω“µ,8.27,8.3,8.14,8.14,8.19,0.08,0.9768,0.377,1126260,9303753.0,2470508496.06,2470508496.06
2017-12-27,'600356,∫„∑·÷Ω“µ,8.19,8.28,8.17,8.26,8.26,-0.07,-0.8475,0.231,689940,5670744.0,2446609985.82,2446609985.82
2017-12-26,'600356,∫„∑·÷Ω“µ,8.26,8.28,8.11,8.15,8.15,0.11,1.3497,0.3222,962600,7893500.0,2467521182.28,2467521182.28
2017-12-25,'600356,∫„∑·÷Ω“µ,8.15,8.34,8.13,8.34,8.28,-0.13,-1.57,0.3858,1152552,9468806.0,2434660730.7,2434660730.7
2017-12-22,'600356,∫„∑·÷Ω“µ,8.28,8.34,8.25,8.25,8.35,-0.07,-0.8383,0.4055,1211449,10026926.0,2473495809.84,2473495809.84
2017-12-21,'600356,∫„∑·÷Ω“µ,8.35,8.41,8.27,8.27,8.25,0.1,1.2121,0.9041,2700948,22541863.0,2494407006.3,2494407006.3
2017-12-20,'600356,∫„∑·÷Ω“µ,8.25,8.25,8.14,8.2,8.19,0.06,0.7326,0.574,1714717,14056854.0,2464533868.5,2464533868.5
2017-12-19,'600356,∫„∑·÷Ω“µ,8.19,8.24,8.13,8.13,8.14,0.05,0.6143,0.3046,909800,7446595.0,2446609985.82,2446609985.82
2017-12-18,'600356,∫„∑·÷Ω“µ,8.14,8.2,8.08,8.16,8.16,-0.02,-0.2451,0.4309,1287200,10495221.0,2431673416.92,2431673416.92
2017-12-15,'600356,∫„∑·÷Ω“µ,8.16,8.18,8.11,8.16,8.16,0.0,0.0,0.3173,947900,7714384.0,2437648044.48,2437648044.48
2017-12-14,'600356,∫„∑·÷Ω“µ,8.16,8.17,8.11,8.17,8.15,0.01,0.1227,0.2817,841423,6848171.0,2437648044.48,2437648044.48
2017-12-13,'600356,∫„∑·÷Ω“µ,8.15,8.16,8.06,8.1,8.1,0.05,0.6173,0.2557,763900,6200489.0,2434660730.7,2434660730.7
