�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2017-11-10,'600983,需奧ひ,8.34,8.68,8.15,8.15,8.07,0.27,3.3457,1.244,6627941,55899080.0,6392101260.0,4443552000.0
2017-11-09,'600983,需奧ひ,8.07,8.09,7.98,8.01,8.04,0.03,0.3731,0.2901,1545436,12436517.0,6185162730.0,4299696000.0
2017-11-08,'600983,需奧ひ,8.04,8.1,7.95,7.98,7.99,0.05,0.6258,0.4711,2509983,20165644.0,6162169560.0,4283712000.0
2017-11-07,'600983,需奧ひ,7.99,8.02,7.89,7.9,7.95,0.04,0.5031,0.2889,1539037,12235742.0,6123847610.0,4257072000.0
2017-11-06,'600983,需奧ひ,7.95,7.99,7.83,7.95,7.95,0.0,0.0,0.3139,1672401,13188155.0,6093190050.0,4235760000.0
2017-11-03,'600983,需奧ひ,7.95,8.04,7.91,8.0,8.02,-0.07,-0.8728,0.267,1422402,11327152.0,6093190050.0,4235760000.0
2017-11-02,'600983,需奧ひ,8.02,8.11,8.0,8.1,8.13,-0.11,-1.353,0.3265,1739821,14009964.0,6146840780.0,4273056000.0
2017-11-01,'600983,需奧ひ,8.13,8.16,8.0,8.11,8.14,-0.01,-0.1229,0.3204,1706970,13828908.0,6231149070.0,4331664000.0
2017-10-31,'600983,需奧ひ,8.14,8.16,8.02,8.03,8.05,0.09,1.118,0.2766,1473740,11908049.0,6238813460.0,4336992000.0
2017-10-30,'600983,需奧ひ,8.05,8.43,7.99,8.38,8.39,-0.34,-4.0524,0.5148,2743059,22267747.0,6169833950.0,4289040000.0
2017-10-27,'600983,需奧ひ,8.39,8.47,8.37,8.47,8.47,-0.08,-0.9445,0.2413,1285700,10824220.0,6430423210.0,4470192000.0
2017-10-26,'600983,需奧ひ,8.47,8.48,8.41,8.45,8.45,0.02,0.2367,0.2793,1488193,12577784.0,6491738330.0,4512816000.0
2017-10-25,'600983,需奧ひ,8.45,8.47,8.39,8.46,8.46,-0.01,-0.1182,0.2352,1253300,10564885.0,6476409550.0,4502160000.0
2017-10-24,'600983,需奧ひ,8.46,8.56,8.39,8.56,8.52,-0.06,-0.7042,0.4285,2283059,19276775.0,6484073940.0,4507488000.0
2017-10-23,'600983,需奧ひ,8.52,8.62,8.5,8.55,8.5,0.02,0.2353,0.284,1513043,12927733.0,6530060280.0,4539456000.0
2017-10-20,'600983,需奧ひ,8.5,8.51,8.38,8.42,8.41,0.09,1.0702,0.3329,1773678,14977347.0,6514731500.0,4528800000.0
2017-10-19,'600983,需奧ひ,8.41,8.56,8.38,8.56,8.56,-0.15,-1.7523,0.4535,2416302,20409396.0,6445751990.0,4480848000.0
2017-10-18,'600983,需奧ひ,8.56,8.6,8.54,8.58,8.57,-0.01,-0.1167,0.2147,1143900,9807335.0,6560717840.0,4560768000.0
2017-10-17,'600983,需奧ひ,8.57,8.61,8.53,8.56,8.55,0.02,0.2339,0.2814,1499476,12855271.0,6568382230.0,4566096000.0
2017-10-16,'600983,需奧ひ,8.55,8.71,8.52,8.71,8.74,-0.19,-2.1739,0.516,2749229,23645233.0,6553053450.0,4555440000.0
2017-10-13,'600983,需奧ひ,8.74,8.77,8.67,8.68,8.74,0.0,0.0,0.2901,1545703,13483402.0,6698676860.0,4656672000.0
2017-10-12,'600983,需奧ひ,8.74,8.78,8.69,8.78,8.78,-0.04,-0.4556,0.3006,1601840,13987838.0,6698676860.0,4656672000.0
2017-10-11,'600983,需奧ひ,8.78,8.81,8.67,8.73,8.7,0.08,0.9195,0.5336,2843169,24920831.0,6729334420.0,4677984000.0
2017-10-10,'600983,需奧ひ,8.7,8.71,8.66,8.71,8.67,0.03,0.346,0.3049,1624346,14110832.0,6668019300.0,4635360000.0
2017-10-09,'600983,需奧ひ,8.67,8.68,8.58,8.62,8.59,0.08,0.9313,0.46,2450812,21191599.0,6645026130.0,4619376000.0
2017-09-29,'600983,需奧ひ,8.59,8.64,8.54,8.6,8.59,0.0,0.0,0.2933,1562905,13400855.0,6583711010.0,4576752000.0
2017-09-28,'600983,需奧ひ,8.59,8.64,8.55,8.64,8.62,-0.03,-0.348,0.3861,2057320,17661000.0,6583711010.0,4576752000.0
2017-09-27,'600983,需奧ひ,8.62,8.64,8.5,8.54,8.51,0.11,1.2926,0.4445,2368271,20325145.0,6606704180.0,4592736000.0
2017-09-26,'600983,需奧ひ,8.51,8.61,8.49,8.55,8.58,-0.07,-0.8159,0.405,2157812,18421520.0,6522395890.0,4534128000.0
2017-09-25,'600983,需奧ひ,8.58,8.83,8.56,8.81,8.78,-0.2,-2.2779,0.7931,4225686,36543069.0,6576046620.0,4571424000.0
2017-09-22,'600983,需奧ひ,8.78,8.86,8.76,8.86,8.87,-0.09,-1.0147,0.4917,2619610,23022936.0,6729334420.0,4677984000.0
2017-09-21,'600983,需奧ひ,8.87,8.89,8.76,8.79,8.78,0.09,1.0251,0.7556,4025572,35533534.0,6798313930.0,4725936000.0
2017-09-20,'600983,需奧ひ,8.78,8.81,8.74,8.79,8.79,-0.01,-0.1138,0.5586,2976472,26112989.0,6729334420.0,4677984000.0
2017-09-19,'600983,需奧ひ,8.79,8.84,8.78,8.83,8.82,-0.03,-0.3401,0.4367,2326971,20504092.0,6736998810.0,4683312000.0
2017-09-18,'600983,需奧ひ,8.82,8.83,8.79,8.82,8.79,0.03,0.3413,0.3364,1792255,15776611.0,6759991980.0,4699296000.0
2017-09-15,'600983,需奧ひ,8.79,8.85,8.78,8.82,8.83,-0.04,-0.453,0.4429,2359655,20771519.0,6736998810.0,4683312000.0
2017-09-14,'600983,需奧ひ,8.83,8.9,8.8,8.87,8.87,-0.04,-0.451,0.5964,3177829,28062969.0,6767656370.0,4704624000.0
2017-09-13,'600983,需奧ひ,8.87,8.89,8.82,8.89,8.89,-0.02,-0.225,0.3974,2117104,18752605.0,6798313930.0,4725936000.0
2017-09-12,'600983,需奧ひ,8.89,8.89,8.76,8.88,8.86,0.03,0.3386,0.8281,4412261,38997730.0,6813642710.0,4736592000.0
2017-09-11,'600983,需奧ひ,8.86,8.9,8.85,8.9,8.89,-0.03,-0.3375,0.4368,2327202,20646009.0,6790649540.0,4720608000.0
2017-09-08,'600983,需奧ひ,8.89,8.93,8.84,8.9,8.9,-0.01,-0.1124,0.44,2344202,20797292.0,6813642710.0,4736592000.0
2017-09-07,'600983,需奧ひ,8.9,8.94,8.83,8.84,8.85,0.05,0.565,0.6784,3614472,32107950.0,6821307100.0,4741920000.0
2017-09-06,'600983,需奧ひ,8.85,8.86,8.79,8.85,8.86,-0.01,-0.1129,0.589,3138072,27690046.0,6782985150.0,4715280000.0
2017-09-05,'600983,需奧ひ,8.86,8.87,8.78,8.87,8.85,0.01,0.113,0.7321,3900794,34433491.0,6790649540.0,4720608000.0
2017-09-04,'600983,需奧ひ,8.85,8.98,8.81,8.98,8.98,-0.13,-1.4477,1.1994,6390245,56650103.0,6782985150.0,4715280000.0
2017-09-01,'600983,需奧ひ,8.98,9.11,8.93,9.08,9.18,-0.2,-2.1786,1.6887,8997593,81000437.0,6882622220.0,4784544000.0
2017-08-31,'600983,需奧ひ,9.18,9.24,9.01,9.1,9.54,-0.36,-3.7736,2.1003,11190538,101891564.0,7035910020.0,4891104000.0
2017-08-30,'600983,需奧ひ,9.54,9.62,9.52,9.56,9.54,0.0,0.0,0.3057,1628742,15579328.0,7311828060.0,5082912000.0
2017-08-29,'600983,需奧ひ,9.54,9.6,9.53,9.54,9.58,-0.04,-0.4175,0.2653,1413417,13509072.0,7311828060.0,5082912000.0
2017-08-28,'600983,需奧ひ,9.58,9.63,9.49,9.52,9.49,0.09,0.9484,0.479,2552336,24463978.0,7342485620.0,5104224000.0
2017-08-25,'600983,需奧ひ,9.49,9.5,9.41,9.41,9.41,0.08,0.8502,0.2829,1507469,14287718.0,7273506110.0,5056272000.0
2017-08-24,'600983,需奧ひ,9.41,9.46,9.35,9.46,9.46,-0.05,-0.5285,0.2303,1226913,11536377.0,7212190990.0,5013648000.0
2017-08-23,'600983,需奧ひ,9.46,9.52,9.41,9.49,9.5,-0.04,-0.4211,0.2728,1453423,13734106.0,7250512940.0,5040288000.0
2017-08-22,'600983,需奧ひ,9.5,9.56,9.45,9.52,9.5,0.0,0.0,0.3567,1900632,18083163.0,7281170500.0,5061600000.0
2017-08-21,'600983,需奧ひ,9.5,9.54,9.46,9.47,9.48,0.02,0.211,0.2438,1299201,12322044.0,7281170500.0,5061600000.0
2017-08-18,'600983,需奧ひ,9.48,9.52,9.44,9.52,9.52,-0.04,-0.4202,0.2374,1265069,11985456.0,7265841720.0,5050944000.0
2017-08-17,'600983,需奧ひ,9.52,9.52,9.42,9.5,9.45,0.07,0.7407,0.2919,1555300,14757079.0,7296499280.0,5072256000.0
2017-08-16,'600983,需奧ひ,9.45,9.46,9.39,9.43,9.43,0.02,0.2121,0.2334,1243809,11730348.0,7242848550.0,5034960000.0
2017-08-15,'600983,需奧ひ,9.43,9.45,9.3,9.4,9.38,0.05,0.533,0.3419,1821400,17140108.0,7227519770.0,5024304000.0
2017-08-14,'600983,需奧ひ,9.38,9.41,9.21,9.24,9.2,0.18,1.9565,0.4175,2224223,20784413.0,7189197820.0,4997664000.0
2017-08-11,'600983,需奧ひ,9.2,9.39,9.19,9.33,9.39,-0.19,-2.0234,0.4798,2556500,23706832.0,7051238800.0,4901760000.0
2017-08-10,'600983,需奧ひ,9.39,9.55,9.33,9.54,9.53,-0.14,-1.469,0.6492,3458870,32640762.0,7196862210.0,5002992000.0
2017-08-09,'600983,需奧ひ,9.53,9.63,9.5,9.63,9.63,-0.1,-1.0384,0.5531,2947000,28141702.0,7304163670.0,5077584000.0
2017-08-08,'600983,需奧ひ,9.63,9.64,9.54,9.57,9.59,0.04,0.4171,0.3588,1911479,18322683.0,7380807570.0,5130864000.0
2017-08-07,'600983,需奧ひ,9.59,9.64,9.53,9.57,9.57,0.02,0.209,0.3529,1880208,17980410.0,7350150010.0,5109552000.0
2017-08-04,'600983,需奧ひ,9.57,9.65,9.56,9.63,9.6,-0.03,-0.3125,0.4199,2237162,21483801.0,7334821230.0,5098896000.0
2017-08-03,'600983,需奧ひ,9.6,9.68,9.56,9.6,9.62,-0.02,-0.2079,0.4394,2341341,22522532.0,7357814400.0,5114880000.0
2017-08-02,'600983,需奧ひ,9.62,9.73,9.61,9.72,9.74,-0.12,-1.232,0.4312,2297272,22197711.0,7373143180.0,5125536000.0
2017-08-01,'600983,需奧ひ,9.74,9.77,9.66,9.68,9.71,0.03,0.309,0.5725,3050532,29597094.0,7465115860.0,5189472000.0
2017-07-31,'600983,需奧ひ,9.71,9.81,9.58,9.6,9.71,0.0,0.0,0.6563,3496993,34028676.0,7442122690.0,5173488000.0
2017-07-28,'600983,需奧ひ,9.71,9.77,9.61,9.63,9.83,-0.12,-1.2208,0.7009,3734343,36270845.0,7442122690.0,5173488000.0
2017-07-27,'600983,需奧ひ,9.83,10.2,9.5,9.5,10.5,-0.67,-6.381,2.1613,11515368,112360131.0,7534095370.0,5237424000.0
2017-07-26,'600983,需奧ひ,0.0,0.0,0.0,0.0,10.5,None,None,0.0,0,0.0,8047609500.0,5594400000.0
2017-07-25,'600983,需奧ひ,0.0,0.0,0.0,0.0,10.5,None,None,0.0,0,0.0,8047609500.0,5594400000.0
2017-07-24,'600983,需奧ひ,10.5,10.64,10.39,10.48,10.53,-0.03,-0.2849,0.4213,2244770,23521893.0,8047609500.0,5594400000.0
2017-07-21,'600983,需奧ひ,10.53,10.62,10.52,10.55,10.56,-0.03,-0.2841,0.2472,1317345,13932077.0,8070602670.0,5610384000.0
2017-07-20,'600983,需奧ひ,10.56,10.67,10.55,10.64,10.64,-0.08,-0.7519,0.3587,1911181,20265432.0,8093595840.0,5626368000.0
2017-07-19,'600983,需奧ひ,10.64,10.67,10.56,10.67,10.61,0.03,0.2828,0.3023,1610725,17103390.0,8154910960.0,5668992000.0
2017-07-18,'600983,需奧ひ,10.61,10.62,10.2,10.2,10.35,0.26,2.5121,0.2677,1426395,14916713.0,8131917790.0,5653008000.0
2017-07-17,'600983,需奧ひ,10.35,10.66,10.0,10.58,10.61,-0.26,-2.4505,0.7497,3994589,41835467.0,7932643650.0,5514480000.0
2017-07-14,'600983,需奧ひ,10.61,10.69,10.52,10.61,10.63,-0.02,-0.1881,0.218,1161693,12312978.0,8131917790.0,5653008000.0
2017-07-13,'600983,需奧ひ,10.63,10.68,10.5,10.68,10.67,-0.04,-0.3749,0.4606,2454087,25948457.0,8147246570.0,5663664000.0
2017-07-12,'600983,XD需奧ひ,10.67,10.73,10.57,10.73,10.71,-0.04,-0.3735,0.4241,2259658,24043343.0,8177904130.0,5684976000.0
2017-07-11,'600983,需奧ひ,10.81,10.86,10.67,10.73,10.73,0.08,0.7456,0.4125,2197911,23629481.0,8285205590.0,5759568000.0
2017-07-10,'600983,需奧ひ,10.73,10.76,10.62,10.72,10.71,0.02,0.1867,0.3723,1983705,21239188.0,8223890470.0,5716944000.0
2017-07-07,'600983,需奧ひ,10.71,10.77,10.66,10.74,10.71,0.0,0.0,0.3433,1829298,19576320.0,8208561690.0,5706288000.0
2017-07-06,'600983,需奧ひ,10.71,10.82,10.67,10.82,10.79,-0.08,-0.7414,0.3517,1874107,20135829.0,8208561690.0,5706288000.0
2017-07-05,'600983,需奧ひ,10.79,10.83,10.72,10.79,10.77,0.02,0.1857,0.3263,1738467,18726797.0,8269876810.0,5748912000.0
2017-07-04,'600983,需奧ひ,10.77,10.87,10.75,10.79,10.78,-0.01,-0.0928,0.2791,1486828,16054082.0,8254548030.0,5738256000.0
2017-07-03,'600983,需奧ひ,10.78,10.85,10.73,10.85,10.82,-0.04,-0.3697,0.327,1742369,18770998.0,8262212420.0,5743584000.0
2017-06-30,'600983,需奧ひ,10.82,10.84,10.72,10.8,10.78,0.04,0.3711,0.342,1822000,19664142.0,8292869980.0,5764896000.0
2017-06-29,'600983,需奧ひ,10.78,10.89,10.73,10.88,10.85,-0.07,-0.6452,0.411,2189976,23626974.0,8262212420.0,5743584000.0
2017-06-28,'600983,需奧ひ,10.85,10.94,10.75,10.94,10.92,-0.07,-0.641,0.371,1976664,21380189.0,8315863150.0,5780880000.0
2017-06-27,'600983,需奧ひ,10.92,11.03,10.82,10.95,10.99,-0.07,-0.6369,0.5927,3158157,34461726.0,8369513880.0,5818176000.0
2017-06-26,'600983,需奧ひ,10.99,11.28,10.6,10.78,10.83,0.16,1.4774,0.8555,4558285,49908912.0,8423164610.0,5855472000.0
2017-06-23,'600983,需奧ひ,10.83,10.9,10.6,10.86,10.84,-0.01,-0.0923,0.5814,3097780,33351403.0,8300534370.0,5770224000.0
2017-06-22,'600983,需奧ひ,10.84,10.98,10.69,10.71,10.71,0.13,1.2138,1.2862,6852736,74590602.0,8308198760.0,5775552000.0
2017-06-21,'600983,需奧ひ,10.71,10.72,10.6,10.72,10.67,0.04,0.3749,0.4357,2321470,24702696.0,8208561690.0,5706288000.0
2017-06-20,'600983,需奧ひ,10.67,10.75,10.6,10.71,10.69,-0.02,-0.1871,0.3923,2090333,22330180.0,8177904130.0,5684976000.0
2017-06-19,'600983,需奧ひ,10.69,10.77,10.65,10.67,10.68,0.01,0.0936,0.447,2381424,25469133.0,8193232910.0,5695632000.0
2017-06-16,'600983,需奧ひ,10.68,10.72,10.5,10.65,10.62,0.06,0.565,0.3756,2001425,21238928.0,8185568520.0,5690304000.0
2017-06-15,'600983,需奧ひ,10.62,10.64,10.52,10.58,10.58,0.04,0.3781,0.4437,2364222,25013983.0,8139582180.0,5658336000.0
2017-06-14,'600983,需奧ひ,10.58,10.76,10.51,10.76,10.75,-0.17,-1.5814,0.6095,3247591,34385238.0,8108924620.0,5637024000.0
2017-06-13,'600983,需奧ひ,10.75,10.82,10.64,10.73,10.76,-0.01,-0.0929,0.4734,2522273,27009690.0,8239219250.0,5727600000.0
2017-06-12,'600983,需奧ひ,10.76,10.92,10.74,10.77,10.75,0.01,0.093,0.7515,4004189,43311951.0,8246883640.0,5732928000.0
2017-06-09,'600983,需奧ひ,10.75,10.76,10.62,10.67,10.73,0.02,0.1864,0.4867,2592925,27718121.0,8239219250.0,5727600000.0
2017-06-08,'600983,需奧ひ,10.73,10.75,10.62,10.65,10.68,0.05,0.4682,0.5167,2753127,29467143.0,8223890470.0,5716944000.0
2017-06-07,'600983,需奧ひ,10.68,10.75,10.52,10.56,10.56,0.12,1.1364,0.8367,4457830,47292275.0,8185568520.0,5690304000.0
2017-06-06,'600983,需奧ひ,10.56,10.58,10.43,10.49,10.46,0.1,0.956,0.4366,2326397,24429864.0,8093595840.0,5626368000.0
2017-06-05,'600983,需奧ひ,10.46,10.7,10.42,10.55,10.54,-0.08,-0.759,0.7858,4186954,44315560.0,8016951940.0,5573088000.0
2017-06-02,'600983,需奧ひ,10.54,10.55,10.17,10.2,10.23,0.31,3.0303,0.7044,3753204,38979939.0,8078267060.0,5615712000.0
2017-06-01,'600983,需奧ひ,10.23,10.3,10.15,10.21,10.25,-0.02,-0.1951,0.5012,2670379,27301580.0,7840670970.0,5450544000.0
2017-05-31,'600983,需奧ひ,10.25,10.3,10.18,10.23,10.19,0.06,0.5888,0.4256,2267716,23215812.0,7855999750.0,5461200000.0
2017-05-26,'600983,需奧ひ,10.19,10.34,10.11,10.24,10.31,-0.12,-1.1639,0.566,3015630,30760177.0,7810013410.0,5429232000.0
2017-05-25,'600983,需奧ひ,10.31,10.35,10.18,10.24,10.29,0.02,0.1944,0.5215,2778739,28529835.0,7901986090.0,5493168000.0
2017-05-24,'600983,需奧ひ,10.29,10.43,9.96,10.08,10.24,0.05,0.4883,0.9163,4882190,49852871.0,7886657310.0,5482512000.0
2017-05-23,'600983,需奧ひ,10.24,10.49,9.89,9.94,9.92,0.32,3.2258,1.2254,6529016,67014238.0,7848335360.0,5455872000.0
2017-05-22,'600983,需奧ひ,9.92,10.02,9.85,9.85,9.89,0.03,0.3033,0.4046,2155684,21462300.0,7603074880.0,5285376000.0
2017-05-19,'600983,需奧ひ,9.89,9.93,9.81,9.87,9.9,-0.01,-0.101,0.3952,2105679,20794442.0,7580081710.0,5269392000.0
2017-05-18,'600983,需奧ひ,9.9,10.04,9.88,9.96,9.96,-0.06,-0.6024,0.4618,2460329,24437737.0,7587746100.0,5274720000.0
2017-05-17,'600983,需奧ひ,9.96,10.1,9.89,9.97,9.97,-0.01,-0.1003,0.4883,2601859,26033171.0,7633732440.0,5306688000.0
2017-05-16,'600983,需奧ひ,9.97,9.98,9.72,9.78,9.79,0.18,1.8386,0.5614,2990902,29511324.0,7641396830.0,5312016000.0
2017-05-15,'600983,需奧ひ,9.79,9.81,9.6,9.64,9.61,0.18,1.873,0.3896,2075680,20216763.0,7503437810.0,5216112000.0
2017-05-12,'600983,需奧ひ,9.61,9.65,9.53,9.56,9.58,0.03,0.3132,0.3129,1666975,15988303.0,7365478790.0,5120208000.0
2017-05-11,'600983,需奧ひ,9.58,9.75,9.46,9.65,9.68,-0.1,-1.0331,0.5241,2792540,26756879.0,7342485620.0,5104224000.0
2017-05-10,'600983,需奧ひ,9.68,9.9,9.66,9.82,9.83,-0.15,-1.5259,0.3658,1949180,19092140.0,7419129520.0,5157504000.0
2017-05-09,'600983,需奧ひ,9.83,9.87,9.69,9.83,9.79,0.04,0.4086,0.3559,1896268,18557649.0,7534095370.0,5237424000.0
2017-05-08,'600983,需奧ひ,9.79,9.94,9.79,9.89,9.9,-0.11,-1.1111,0.3655,1947577,19201281.0,7503437810.0,5216112000.0
2017-05-05,'600983,需奧ひ,9.9,10.15,9.88,10.06,10.13,-0.23,-2.2705,0.4819,2567615,25634217.0,7587746100.0,5274720000.0
2017-05-04,'600983,需奧ひ,10.13,10.27,10.05,10.14,10.14,-0.01,-0.0986,0.3553,1893000,19251067.0,7764027070.0,5397264000.0
2017-05-03,'600983,需奧ひ,10.14,10.21,10.01,10.09,10.09,0.05,0.4955,0.5279,2812768,28435623.0,7771691460.0,5402592000.0
2017-05-02,'600983,需奧ひ,10.09,10.2,9.82,9.82,9.86,0.23,2.3327,0.8669,4618659,46471561.0,7733369510.0,5375952000.0
2017-04-28,'600983,需奧ひ,9.86,9.94,9.81,9.86,9.85,0.01,0.1015,0.3947,2103174,20775291.0,7557088540.0,5253408000.0
2017-04-27,'600983,需奧ひ,9.85,9.96,9.61,9.96,10.0,-0.15,-1.5,0.8795,4685783,45886970.0,7549424150.0,5248080000.0
2017-04-26,'600983,需奧ひ,10.0,10.17,9.8,10.15,10.15,-0.15,-1.4778,1.0479,5583316,55616849.0,7664390000.0,5328000000.0
2017-04-25,'600983,需奧ひ,10.15,10.24,10.01,10.01,10.09,0.06,0.5946,0.5042,2686195,27226188.0,7779355850.0,5407920000.0
2017-04-24,'600983,需奧ひ,10.09,10.41,10.0,10.27,10.28,-0.19,-1.8482,0.6903,3677888,37332494.0,7733369510.0,5375952000.0
2017-04-21,'600983,需奧ひ,10.28,10.63,10.23,10.52,10.56,-0.28,-2.6515,0.7985,4254306,44139212.0,7878992920.0,5477184000.0
2017-04-20,'600983,需奧ひ,10.56,10.68,10.3,10.38,10.42,0.14,1.3436,0.9236,4921018,51861846.0,8093595840.0,5626368000.0
2017-04-19,'600983,需奧ひ,10.42,10.49,10.2,10.45,10.51,-0.09,-0.8563,0.7694,4099232,42368124.0,7986294380.0,5551776000.0
2017-04-18,'600983,需奧ひ,10.51,10.65,10.49,10.53,10.51,0.0,0.0,0.5778,3078767,32562183.0,8055273890.0,5599728000.0
2017-04-17,'600983,需奧ひ,10.51,10.56,10.38,10.47,10.51,0.0,0.0,0.3528,1879770,19709287.0,8055273890.0,5599728000.0
2017-04-14,'600983,需奧ひ,10.51,10.58,10.49,10.58,10.58,-0.07,-0.6616,0.4397,2342645,24651326.0,8055273890.0,5599728000.0
2017-04-13,'600983,需奧ひ,10.58,10.62,10.46,10.48,10.47,0.11,1.0506,0.5515,2938236,31043362.0,8108924620.0,5637024000.0
2017-04-12,'600983,需奧ひ,10.47,10.53,10.46,10.53,10.54,-0.07,-0.6641,0.562,2994081,31411835.0,8024616330.0,5578416000.0
