日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-29,'600280,中央商场,7.87,8.15,7.71,8.1,8.11,-0.24,-2.9593,1.2477,14327377,113425220.0,9037395442.64,9037395442.64
2017-12-28,'600280,中央商场,8.11,8.33,8.07,8.29,8.27,-0.16,-1.9347,0.7438,8541178,69895546.0,9312995811.92,9312995811.92
2017-12-27,'600280,中央商场,8.27,8.45,8.21,8.35,8.36,-0.09,-1.0766,0.7263,8340800,69707329.0,9496729391.44,9496729391.44
2017-12-26,'600280,中央商场,8.36,8.46,8.28,8.39,8.31,0.05,0.6017,0.5874,6745169,56252918.0,9600079529.92,9600079529.92
2017-12-25,'600280,中央商场,8.31,8.43,8.23,8.27,8.28,0.03,0.3623,0.9246,10617587,88461066.0,9542662786.32,9542662786.32
2017-12-22,'600280,中央商场,8.28,8.38,8.15,8.15,8.12,0.16,1.9704,1.2151,13953885,115556639.0,9508212740.16,9508212740.16
2017-12-21,'600280,中央商场,8.12,8.32,8.0,8.3,8.3,-0.18,-2.1687,1.3904,15966500,129865088.0,9324479160.64,9324479160.64
2017-12-20,'600280,中央商场,8.3,8.59,8.19,8.4,8.4,-0.1,-1.1905,1.4868,17073514,143121244.0,9531179437.6,9531179437.6
2017-12-19,'600280,中央商场,8.4,8.56,8.27,8.48,8.66,-0.26,-3.0023,1.7415,19998088,167565121.0,9646012924.8,9646012924.8
2017-12-18,'600280,中央商场,8.66,9.44,8.65,9.34,9.54,-0.88,-9.2243,2.8057,32218827,289153038.0,9944579991.52,9944579991.52
2017-12-15,'600280,中央商场,9.54,9.77,9.05,9.28,9.38,0.16,1.7058,3.024,34725315,326819745.0,10955114678.9,10955114678.9
2017-12-14,'600280,中央商场,9.38,10.11,9.2,9.92,9.62,-0.24,-2.4948,3.526,40490075,389439099.0,10771381099.4,10771381099.4
2017-12-13,'600280,中央商场,9.62,9.8,9.29,9.33,9.35,0.27,2.8877,1.7366,19942071,191480972.0,11046981468.6,11046981468.6
2017-12-12,'600280,中央商场,9.35,9.36,9.16,9.35,9.3,0.05,0.5376,0.9307,10688031,99048742.0,10736931053.2,10736931053.2
2017-12-11,'600280,中央商场,9.3,9.38,9.16,9.35,9.29,0.01,0.1076,1.0206,11720351,108862676.0,10679514309.6,10679514309.6
2017-12-08,'600280,中央商场,9.29,9.34,9.03,9.1,9.17,0.12,1.3086,1.1854,13612608,125303905.0,10668030960.9,10668030960.9
2017-12-07,'600280,中央商场,9.17,9.4,9.0,9.25,9.22,-0.05,-0.5423,1.2915,14830752,136589870.0,10530230776.2,10530230776.2
2017-12-06,'600280,中央商场,9.22,9.28,8.99,9.03,9.16,0.06,0.655,1.4807,17003377,155361732.0,10587647519.8,10587647519.8
2017-12-05,'600280,中央商场,9.16,9.25,8.94,9.22,9.28,-0.12,-1.2931,1.9039,21862714,198880766.0,10518747427.5,10518747427.5
2017-12-04,'600280,中央商场,9.28,9.4,8.57,8.61,8.59,0.69,8.0326,2.4363,27976544,253218702.0,10656547612.2,10656547612.2
2017-12-01,'600280,中央商场,8.59,8.7,8.44,8.6,8.69,-0.1,-1.1507,0.9695,11132590,95475064.0,9864196550.48,9864196550.48
2017-11-30,'600280,中央商场,8.69,8.8,8.47,8.7,8.67,0.02,0.2307,1.0815,12419002,107424016.0,9979030037.68,9979030037.68
2017-11-29,'600280,中央商场,8.67,8.69,8.52,8.6,8.69,-0.02,-0.2301,0.813,9335927,80345086.0,9956063340.24,9956063340.24
2017-11-28,'600280,中央商场,8.69,8.8,8.41,8.6,8.64,0.05,0.5787,1.313,15077308,129984105.0,9979030037.68,9979030037.68
2017-11-27,'600280,中央商场,8.64,8.75,8.27,8.45,8.43,0.21,2.4911,1.4374,16506568,141791150.0,9921613294.08,9921613294.08
2017-11-24,'600280,中央商场,8.43,8.57,8.18,8.28,8.35,0.08,0.9581,1.5269,17534437,147659748.0,9680462970.96,9680462970.96
2017-11-23,'600280,中央商场,8.35,8.58,7.83,7.89,7.88,0.47,5.9645,1.6011,18386506,151985634.0,9588596181.2,9588596181.2
2017-11-22,'600280,中央商场,7.88,8.04,7.86,8.04,8.04,-0.16,-1.99,0.4093,4700400,37312218.0,9048878791.36,9048878791.36
2017-11-21,'600280,中央商场,8.04,8.08,7.9,8.02,8.02,0.02,0.2494,0.6117,7024711,56164059.0,9232612370.88,9232612370.88
2017-11-20,'600280,中央商场,8.02,8.11,7.64,8.01,8.0,0.02,0.25,0.6794,7802316,61968294.0,9209645673.44,9209645673.44
2017-11-17,'600280,中央商场,8.0,8.1,7.93,7.98,8.0,0.0,0.0,0.6637,7621662,61043263.0,9186678976.0,9186678976.0
2017-11-16,'600280,中央商场,8.0,8.29,7.98,8.28,8.29,-0.29,-3.4982,0.5909,6785783,55286557.0,9186678976.0,9186678976.0
2017-11-15,'600280,中央商场,8.29,8.33,8.2,8.3,8.3,-0.01,-0.1205,0.4326,4967838,41094191.0,9519696088.88,9519696088.88
2017-11-14,'600280,中央商场,8.3,8.38,8.25,8.27,8.29,0.01,0.1206,0.3977,4566732,37867744.0,9531179437.6,9531179437.6
2017-11-13,'600280,中央商场,8.29,8.43,8.25,8.33,8.37,-0.08,-0.9558,0.5747,6599497,54916352.0,9519696088.88,9519696088.88
2017-11-10,'600280,中央商场,8.37,8.43,8.26,8.39,8.39,-0.02,-0.2384,0.6376,7322168,61096580.0,9611562878.64,9611562878.64
2017-11-09,'600280,中央商场,8.39,8.42,8.3,8.38,8.34,0.05,0.5995,0.7205,8273920,69236755.0,9634529576.08,9634529576.08
2017-11-08,'600280,中央商场,8.34,8.41,8.25,8.25,8.29,0.05,0.6031,0.701,8049476,67266598.0,9577112832.48,9577112832.48
2017-11-07,'600280,中央商场,8.29,8.38,8.21,8.27,8.3,-0.01,-0.1205,0.6031,6925680,57422376.0,9519696088.88,9519696088.88
2017-11-06,'600280,中央商场,8.3,8.32,8.04,8.2,8.2,0.1,1.2195,0.7184,8249376,67370641.0,9531179437.6,9531179437.6
2017-11-03,'600280,中央商场,8.2,8.31,8.11,8.2,8.13,0.07,0.861,0.5507,6323888,51861731.0,9416345950.4,9416345950.4
2017-11-02,'600280,中央商场,8.13,8.36,8.1,8.34,8.35,-0.22,-2.6347,0.8241,9463588,77520403.0,9335962509.36,9335962509.36
2017-11-01,'600280,中央商场,8.35,8.47,8.31,8.47,8.45,-0.1,-1.1834,0.5742,6594079,55087919.0,9588596181.2,9588596181.2
2017-10-31,'600280,中央商场,8.45,8.46,8.32,8.41,8.43,0.02,0.2372,0.529,6074524,51186045.0,9703429668.4,9703429668.4
2017-10-30,'600280,中央商场,8.43,8.54,8.26,8.5,8.47,-0.04,-0.4723,0.7108,8162052,68406472.0,9680462970.96,9680462970.96
2017-10-27,'600280,中央商场,8.47,8.48,8.29,8.32,8.34,0.13,1.5588,0.5144,5906934,49657012.0,9726396365.84,9726396365.84
2017-10-26,'600280,中央商场,8.34,8.42,8.28,8.34,8.32,0.02,0.2404,0.448,5144306,43009537.0,9577112832.48,9577112832.48
2017-10-25,'600280,中央商场,8.32,8.42,8.23,8.29,8.28,0.04,0.4831,0.5643,6480229,54016174.0,9554146135.04,9554146135.04
2017-10-24,'600280,中央商场,8.28,8.33,8.09,8.09,8.14,0.14,1.7199,0.7028,8070332,66410177.0,9508212740.16,9508212740.16
2017-10-23,'600280,中央商场,8.14,8.24,8.07,8.08,8.27,-0.13,-1.5719,0.5568,6394314,52073322.0,9347445858.08,9347445858.08
2017-10-20,'600280,中央商场,8.27,8.49,8.2,8.38,8.11,0.16,1.9729,0.8929,10253071,85327475.0,9496729391.44,9496729391.44
2017-10-19,'600280,中央商场,8.11,8.29,8.03,8.29,8.3,-0.19,-2.2892,0.611,7015914,56995828.0,9312995811.92,9312995811.92
2017-10-18,'600280,中央商场,8.3,8.45,8.28,8.42,8.4,-0.1,-1.1905,0.5224,5999180,49996854.0,9531179437.6,9531179437.6
2017-10-17,'600280,中央商场,8.4,8.53,8.29,8.4,8.4,0.0,0.0,0.463,5316959,44820772.0,9646012924.8,9646012924.8
2017-10-16,'600280,中央商场,8.4,8.48,8.22,8.44,8.44,-0.04,-0.4739,0.6578,7554010,62986267.0,9646012924.8,9646012924.8
2017-10-13,'600280,中央商场,8.44,8.51,8.31,8.41,8.36,0.08,0.9569,0.4409,5063338,42655134.0,9691946319.68,9691946319.68
2017-10-12,'600280,中央商场,8.36,8.72,8.32,8.72,8.76,-0.4,-4.5662,0.952,10931702,92589776.0,9600079529.92,9600079529.92
2017-10-11,'600280,中央商场,8.76,8.78,8.39,8.52,8.51,0.25,2.9377,0.7884,9053348,77682246.0,10059413478.7,10059413478.7
2017-10-10,'600280,中央商场,8.51,8.74,8.45,8.68,8.65,-0.14,-1.6185,0.5016,5759861,49367615.0,9772329760.72,9772329760.72
2017-10-09,'600280,中央商场,8.65,8.74,8.56,8.62,8.57,0.08,0.9335,0.5224,5999165,51922023.0,9933096642.8,9933096642.8
2017-09-29,'600280,中央商场,8.57,8.69,8.51,8.61,8.61,-0.04,-0.4646,0.4564,5241463,45022588.0,9841229853.04,9841229853.04
2017-09-28,'600280,中央商场,8.61,8.67,8.47,8.55,8.53,0.08,0.9379,0.4867,5589450,48084373.0,9887163247.92,9887163247.92
2017-09-27,'600280,中央商场,8.53,8.68,8.38,8.49,8.38,0.15,1.79,0.5953,6835968,58640092.0,9795296458.16,9795296458.16
2017-09-26,'600280,中央商场,8.38,8.45,8.2,8.21,8.2,0.18,2.1951,0.4404,5057239,42023608.0,9623046227.36,9623046227.36
2017-09-25,'600280,中央商场,8.2,8.48,8.18,8.45,8.45,-0.25,-2.9586,0.4556,5231832,43585090.0,9416345950.4,9416345950.4
2017-09-22,'600280,中央商场,8.45,8.56,8.32,8.54,8.55,-0.1,-1.1696,0.4495,5162056,43521885.0,9703429668.4,9703429668.4
2017-09-21,'600280,中央商场,8.55,8.65,8.51,8.58,8.6,-0.05,-0.5814,0.43,4937269,42220933.0,9818263155.6,9818263155.6
2017-09-20,'600280,中央商场,8.6,8.68,8.48,8.6,8.59,0.01,0.1164,0.4762,5468004,46953961.0,9875679899.2,9875679899.2
2017-09-19,'600280,中央商场,8.59,8.75,8.57,8.65,8.63,-0.04,-0.4635,1.2303,14128322,122507575.0,9864196550.48,9864196550.48
2017-09-18,'600280,中央商场,8.63,8.65,8.41,8.53,8.53,0.1,1.1723,1.108,12723794,109130049.0,9910129945.36,9910129945.36
2017-09-15,'600280,中央商场,8.53,8.62,8.3,8.41,8.37,0.16,1.9116,0.886,10174073,86488086.0,9795296458.16,9795296458.16
2017-09-14,'600280,中央商场,8.37,8.43,8.24,8.43,8.42,-0.05,-0.5938,0.6793,7800452,64941327.0,9611562878.64,9611562878.64
2017-09-13,'600280,中央商场,8.42,8.43,8.23,8.26,8.26,0.16,1.937,0.509,5845055,48813762.0,9668979622.24,9668979622.24
2017-09-12,'600280,中央商场,8.26,8.55,8.25,8.52,8.52,-0.26,-3.0516,0.7359,8451124,70856668.0,9485246042.72,9485246042.72
2017-09-11,'600280,中央商场,8.52,8.57,8.28,8.32,8.32,0.2,2.4038,0.7917,9091762,77180830.0,9783813109.44,9783813109.44
2017-09-08,'600280,中央商场,8.32,8.33,8.08,8.12,8.12,0.2,2.4631,0.8076,9273700,76373362.0,9554146135.04,9554146135.04
2017-09-07,'600280,中央商场,8.12,8.23,8.11,8.22,8.21,-0.09,-1.0962,0.4459,5120098,41911965.0,9324479160.64,9324479160.64
2017-09-06,'600280,中央商场,8.21,8.22,8.12,8.16,8.14,0.07,0.86,0.4413,5068056,41447178.0,9427829299.12,9427829299.12
2017-09-05,'600280,中央商场,8.14,8.2,8.09,8.12,8.12,0.02,0.2463,0.4213,4837368,39345449.0,9347445858.08,9347445858.08
2017-09-04,'600280,中央商场,8.12,8.16,8.0,8.04,8.06,0.06,0.7444,0.6707,7701456,62443132.0,9324479160.64,9324479160.64
2017-09-01,'600280,中央商场,8.06,8.15,8.01,8.11,8.09,-0.03,-0.3708,0.5357,6152120,49667715.0,9255579068.32,9255579068.32
2017-08-31,'600280,中央商场,8.09,8.24,7.98,7.99,7.95,0.14,1.761,1.0235,11753690,95552694.0,9290029114.48,9290029114.48
2017-08-30,'600280,中央商场,7.95,8.02,7.85,7.85,7.85,0.1,1.2739,0.5377,6175100,49144870.0,9129262232.4,9129262232.4
2017-08-29,'600280,中央商场,7.85,7.95,7.79,7.92,7.92,-0.07,-0.8838,0.4673,5366270,42261003.0,9014428745.2,9014428745.2
2017-08-28,'600280,中央商场,7.92,8.01,7.8,7.95,7.94,-0.02,-0.2519,0.6477,7437690,59013766.0,9094812186.24,9094812186.24
