»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-29,'601519,*ST÷«ª€,4.96,5.0,4.85,4.88,4.87,0.09,1.848,0.3934,7819230,38613202.0,9858992000.0,9858992000.0
2017-12-28,'601519,*ST÷«ª€,4.87,4.9,4.84,4.86,4.88,-0.01,-0.2049,0.1782,3542560,17248708.0,9680099000.0,9680099000.0
2017-12-27,'601519,*ST÷«ª€,4.88,4.89,4.83,4.85,4.87,0.01,0.2053,0.1547,3075430,14960015.0,9699976000.0,9699976000.0
2017-12-26,'601519,*ST÷«ª€,4.87,4.88,4.8,4.83,4.83,0.04,0.8282,0.1471,2923090,14138847.0,9680099000.0,9680099000.0
2017-12-25,'601519,*ST÷«ª€,4.83,4.93,4.8,4.86,4.9,-0.07,-1.4286,0.1731,3440400,16654268.0,9600591000.0,9600591000.0
2017-12-22,'601519,*ST÷«ª€,4.9,4.91,4.83,4.87,4.88,0.02,0.4098,0.1488,2957340,14402118.0,9739730000.0,9739730000.0
2017-12-21,'601519,*ST÷«ª€,4.88,4.89,4.8,4.82,4.84,0.04,0.8264,0.179,3558604,17272103.0,9699976000.0,9699976000.0
2017-12-20,'601519,*ST÷«ª€,4.84,4.98,4.84,4.91,4.93,-0.09,-1.8256,0.1898,3772666,18528942.0,9620468000.0,9620468000.0
2017-12-19,'601519,*ST÷«ª€,4.93,4.96,4.9,4.91,4.92,0.01,0.2033,0.1767,3511623,17295509.0,9799361000.0,9799361000.0
2017-12-18,'601519,*ST÷«ª€,4.92,5.01,4.84,4.89,4.88,0.04,0.8197,0.2218,4408800,21718651.0,9779484000.0,9779484000.0
2017-12-15,'601519,*ST÷«ª€,4.88,4.99,4.87,4.97,4.96,-0.08,-1.6129,0.2087,4148600,20371576.0,9699976000.0,9699976000.0
2017-12-14,'601519,*ST÷«ª€,4.96,5.08,4.89,4.92,4.88,0.08,1.6393,0.4518,8980998,44743084.0,9858992000.0,9858992000.0
2017-12-13,'601519,*ST÷«ª€,4.88,4.89,4.8,4.82,4.82,0.06,1.2448,0.2015,4005129,19400213.0,9699976000.0,9699976000.0
2017-12-12,'601519,*ST÷«ª€,4.82,4.9,4.79,4.9,4.89,-0.07,-1.4315,0.2404,4778498,23046483.0,9580714000.0,9580714000.0
2017-12-11,'601519,*ST÷«ª€,4.89,5.02,4.83,4.88,4.82,0.07,1.4523,0.3764,7481611,36874422.0,9719853000.0,9719853000.0
2017-12-08,'601519,*ST÷«ª€,4.82,4.82,4.67,4.7,4.59,0.23,5.0109,0.2872,5708516,27315587.0,9580714000.0,9580714000.0
2017-12-07,'601519,*ST÷«ª€,4.59,4.65,4.52,4.55,4.58,0.01,0.2183,0.1898,3771908,17341211.0,9123543000.0,9123543000.0
2017-12-06,'601519,*ST÷«ª€,4.58,4.59,4.5,4.54,4.55,0.03,0.6593,0.2076,4125862,18731605.0,9103666000.0,9103666000.0
2017-12-05,'601519,*ST÷«ª€,4.55,4.74,4.49,4.67,4.69,-0.14,-2.9851,0.2726,5419400,25143367.0,9044035000.0,9044035000.0
2017-12-04,'601519,*ST÷«ª€,4.69,4.74,4.62,4.65,4.68,0.01,0.2137,0.2405,4779472,22404366.0,9322313000.0,9322313000.0
2017-12-01,'601519,*ST÷«ª€,4.68,4.68,4.63,4.66,4.66,0.02,0.4292,0.1636,3251981,15148888.0,9302436000.0,9302436000.0
