ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-29,'600760,ÖÐº½ºÚ±ª,34.89,35.96,34.68,35.6,35.64,-0.75,-2.1044,3.6994,12760735,448935815.0,48748945963.7,12035134469.2
2017-12-28,'600760,ÖÐº½ºÚ±ª,35.64,35.7,34.6,35.01,35.3,0.34,0.9632,4.8897,16866824,594262441.0,49796859677.4,12293843292.7
2017-12-27,'600760,ÖÐº½ºÚ±ª,35.3,35.5,32.8,32.84,32.94,2.36,7.1645,6.0981,21035058,723760098.0,49321805460.5,12176561959.4
2017-12-26,'600760,ÖÐº½ºÚ±ª,32.94,33.17,32.31,32.59,32.83,0.11,0.3351,2.8118,9699252,318557367.0,46024370307.9,11362491528.1
2017-12-25,'600760,ÖÐº½ºÚ±ª,32.83,34.5,32.58,34.27,34.22,-1.39,-4.062,4.3942,15157421,503478150.0,45870676296.6,11324547567.3
2017-12-22,'600760,ÖÐº½ºÚ±ª,34.22,35.25,33.71,34.54,34.56,-0.34,-0.9838,3.4807,12006416,413915725.0,45767701921.4,11804021253.6
2017-12-21,'600760,ÖÐº½ºÚ±ª,34.56,34.91,33.42,33.88,34.28,0.28,0.8168,4.2052,14505633,496711811.0,46222436540.2,11921302586.9
2017-12-20,'600760,ÖÐº½ºÚ±ª,34.28,35.33,34.06,34.35,34.35,-0.07,-0.2038,4.6248,15952971,553956328.0,45847949207.1,11824717959.4
2017-12-19,'600760,ÖÐº½ºÚ±ª,34.35,34.74,33.42,33.42,33.42,0.93,2.7828,4.1578,14342053,489181693.0,45941571040.3,11848864116.3
2017-12-18,'600760,ÖÐº½ºÚ±ª,33.42,34.48,33.33,34.39,34.61,-1.19,-3.4383,5.0156,17301224,587505706.0,44697738112.6,11528065175.2
2017-12-15,'600760,ÖÐº½ºÚ±ª,34.61,34.8,32.41,33.16,32.98,1.63,4.9424,8.1136,27987428,945454903.0,46289309278.2,11938549841.8
2017-12-14,'600760,ÖÐº½ºÚ±ª,32.98,34.16,32.68,32.74,32.37,0.61,1.8845,6.6405,22906216,767111096.0,44109258017.8,11376289332.0
2017-12-13,'600760,ÖÐº½ºÚ±ª,32.37,33.11,31.39,32.05,31.05,1.32,4.2512,5.1704,17834789,575723621.0,11165720424.3,11165720424.3
2017-12-12,'600760,ÖÐº½ºÚ±ª,31.05,31.69,30.77,31.06,30.93,0.12,0.388,1.8765,6472834,201665651.0,10710399109.5,10710399109.5
2017-12-11,'600760,ÖÐº½ºÚ±ª,30.93,31.11,30.69,30.83,30.98,-0.05,-0.1614,1.4272,4922990,151872673.0,10669006262.7,10669006262.7
2017-12-08,'600760,ÖÐº½ºÚ±ª,30.98,31.07,30.52,30.55,30.8,0.18,0.5844,1.9955,6883292,212108940.0,10686253282.2,10686253282.2
2017-12-07,'600760,ÖÐº½ºÚ±ª,30.8,31.47,30.26,30.56,30.56,0.24,0.7853,3.346,11541806,358836053.0,10624164012.0,10624164012.0
2017-12-06,'600760,ÖÐº½ºÚ±ª,30.56,30.84,28.81,29.11,30.16,0.4,1.3263,3.3839,11672607,349117316.0,10541378318.4,10541378318.4
2017-12-05,'600760,ÖÐº½ºÚ±ª,30.16,31.0,29.81,30.39,30.1,0.06,0.1993,2.4854,8573043,259991663.0,10403402162.4,10403402162.4
2017-12-04,'600760,ÖÐº½ºÚ±ª,30.1,32.05,29.86,31.92,32.15,-2.05,-6.3764,4.347,14994579,462344971.0,10382705739.0,10382705739.0
2017-12-01,'600760,ÖÐº½ºÚ±ª,32.15,32.31,31.42,31.9,32.04,0.11,0.3433,2.3538,8119304,258967609.0,11089833538.5,11089833538.5
2017-11-30,'600760,ÖÐº½ºÚ±ª,32.04,33.15,31.89,32.4,32.56,-0.52,-1.5971,3.444,11879611,385682410.0,11051890095.6,11051890095.6
2017-11-29,'600760,ÖÐº½ºÚ±ª,32.56,32.89,31.88,32.73,32.56,0.0,0.0,3.4701,11969855,389313707.0,11231259098.4,11231259098.4
2017-11-28,'600760,ÖÐº½ºÚ±ª,32.56,32.86,31.31,31.76,31.76,0.8,2.5189,4.3211,14905252,482762232.0,11231259098.4,11231259098.4
2017-11-27,'600760,ÖÐº½ºÚ±ª,31.76,33.56,30.43,30.71,31.0,0.76,2.4516,5.0332,17361642,559592442.0,10955306786.4,10955306786.4
2017-11-24,'600760,ÖÐº½ºÚ±ª,31.0,31.2,30.33,30.98,31.32,-0.32,-1.0217,3.2855,11332868,348128986.0,10693152090.0,10693152090.0
2017-11-23,'600760,ÖÐº½ºÚ±ª,31.32,32.96,31.28,32.05,32.09,-0.77,-2.3995,6.2797,21661085,695400642.0,10803533014.8,10803533014.8
2017-11-22,'600760,ÖÐº½ºÚ±ª,32.09,32.09,28.81,28.91,29.17,2.92,10.0103,7.7308,26666686,841232369.0,11069137115.1,11069137115.1
2017-11-21,'600760,ÖÐº½ºÚ±ª,29.17,29.95,28.92,29.66,29.79,-0.62,-2.0812,1.7748,6121832,179922298.0,10061911176.3,10061911176.3
2017-11-20,'600760,ÖÐº½ºÚ±ª,29.79,30.29,29.42,29.68,29.57,0.22,0.744,1.8485,6376154,189979962.0,10275774218.1,10275774218.1
2017-11-17,'600760,ÖÐº½ºÚ±ª,29.57,30.82,28.76,30.78,30.82,-1.25,-4.0558,4.2807,14765973,435404247.0,10199887332.3,10199887332.3
2017-11-16,'600760,ÖÐº½ºÚ±ª,30.82,31.46,30.71,31.3,31.39,-0.57,-1.8159,2.185,7536970,233409686.0,10631062819.8,10631062819.8
2017-11-15,'600760,ÖÐº½ºÚ±ª,31.39,31.87,31.08,31.3,31.44,-0.05,-0.159,2.2852,7882684,248074251.0,10827678842.1,10827678842.1
2017-11-14,'600760,ÖÐº½ºÚ±ª,31.44,31.77,30.61,30.92,30.89,0.55,1.7805,3.2251,11124746,348928500.0,10844925861.6,10844925861.6
2017-11-13,'600760,ÖÐº½ºÚ±ª,30.89,31.5,30.4,30.7,30.91,-0.02,-0.0647,2.0225,6976424,214940985.0,10655208647.1,10655208647.1
2017-11-10,'600760,ÖÐº½ºÚ±ª,30.91,31.47,30.7,31.08,31.19,-0.28,-0.8977,2.5071,8648075,268056002.0,10662107454.9,10662107454.9
2017-11-09,'600760,ÖÐº½ºÚ±ª,31.19,31.73,31.0,31.19,31.47,-0.28,-0.8897,2.0229,6977874,218446059.0,10758690764.1,10758690764.1
2017-11-08,'600760,ÖÐº½ºÚ±ª,31.47,31.89,30.83,31.0,31.25,0.22,0.704,2.8711,9903600,311104291.0,10855274073.3,10855274073.3
2017-11-07,'600760,ÖÐº½ºÚ±ª,31.25,31.31,30.1,30.48,30.43,0.82,2.6947,3.1753,10952926,336530198.0,10779387187.5,10779387187.5
2017-11-06,'600760,ÖÐº½ºÚ±ª,30.43,30.88,30.03,30.3,30.69,-0.26,-0.8472,2.0794,7172676,217865784.0,10496536067.7,10496536067.7
2017-11-03,'600760,ÖÐº½ºÚ±ª,30.69,30.99,30.01,30.34,30.29,0.4,1.3206,2.1314,7352058,224783330.0,10586220569.1,10586220569.1
2017-11-02,'600760,ÖÐº½ºÚ±ª,30.29,31.16,30.11,30.73,30.89,-0.6,-1.9424,2.2916,7904765,241794906.0,10448244413.1,10448244413.1
2017-11-01,'600760,ÖÐº½ºÚ±ª,30.89,31.4,29.98,30.22,30.29,0.6,1.9809,3.1844,10984191,337588022.0,10655208647.1,10655208647.1
2017-10-31,'600760,ÖÐº½ºÚ±ª,30.29,30.48,29.92,30.0,30.09,0.2,0.6647,2.2202,7658393,231554880.0,10448244413.1,10448244413.1
2017-10-30,'600760,ÖÐº½ºÚ±ª,30.09,31.56,29.9,31.1,31.62,-1.53,-4.8387,3.7964,13095180,399186172.0,10379256335.1,10379256335.1
2017-10-27,'600760,ÖÐº½ºÚ±ª,31.62,32.99,31.55,32.82,32.97,-1.35,-4.0946,4.6041,15881239,512073725.0,10907015131.8,10907015131.8
2017-10-26,'600760,ÖÐº½ºÚ±ª,32.97,33.26,32.51,32.68,32.97,0.0,0.0,3.5942,12397951,407947594.0,11372684658.3,11372684658.3
2017-10-25,'600760,ÖÐº½ºÚ±ª,32.97,33.5,32.63,33.46,33.89,-0.92,-2.7147,4.9955,17231465,567917283.0,11372684658.3,11372684658.3
2017-10-24,'600760,ÖÐº½ºÚ±ª,33.89,35.33,33.45,34.16,34.48,-0.59,-1.7111,5.9044,20366724,699283397.0,11690029817.1,11690029817.1
2017-10-23,'600760,ÖÐº½ºÚ±ª,34.48,38.0,34.1,35.0,34.96,-0.48,-1.373,11.8045,40718625,1449831351.0,11893544647.2,11893544647.2
2017-10-20,'600760,ÖÐº½ºÚ±ª,0.0,0.0,0.0,0.0,34.96,None,None,0.0,0,0.0,12059116034.4,12059116034.4
2017-10-19,'600760,ÖÐº½ºÚ±ª,0.0,0.0,0.0,0.0,34.96,None,None,0.0,0,0.0,12059116034.4,12059116034.4
2017-10-18,'600760,ÖÐº½ºÚ±ª,0.0,0.0,0.0,0.0,34.96,None,None,0.0,0,0.0,12059116034.4,12059116034.4
2017-10-17,'600760,ÖÐº½ºÚ±ª,0.0,0.0,0.0,0.0,34.96,None,None,0.0,0,0.0,12059116034.4,12059116034.4
2017-10-16,'600760,ÖÐº½ºÚ±ª,0.0,0.0,0.0,0.0,34.96,None,None,0.0,0,0.0,12059116034.4,12059116034.4
2017-10-13,'600760,ÖÐº½ºÚ±ª,0.0,0.0,0.0,0.0,34.96,None,None,0.0,0,0.0,12059116034.4,12059116034.4
2017-10-12,'600760,ÖÐº½ºÚ±ª,0.0,0.0,0.0,0.0,34.96,None,None,0.0,0,0.0,12059116034.4,12059116034.4
2017-10-11,'600760,ÖÐº½ºÚ±ª,34.96,35.24,33.3,33.5,33.67,1.29,3.8313,6.2247,21471675,737832099.0,12059116034.4,12059116034.4
2017-10-10,'600760,ÖÐº½ºÚ±ª,33.67,34.18,32.82,33.0,33.06,0.61,1.8451,3.9425,13599290,457400078.0,11614142931.3,11614142931.3
2017-10-09,'600760,ÖÐº½ºÚ±ª,33.06,33.66,32.9,33.4,33.65,-0.59,-1.7533,3.0637,10567782,350132089.0,11403729293.4,11403729293.4
2017-09-29,'600760,ÖÐº½ºÚ±ª,33.65,35.2,33.5,34.78,34.28,-0.63,-1.8378,4.5639,15742717,537075391.0,11607244123.5,11607244123.5
2017-09-28,'600760,ÖÐº½ºÚ±ª,34.28,34.87,33.31,33.7,33.67,0.61,1.8117,5.0037,17259809,590889123.0,11824556569.2,11824556569.2
2017-09-27,'600760,ÖÐº½ºÚ±ª,33.67,33.93,32.84,33.2,33.45,0.22,0.6577,4.0317,13906983,463897875.0,11614142931.3,11614142931.3
2017-09-26,'600760,ÖÐº½ºÚ±ª,33.45,34.6,32.58,32.8,31.96,1.49,4.6621,6.0615,20908667,703262986.0,11538256045.5,11538256045.5
2017-09-25,'600760,ÖÐº½ºÚ±ª,31.96,32.57,31.85,32.22,31.86,0.1,0.3139,2.0085,6928028,222986523.0,11024294864.4,11024294864.4
2017-09-22,'600760,ÖÐº½ºÚ±ª,31.86,33.18,31.79,32.2,32.24,-0.38,-1.1787,2.7225,9390830,306050565.0,10989800825.4,10989800825.4
2017-09-21,'600760,ÖÐº½ºÚ±ª,32.24,32.85,32.2,32.85,32.89,-0.65,-1.9763,3.0111,10386404,337294490.0,11120878173.6,11120878173.6
2017-09-20,'600760,ÖÐº½ºÚ±ª,32.89,33.33,32.73,32.8,32.89,0.0,0.0,2.83,9761894,322369340.0,11345089427.1,11345089427.1
2017-09-19,'600760,ÖÐº½ºÚ±ª,32.89,33.18,32.47,32.92,33.02,-0.13,-0.3937,3.1037,10705856,350874148.0,11345089427.1,11345089427.1
2017-09-18,'600760,ÖÐº½ºÚ±ª,33.02,33.49,32.71,33.45,34.19,-1.17,-3.4221,5.5588,19174668,634077294.0,11389931677.8,11389931677.8
2017-09-15,'600760,ÖÐº½ºÚ±ª,34.19,34.3,31.4,31.48,31.34,2.85,9.0938,9.0888,31351084,1047745272.0,11793511934.1,11793511934.1
2017-09-14,'600760,ÖÐº½ºÚ±ª,31.34,31.66,31.21,31.35,31.44,-0.1,-0.3181,2.1475,7407696,233099614.0,10810431822.6,10810431822.6
2017-09-13,'600760,ÖÐº½ºÚ±ª,31.44,31.7,31.2,31.5,31.48,-0.04,-0.1271,1.8085,6238161,196112116.0,10844925861.6,10844925861.6
2017-09-12,'600760,ÖÐº½ºÚ±ª,31.48,31.64,30.82,31.24,31.23,0.25,0.8005,2.8208,9730110,303520929.0,10858723477.2,10858723477.2
2017-09-11,'600760,ÖÐº½ºÚ±ª,31.23,31.68,30.49,30.49,30.62,0.61,1.9922,2.5296,8725637,272411570.0,10772488379.7,10772488379.7
2017-09-08,'600760,ÖÐº½ºÚ±ª,30.62,31.08,30.45,30.81,30.94,-0.32,-1.0343,2.3154,7986778,244813565.0,10562074741.8,10562074741.8
2017-09-07,'600760,ÖÐº½ºÚ±ª,30.94,31.59,30.9,31.59,31.45,-0.51,-1.6216,2.426,8368223,260205238.0,10672455666.6,10672455666.6
2017-09-06,'600760,ÖÐº½ºÚ±ª,31.45,31.87,31.21,31.47,31.65,-0.2,-0.6319,2.5044,8638773,272024113.0,10848375265.5,10848375265.5
2017-09-05,'600760,ÖÐº½ºÚ±ª,31.65,31.85,30.71,31.34,31.34,0.31,0.9892,3.1093,10725338,335601163.0,10917363343.5,10917363343.5
2017-09-04,'600760,ÖÐº½ºÚ±ª,31.34,31.89,31.08,31.09,30.72,0.62,2.0182,4.0315,13906312,436803698.0,10810431822.6,10810431822.6
2017-09-01,'600760,ÖÐº½ºÚ±ª,30.72,31.08,30.52,30.95,30.91,-0.19,-0.6147,2.6507,9143256,281028967.0,10596568780.8,10596568780.8
2017-08-31,'600760,ÖÐº½ºÚ±ª,30.91,31.45,30.56,31.45,32.13,-1.22,-3.7971,4.7436,16362633,505374492.0,10662107454.9,10662107454.9
2017-08-30,'600760,ÖÐº½ºÚ±ª,32.13,32.18,31.61,31.62,31.84,0.29,0.9108,2.0449,7053572,225434726.0,11082934730.7,11082934730.7
2017-08-29,'600760,ÖÐº½ºÚ±ª,31.84,33.21,31.8,33.2,33.51,-1.67,-4.9836,5.2118,17977472,582865800.0,10982902017.6,10982902017.6
2017-08-28,'600760,ÖÐº½ºÚ±ª,33.51,33.65,33.06,33.28,33.38,0.13,0.3895,2.9693,10242188,341892092.0,11558952468.9,11558952468.9
2017-08-25,'600760,ÖÐº½ºÚ±ª,33.38,33.44,32.6,32.77,32.84,0.54,1.6443,2.9832,10290108,340076677.0,11514110218.2,11514110218.2
2017-08-24,'600760,ÖÐº½ºÚ±ª,32.84,33.3,32.7,33.1,33.19,-0.35,-1.0545,2.6937,9291638,306277696.0,11327842407.6,11327842407.6
2017-08-23,'600760,ÖÐº½ºÚ±ª,33.19,33.59,32.8,32.81,32.89,0.3,0.9121,3.0532,10531723,349791757.0,11448571544.1,11448571544.1
2017-08-22,'600760,ÖÐº½ºÚ±ª,32.89,33.58,32.53,33.58,33.58,-0.69,-2.0548,3.9276,13547999,445825007.0,11345089427.1,11345089427.1
2017-08-21,'600760,ÖÐº½ºÚ±ª,33.58,34.15,33.16,33.21,33.49,0.09,0.2687,3.5339,12189888,408666600.0,11583098296.2,11583098296.2
2017-08-18,'600760,ÖÐº½ºÚ±ª,33.49,34.24,33.29,33.8,34.23,-0.74,-2.1618,3.7956,13092663,440501694.0,11552053661.1,11552053661.1
2017-08-17,'600760,ÖÐº½ºÚ±ª,34.23,35.36,33.78,34.81,34.98,-0.75,-2.1441,5.7789,19933887,688851148.0,11807309549.7,11807309549.7
2017-08-16,'600760,ÖÐº½ºÚ±ª,34.98,35.47,34.4,34.96,35.16,-0.18,-0.5119,5.0642,17468428,608726106.0,12066014842.2,12066014842.2
2017-08-15,'600760,ÖÐº½ºÚ±ª,35.16,35.25,33.33,33.96,34.13,1.03,3.0179,6.7408,23251878,804120619.0,12128104112.4,12128104112.4
