хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2017-03-29,'601872,упилбж╢╛,5.53,5.7,5.43,5.47,5.4,0.13,2.4074,2.8263,133425333,741787123.0,29306003359.4,26106697603.8
2017-03-28,'601872,упилбж╢╛,5.4,5.41,5.3,5.36,5.34,0.06,1.1236,0.9751,46034672,246899463.0,28617073804.8,25492977768.6
2017-03-27,'601872,упилбж╢╛,5.34,5.45,5.33,5.4,5.39,-0.05,-0.9276,1.1278,53241853,286967314.0,28299106318.1,25209722460.1
2017-03-24,'601872,упилбж╢╛,5.39,5.48,5.23,5.25,5.24,0.15,2.8626,2.0191,95322172,510320069.0,28564079223.7,25445768550.5
2017-03-23,'601872,упилбж╢╛,5.24,5.3,5.19,5.26,5.28,-0.04,-0.7576,0.587,27710407,145434734.0,27769160506.9,24737630279.2
2017-03-22,'601872,упилбж╢╛,5.28,5.34,5.22,5.22,5.27,0.01,0.1898,0.6228,29400085,155202358.0,27981138831.4,24926467151.5
2017-03-21,'601872,упилбж╢╛,5.27,5.3,5.24,5.28,5.28,-0.01,-0.1894,0.4722,22291188,117425397.0,27928144250.2,24879257933.4
2017-03-20,'601872,упилбж╢╛,5.28,5.29,5.2,5.2,5.21,0.07,1.3436,0.5292,24982316,131109648.0,27981138831.4,24926467151.5
2017-03-17,'601872,упилбж╢╛,5.21,5.3,5.19,5.28,5.27,-0.06,-1.1385,0.5574,26312491,137836171.0,27610176763.5,24596002624.9
2017-03-16,'601872,упилбж╢╛,5.27,5.28,5.24,5.24,5.22,0.05,0.9579,0.5435,25659791,134966402.0,27928144250.2,24879257933.4
2017-03-15,'601872,упилбж╢╛,5.22,5.24,5.19,5.2,5.22,0.0,0.0,0.2995,14139201,73713060.0,27663171344.6,24643211843.0
2017-03-14,'601872,упилбж╢╛,5.22,5.25,5.19,5.23,5.24,-0.02,-0.3817,0.3434,16212932,84655886.0,27663171344.6,24643211843.0
2017-03-13,'601872,упилбж╢╛,5.24,5.25,5.17,5.2,5.21,0.03,0.5758,0.3688,17411607,90800658.0,27769160506.9,24737630279.2
2017-03-10,'601872,упилбж╢╛,5.21,5.27,5.2,5.25,5.27,-0.06,-1.1385,0.3607,17029360,88956380.0,27610176763.5,24596002624.9
2017-03-09,'601872,упилбж╢╛,5.27,5.32,5.21,5.3,5.3,-0.03,-0.566,0.6276,29629654,155568938.0,27928144250.2,24879257933.4
2017-03-08,'601872,упилбж╢╛,5.3,5.35,5.27,5.28,5.25,0.05,0.9524,0.8836,41712982,221320085.0,28087127993.6,25020885587.7
2017-03-07,'601872,упилбж╢╛,5.25,5.28,5.22,5.25,5.25,0.0,0.0,0.3994,18856389,98946471.0,27822155088.0,24784839497.2
2017-03-06,'601872,упилбж╢╛,5.25,5.26,5.21,5.24,5.25,0.0,0.0,0.4769,22512199,117916071.0,27822155088.0,24784839497.2
2017-03-03,'601872,упилбж╢╛,5.25,5.27,5.18,5.25,5.27,-0.02,-0.3795,0.7222,34093075,177713564.0,27822155088.0,24784839497.2
2017-03-02,'601872,упилбж╢╛,5.27,5.36,5.26,5.3,5.28,-0.01,-0.1894,0.6501,30691632,162706195.0,27928144250.2,24879257933.4
2017-03-01,'601872,упилбж╢╛,5.28,5.34,5.26,5.3,5.3,-0.02,-0.3774,0.6384,30139909,159730434.0,27981138831.4,24926467151.5
2017-02-28,'601872,упилбж╢╛,5.3,5.31,5.25,5.29,5.28,0.02,0.3788,0.563,26578400,140365675.0,28087127993.6,25020885587.7
2017-02-27,'601872,упилбж╢╛,5.28,5.39,5.27,5.38,5.37,-0.09,-1.676,0.7483,35327942,187784571.0,27981138831.4,24926467151.5
2017-02-24,'601872,упилбж╢╛,5.37,5.4,5.23,5.28,5.29,0.08,1.5123,1.2186,57531182,305692554.0,28458090061.4,25351350114.3
2017-02-23,'601872,упилбж╢╛,5.29,5.39,5.25,5.32,5.34,-0.05,-0.9363,0.8815,41612887,221192702.0,28034133412.5,24973676369.6
2017-02-22,'601872,упилбж╢╛,5.34,5.36,5.29,5.31,5.31,0.03,0.565,1.0471,49433888,263451350.0,28299106318.1,25209722460.1
2017-02-21,'601872,упилбж╢╛,5.31,5.31,5.24,5.29,5.3,0.01,0.1887,0.8092,38203615,201667951.0,28140122574.7,25068094805.8
2017-02-20,'601872,упилбж╢╛,5.3,5.34,5.18,5.19,5.18,0.12,2.3166,1.7191,81156315,427742263.0,28087127993.6,25020885587.7
2017-02-17,'601872,упилбж╢╛,5.18,5.32,5.17,5.27,5.27,-0.09,-1.7078,1.0505,49595178,259679214.0,27451193020.2,24454374970.6
2017-02-16,'601872,упилбж╢╛,5.27,5.29,5.22,5.24,5.26,0.01,0.1901,0.8585,40530396,213042565.0,27928144250.2,24879257933.4
2017-02-15,'601872,упилбж╢╛,5.26,5.34,5.2,5.24,5.25,0.01,0.1905,1.1132,52555188,276806585.0,27875149669.1,24832048715.3
2017-02-14,'601872,упилбж╢╛,5.25,5.28,5.21,5.26,5.25,0.0,0.0,0.6096,28780189,150734156.0,27822155088.0,24784839497.2
2017-02-13,'601872,упилбж╢╛,5.25,5.35,5.21,5.25,5.21,0.04,0.7678,1.2844,60637516,319205673.0,27822155088.0,24784839497.2
2017-02-10,'601872,упилбж╢╛,5.21,5.22,5.13,5.13,5.13,0.08,1.5595,1.2011,56704008,294205495.0,27610176763.5,24596002624.9
2017-02-09,'601872,упилбж╢╛,5.13,5.14,5.07,5.08,5.09,0.04,0.7859,0.7646,36098393,184669808.0,27186220114.6,24218328880.2
2017-02-08,'601872,упилбж╢╛,5.09,5.1,5.03,5.09,5.09,0.0,0.0,0.7105,33544412,170019904.0,26974241790.1,24029492007.8
2017-02-07,'601872,упилбж╢╛,5.09,5.1,5.03,5.04,5.04,0.05,0.9921,0.5747,27131699,137573967.0,26974241790.1,24029492007.8
2017-02-06,'601872,упилбж╢╛,5.04,5.06,5.02,5.03,5.03,0.01,0.1988,0.278,13122205,66085206.0,26709268884.5,23793445917.4
2017-02-03,'601872,упилбж╢╛,5.03,5.06,5.01,5.05,5.06,-0.03,-0.5929,0.2178,10280081,51708160.0,26656274303.4,23746236699.3
2017-01-26,'601872,упилбж╢╛,5.06,5.08,5.05,5.07,5.06,0.0,0.0,0.3455,16312471,82613783.0,26815258046.7,23887864353.5
2017-01-25,'601872,упилбж╢╛,5.06,5.08,5.03,5.04,5.05,0.01,0.198,0.2729,12884063,65099201.0,26815258046.7,23887864353.5
2017-01-24,'601872,упилбж╢╛,5.05,5.08,5.04,5.07,5.08,-0.03,-0.5906,0.316,14919072,75505655.0,26762263465.6,23840655135.5
2017-01-23,'601872,упилбж╢╛,5.08,5.11,5.06,5.08,5.07,0.01,0.1972,0.3727,17592583,89366154.0,26921247209.0,23982282789.7
2017-01-20,'601872,упилбж╢╛,5.07,5.08,5.03,5.04,5.05,0.02,0.396,0.4056,19146572,96965508.0,26868252627.8,23935073571.6
2017-01-19,'601872,упилбж╢╛,5.05,5.08,5.02,5.06,5.05,0.0,0.0,0.3624,17106563,86244758.0,26762263465.6,23840655135.5
2017-01-18,'601872,упилбж╢╛,5.05,5.09,5.0,5.01,5.01,0.04,0.7984,0.4167,19671255,99480810.0,26762263465.6,23840655135.5
2017-01-17,'601872,упилбж╢╛,5.01,5.05,4.99,5.04,5.05,-0.04,-0.7921,0.3489,16469874,82498013.0,26550285141.1,23651818263.1
2017-01-16,'601872,упилбж╢╛,5.05,5.07,4.92,4.97,4.99,0.06,1.2024,0.9319,43993862,219746342.0,26762263465.6,23840655135.5
2017-01-13,'601872,упилбж╢╛,4.99,5.0,4.93,4.96,4.96,0.03,0.6048,0.3689,17414587,86539437.0,26444295978.9,23557399826.9
2017-01-12,'601872,упилбж╢╛,4.96,5.05,4.95,5.02,5.02,-0.06,-1.1952,0.4316,20373370,101845732.0,26285312235.5,23415772172.6
2017-01-11,'601872,упилбж╢╛,5.02,5.13,5.02,5.09,5.13,-0.11,-2.1442,0.6802,32110467,162567593.0,26603279722.2,23699027481.2
2017-01-10,'601872,упилбж╢╛,5.13,5.19,5.03,5.07,5.08,0.05,0.9843,0.9377,44269641,226716680.0,27186220114.6,24218328880.2
2017-01-09,'601872,упилбж╢╛,5.08,5.08,5.01,5.03,5.03,0.05,0.994,0.3639,17179638,86921676.0,26921247209.0,23982282789.7
2017-01-06,'601872,упилбж╢╛,5.03,5.11,5.01,5.03,5.03,0.0,0.0,0.5592,26400960,133486730.0,26656274303.4,23746236699.3
2017-01-05,'601872,упилбж╢╛,5.03,5.06,5.01,5.03,5.03,0.0,0.0,0.3902,18420452,92623658.0,26656274303.4,23746236699.3
2017-01-04,'601872,упилбж╢╛,5.03,5.03,4.96,4.98,4.98,0.05,1.004,0.6074,28675253,143352539.0,26656274303.4,23746236699.3
2017-01-03,'601872,упилбж╢╛,4.98,4.99,4.93,4.94,4.94,0.04,0.8097,0.3303,15594752,77450331.0,26391301397.8,23510190608.8
