ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-29,'600436,Æ¬×Ðñ¥,63.2,63.38,62.7,62.85,62.86,0.34,0.5409,0.3942,2378016,149979353.0,38129647672.0,38129647672.0
2017-12-28,'600436,Æ¬×Ðñ¥,62.86,63.15,62.01,62.47,62.36,0.5,0.8018,0.5055,3049987,191327009.0,37924519820.6,37924519820.6
2017-12-27,'600436,Æ¬×Ðñ¥,62.36,64.32,62.2,64.29,64.28,-1.92,-2.9869,0.5906,3563094,224937693.0,37622861215.6,37622861215.6
2017-12-26,'600436,Æ¬×Ðñ¥,64.28,64.82,63.81,64.35,64.05,0.23,0.3591,0.4592,2770501,178077733.0,38781230258.8,38781230258.8
2017-12-25,'600436,Æ¬×Ðñ¥,64.05,64.51,63.45,64.21,64.45,-0.4,-0.6206,0.4336,2616106,167425859.0,38642467300.5,38642467300.5
2017-12-22,'600436,Æ¬×Ðñ¥,64.45,64.8,64.07,64.3,64.36,0.09,0.1398,0.3693,2228048,143480050.0,38883794184.5,38883794184.5
2017-12-21,'600436,Æ¬×Ðñ¥,64.36,64.83,63.24,63.76,63.96,0.4,0.6254,0.6362,3838546,246483472.0,38829495635.6,38829495635.6
2017-12-20,'600436,Æ¬×Ðñ¥,63.96,64.18,62.7,63.04,63.11,0.85,1.3469,0.7297,4402628,279911629.0,38588168751.6,38588168751.6
2017-12-19,'600436,Æ¬×Ðñ¥,63.11,63.18,61.88,61.98,61.87,1.24,2.0042,0.6088,3672786,230460659.0,38075349123.1,38075349123.1
2017-12-18,'600436,Æ¬×Ðñ¥,61.87,62.49,61.51,61.73,61.76,0.11,0.1781,0.3641,2196880,136002267.0,37327235782.7,37327235782.7
2017-12-15,'600436,Æ¬×Ðñ¥,61.76,63.58,61.39,63.35,63.37,-1.61,-2.5406,0.7292,4399456,273394456.0,37260870889.6,37260870889.6
2017-12-14,'600436,Æ¬×Ðñ¥,63.37,64.29,63.17,63.8,63.98,-0.61,-0.9534,0.5172,3120194,198577705.0,38232211597.7,38232211597.7
2017-12-13,'600436,Æ¬×Ðñ¥,63.98,64.09,63.06,63.6,63.47,0.51,0.8035,0.4836,2917587,185972185.0,38600235095.8,38600235095.8
2017-12-12,'600436,Æ¬×Ðñ¥,63.47,64.24,63.4,64.19,64.17,-0.7,-1.0909,0.5187,3129304,199562121.0,38292543318.7,38292543318.7
2017-12-11,'600436,Æ¬×Ðñ¥,64.17,64.48,62.92,62.92,62.93,1.24,1.9704,0.8478,5114768,327082456.0,38714865365.7,38714865365.7
2017-12-08,'600436,Æ¬×Ðñ¥,62.93,63.35,62.23,62.4,62.55,0.38,0.6075,0.416,2509690,158060886.0,37966752025.3,37966752025.3
2017-12-07,'600436,Æ¬×Ðñ¥,62.55,63.25,62.52,62.69,62.91,-0.36,-0.5722,0.3999,2412868,151509759.0,37737491485.5,37737491485.5
2017-12-06,'600436,Æ¬×Ðñ¥,62.91,62.93,61.87,62.4,62.4,0.51,0.8173,0.5063,3054623,190866222.0,37954685681.1,37954685681.1
2017-12-05,'600436,Æ¬×Ðñ¥,62.4,63.45,61.9,62.88,63.12,-0.72,-1.1407,0.5438,3280930,205434666.0,37646993904.0,37646993904.0
2017-12-04,'600436,Æ¬×Ðñ¥,63.12,63.69,61.5,61.7,61.91,1.21,1.9545,0.7495,4521898,285560716.0,38081382295.2,38081382295.2
2017-12-01,'600436,Æ¬×Ðñ¥,61.91,62.48,61.0,61.3,61.54,0.37,0.6012,0.5659,3414277,211573110.0,37351368471.1,37351368471.1
2017-11-30,'600436,Æ¬×Ðñ¥,61.54,62.66,61.3,61.6,61.92,-0.38,-0.6137,0.4486,2706472,167609004.0,37128141103.4,37128141103.4
2017-11-29,'600436,Æ¬×Ðñ¥,61.92,62.97,61.13,62.95,62.66,-0.74,-1.181,0.7115,4292523,265629492.0,37357401643.2,37357401643.2
2017-11-28,'600436,Æ¬×Ðñ¥,62.66,63.5,62.02,62.02,62.41,0.25,0.4006,0.7808,4710546,295621704.0,37803856378.6,37803856378.6
2017-11-27,'600436,Æ¬×Ðñ¥,62.41,63.95,62.28,63.4,63.59,-1.18,-1.8556,0.7723,4659490,294825656.0,37653027076.1,37653027076.1
2017-11-24,'600436,Æ¬×Ðñ¥,63.59,64.49,62.81,63.96,63.96,-0.37,-0.5785,0.9438,5694238,362335433.0,38364941383.9,38364941383.9
2017-11-23,'600436,Æ¬×Ðñ¥,63.96,68.48,63.3,68.48,68.5,-4.54,-6.6277,1.6639,10038538,661739924.0,38588168751.6,38588168751.6
