»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-29,'600963,‘¿—Ù¡÷÷Ω,6.43,6.44,6.37,6.4,6.36,0.07,1.1006,0.9078,9469490,60659966.0,8987424141.64,6707513321.64
2017-12-28,'600963,‘¿—Ù¡÷÷Ω,6.36,6.39,6.31,6.37,6.4,-0.04,-0.625,0.9948,10377203,65951257.0,8889582821.28,6634492181.28
2017-12-27,'600963,‘¿—Ù¡÷÷Ω,6.4,6.52,6.35,6.51,6.51,-0.11,-1.6897,1.456,15188124,96954393.0,8945492147.2,6676218547.2
2017-12-26,'600963,‘¿—Ù¡÷÷Ω,6.51,6.56,6.39,6.52,6.52,-0.01,-0.1534,0.8954,9340069,60276307.0,9099242793.48,6790966053.48
2017-12-25,'600963,‘¿—Ù¡÷÷Ω,6.52,6.66,6.43,6.64,6.64,-0.12,-1.8072,0.9401,9807260,63903372.0,9113220124.96,6801397644.96
2017-12-22,'600963,‘¿—Ù¡÷÷Ω,6.64,6.69,6.6,6.65,6.68,-0.04,-0.5988,0.611,6373272,42239100.0,9280948102.72,6926576742.72
2017-12-21,'600963,‘¿—Ù¡÷÷Ω,6.68,6.78,6.61,6.78,6.76,-0.08,-1.1834,0.7705,8037687,53582490.0,9336857428.64,6968303108.64
2017-12-20,'600963,‘¿—Ù¡÷÷Ω,6.76,6.85,6.73,6.85,6.84,-0.08,-1.1696,0.5076,5294700,35871109.0,9448676080.48,7051755840.48
2017-12-19,'600963,‘¿—Ù¡÷÷Ω,6.84,6.89,6.79,6.8,6.82,0.02,0.2933,0.6183,6449610,44076171.0,9560494732.32,7135208572.32
2017-12-18,'600963,‘¿—Ù¡÷÷Ω,6.82,6.83,6.75,6.77,6.79,0.03,0.4418,0.4843,5052004,34286450.0,9532540069.36,7114345389.36
2017-12-15,'600963,‘¿—Ù¡÷÷Ω,6.79,6.83,6.74,6.83,6.83,-0.04,-0.5857,0.6104,6367241,43128952.0,9490608074.92,7083050614.92
2017-12-14,'600963,‘¿—Ù¡÷÷Ω,6.83,6.89,6.76,6.86,6.89,-0.06,-0.8708,0.6199,6466808,44127354.0,9546517400.84,7124776980.84
2017-12-13,'600963,‘¿—Ù¡÷÷Ω,6.89,6.92,6.84,6.89,6.89,0.0,0.0,0.5574,5814916,39999869.0,9630381389.72,7187366529.72
2017-12-12,'600963,‘¿—Ù¡÷÷Ω,6.89,7.12,6.88,7.09,7.09,-0.2,-2.8209,0.8781,9159650,63685305.0,9630381389.72,7187366529.72
2017-12-11,'600963,‘¿—Ù¡÷÷Ω,7.09,7.11,7.04,7.06,7.04,0.05,0.7102,0.7002,7303743,51658350.0,9909928019.32,7395998359.32
2017-12-08,'600963,‘¿—Ù¡÷÷Ω,7.04,7.09,7.02,7.04,7.02,0.02,0.2849,0.5157,5379100,37898269.0,9840041361.92,7343840401.92
2017-12-07,'600963,‘¿—Ù¡÷÷Ω,7.02,7.12,7.0,7.05,7.06,-0.04,-0.5666,0.6118,6382547,45091235.0,9812086698.96,7322977218.96
2017-12-06,'600963,‘¿—Ù¡÷÷Ω,7.06,7.06,6.8,6.82,6.83,0.23,3.3675,0.8329,8688249,60111916.0,9867996024.88,7364703584.88
2017-12-05,'600963,‘¿—Ù¡÷÷Ω,6.83,7.01,6.81,6.99,6.96,-0.13,-1.8678,0.8416,8778710,60453418.0,9546517400.84,7124776980.84
2017-12-04,'600963,‘¿—Ù¡÷÷Ω,6.96,7.09,6.94,7.09,7.06,-0.1,-1.4164,0.8171,8523939,59753469.0,9728222710.08,7260387670.08
2017-12-01,'600963,‘¿—Ù¡÷÷Ω,7.06,7.1,7.0,7.05,7.05,0.01,0.1418,0.7332,7648400,53958191.0,9867996024.88,7364703584.88
2017-11-30,'600963,‘¿—Ù¡÷÷Ω,7.05,7.2,7.04,7.2,7.19,-0.14,-1.9471,0.9176,9572253,67962993.0,9854018693.4,7354271993.4
2017-11-29,'600963,‘¿—Ù¡÷÷Ω,7.19,7.2,6.94,6.98,6.96,0.23,3.3046,1.5925,16612732,118038309.0,10049701334.1,7500314274.12
2017-11-28,'600963,‘¿—Ù¡÷÷Ω,6.96,7.0,6.81,6.86,6.86,0.1,1.4577,0.959,10003836,69182310.0,9728222710.08,7260387670.08
2017-11-27,'600963,‘¿—Ù¡÷÷Ω,6.86,6.93,6.8,6.81,6.83,0.03,0.4392,0.8611,8982564,61714962.0,9588449395.28,7156071755.28
2017-11-24,'600963,‘¿—Ù¡÷÷Ω,6.83,6.84,6.73,6.75,6.78,0.05,0.7375,0.5738,5985281,40695130.0,9546517400.84,7124776980.84
2017-11-23,'600963,‘¿—Ù¡÷÷Ω,6.78,6.97,6.76,6.93,6.9,-0.12,-1.7391,1.2976,13536086,92921964.0,9476630743.44,7072619023.44
2017-11-22,'600963,‘¿—Ù¡÷÷Ω,6.9,7.08,6.9,7.03,7.0,-0.1,-1.4286,1.1283,11769604,81937878.0,9644358721.2,7197798121.2
2017-11-21,'600963,‘¿—Ù¡÷÷Ω,7.0,7.19,6.93,7.1,7.12,-0.12,-1.6854,1.0813,11279609,79568548.0,9784132036.0,7302114036.0
2017-11-20,'600963,‘¿—Ù¡÷÷Ω,7.12,7.14,6.81,7.0,7.1,0.02,0.2817,1.1848,12359481,86323300.0,9951860013.76,7427293133.76
2017-11-17,'600963,‘¿—Ù¡÷÷Ω,7.1,7.38,7.0,7.37,7.39,-0.29,-3.9242,2.0368,21247292,151428519.0,9923905350.8,7406429950.8
2017-11-16,'600963,‘¿—Ù¡÷÷Ω,7.39,7.46,7.31,7.38,7.34,0.05,0.6812,0.805,8397815,62135510.0,10329247963.7,7708946103.72
2017-11-15,'600963,‘¿—Ù¡÷÷Ω,7.34,7.44,7.32,7.4,7.39,-0.05,-0.6766,0.9467,9875230,72702946.0,10259361306.3,7656788146.32
2017-11-14,'600963,‘¿—Ù¡÷÷Ω,7.39,7.48,7.36,7.43,7.42,-0.03,-0.4043,1.0744,11207208,83152919.0,10329247963.7,7708946103.72
2017-11-13,'600963,‘¿—Ù¡÷÷Ω,7.42,7.52,7.33,7.52,7.53,-0.11,-1.4608,1.7522,18278565,135107631.0,10371179958.2,7740240878.16
2017-11-10,'600963,‘¿—Ù¡÷÷Ω,7.53,7.79,7.45,7.75,7.73,-0.2,-2.5873,2.0606,21495463,162357183.0,10524930604.4,7854988384.44
2017-11-09,'600963,‘¿—Ù¡÷÷Ω,7.73,7.83,7.68,7.74,7.75,-0.02,-0.2581,0.9063,9453632,73060968.0,10804477234.0,8063620214.04
2017-11-08,'600963,‘¿—Ù¡÷÷Ω,7.75,7.92,7.59,7.65,7.67,0.08,1.043,1.6947,17678633,137425762.0,10832431897.0,8084483397.0
2017-11-07,'600963,‘¿—Ù¡÷÷Ω,7.67,7.72,7.54,7.69,7.65,0.02,0.2614,1.3655,14244639,108725324.0,10720613245.2,8001030665.16
2017-11-06,'600963,‘¿—Ù¡÷÷Ω,7.65,7.79,7.43,7.78,7.79,-0.14,-1.7972,2.6119,27246537,205864491.0,10692658582.2,7980167482.2
2017-11-03,'600963,‘¿—Ù¡÷÷Ω,7.79,7.98,7.65,7.97,7.97,-0.18,-2.2585,1.7531,18288010,142928978.0,10888341222.9,8126209762.92
2017-11-02,'600963,‘¿—Ù¡÷÷Ω,7.97,8.31,7.8,8.28,8.28,-0.31,-3.744,2.5673,26780946,213792286.0,11139933189.6,8313978409.56
2017-11-01,'600963,‘¿—Ù¡÷÷Ω,8.28,8.52,8.21,8.43,8.44,-0.16,-1.8957,1.5709,16386617,136119512.0,11573230465.4,8637357745.44
2017-10-31,'600963,‘¿—Ù¡÷÷Ω,8.44,8.45,8.3,8.31,8.3,0.14,1.6867,1.1182,11664592,97609706.0,11796867769.1,8804263209.12
2017-10-30,'600963,‘¿—Ù¡÷÷Ω,8.3,8.85,8.2,8.81,8.81,-0.51,-5.7889,2.9919,31210497,263147896.0,11601185128.4,8658220928.4
2017-10-27,'600963,‘¿—Ù¡÷÷Ω,8.81,9.1,8.74,9.06,9.04,-0.23,-2.5442,2.0046,20911495,185461184.0,12314029033.9,9190232093.88
2017-10-26,'600963,‘¿—Ù¡÷÷Ω,9.04,9.18,8.88,9.05,9.05,-0.01,-0.1105,1.6563,17277697,155717046.0,12635507657.9,9430158697.92
2017-10-25,'600963,‘¿—Ù¡÷÷Ω,9.05,9.17,8.95,8.96,8.99,0.06,0.6674,1.5459,16125828,146361097.0,12649484989.4,9440590289.4
2017-10-24,'600963,‘¿—Ù¡÷÷Ω,8.99,9.11,8.84,9.01,9.09,-0.1,-1.1001,1.503,15678970,140326003.0,12565621000.5,9378000740.52
2017-10-23,'600963,‘¿—Ù¡÷÷Ω,9.09,9.16,8.76,8.83,8.86,0.23,2.5959,2.4369,25420614,228907625.0,12705394315.3,9482316655.32
2017-10-20,'600963,‘¿—Ù¡÷÷Ω,8.86,8.92,8.56,8.61,8.73,0.13,1.4891,1.5542,16212850,142785401.0,12383915691.3,9242390051.28
2017-10-19,'600963,‘¿—Ù¡÷÷Ω,8.73,9.17,8.67,9.07,9.18,-0.45,-4.902,2.9394,30662774,272132305.0,12202210382.0,9106779362.04
2017-10-18,'600963,‘¿—Ù¡÷÷Ω,9.18,9.53,9.05,9.45,9.44,-0.26,-2.7542,2.4188,25231435,235415979.0,12831190298.6,9576200978.64
2017-10-17,'600963,‘¿—Ù¡÷÷Ω,9.44,9.45,9.0,9.15,9.21,0.23,2.4973,3.308,34508094,319526224.0,13194600917.1,9847422357.12
2017-10-16,'600963,‘¿—Ù¡÷÷Ω,9.21,9.55,9.05,9.1,9.1,0.11,1.2088,4.9761,51909102,485447787.0,12873122293.1,9607495753.08
2017-10-13,'600963,‘¿—Ù¡÷÷Ω,9.1,9.15,8.88,8.92,8.83,0.27,3.0578,3.9722,41436833,374135696.0,12719371646.8,9492748246.8
2017-10-12,'600963,‘¿—Ù¡÷÷Ω,8.83,8.84,8.63,8.75,8.79,0.04,0.4551,0.8729,9106157,79774724.0,12341983696.8,9211095276.84
2017-10-11,'600963,‘¿—Ù¡÷÷Ω,8.79,9.04,8.7,9.04,9.07,-0.28,-3.0871,2.0702,21595396,190329147.0,12286074370.9,9169368910.92
2017-10-10,'600963,‘¿—Ù¡÷÷Ω,9.07,9.09,8.73,8.88,8.91,0.16,1.7957,2.4003,25038946,222465373.0,12677439652.4,9461453472.36
2017-10-09,'600963,‘¿—Ù¡÷÷Ω,8.91,9.15,8.89,9.03,8.89,0.02,0.225,2.177,22709524,203885683.0,12453802348.7,9294548008.68
2017-09-29,'600963,‘¿—Ù¡÷÷Ω,8.89,8.9,8.51,8.56,8.55,0.34,3.9766,2.1348,22269610,194739497.0,12425847685.7,9273684825.72
2017-09-28,'600963,‘¿—Ù¡÷÷Ω,8.55,8.68,8.45,8.61,8.62,-0.07,-0.8121,0.957,9982919,85457095.0,11950618415.4,8919010715.4
2017-09-27,'600963,‘¿—Ù¡÷÷Ω,8.62,8.65,8.28,8.3,8.31,0.31,3.7304,2.2408,23375345,198795747.0,12048459735.8,8992031855.76
2017-09-26,'600963,‘¿—Ù¡÷÷Ω,8.31,8.35,8.2,8.24,8.22,0.09,1.0949,1.2917,13474227,111381355.0,11615162459.9,8668652519.88
2017-09-25,'600963,‘¿—Ù¡÷÷Ω,8.22,8.63,8.15,8.62,8.55,-0.33,-3.8596,2.5123,26206800,219197660.0,11489366476.6,8574768196.56
2017-09-22,'600963,‘¿—Ù¡÷÷Ω,8.55,8.85,8.47,8.8,8.78,-0.23,-2.6196,2.1578,22509364,192867110.0,11950618415.4,8919010715.4
2017-09-21,'600963,‘¿—Ù¡÷÷Ω,8.78,9.14,8.75,8.95,9.01,-0.23,-2.5527,2.1842,22784177,204057313.0,12272097039.4,9158937319.44
2017-09-20,'600963,‘¿—Ù¡÷÷Ω,9.01,9.04,8.85,9.03,9.04,-0.03,-0.3319,1.7882,18653899,166479594.0,12593575663.5,9398863923.48
2017-09-19,'600963,‘¿—Ù¡÷÷Ω,9.04,9.24,8.94,9.09,9.11,-0.07,-0.7684,2.2489,23459896,212950268.0,12635507657.9,9430158697.92
2017-09-18,'600963,‘¿—Ù¡÷÷Ω,9.11,9.19,8.81,9.0,8.94,0.17,1.9016,3.0483,31798955,287120461.0,12733348978.3,9503179838.28
2017-09-15,'600963,‘¿—Ù¡÷÷Ω,8.94,9.08,8.46,8.51,8.6,0.34,3.9535,3.6055,37611618,331088819.0,12495734343.1,9325842783.12
2017-09-14,'600963,‘¿—Ù¡÷÷Ω,8.6,8.86,8.47,8.83,8.82,-0.22,-2.4943,2.3795,24822017,213793902.0,12020505072.8,8971168672.8
2017-09-13,'600963,‘¿—Ù¡÷÷Ω,8.82,9.12,8.73,8.85,8.84,-0.02,-0.2262,2.3851,24880117,221973208.0,12328006365.4,9200663685.36
2017-09-12,'600963,‘¿—Ù¡÷÷Ω,8.84,9.0,8.7,8.88,8.82,0.02,0.2268,2.219,23148129,204784442.0,12355961028.3,9221526868.32
2017-09-11,'600963,‘¿—Ù¡÷÷Ω,8.82,8.89,8.57,8.61,8.57,0.25,2.9172,2.6926,28088253,246597255.0,12328006365.4,9200663685.36
2017-09-08,'600963,‘¿—Ù¡÷÷Ω,8.57,8.67,8.46,8.46,8.42,0.15,1.7815,2.2179,23135803,198417714.0,11978573078.4,8939873898.36
2017-09-07,'600963,‘¿—Ù¡÷÷Ω,8.42,8.59,8.35,8.39,8.42,0.0,0.0,2.3565,24582369,208145105.0,11768913106.2,8783400026.16
2017-09-06,'600963,‘¿—Ù¡÷÷Ω,8.42,8.63,8.27,8.58,8.64,-0.22,-2.5463,3.3539,34986361,293643197.0,11768913106.2,8783400026.16
2017-09-05,'600963,‘¿—Ù¡÷÷Ω,8.64,8.97,8.54,8.82,8.89,-0.25,-2.8121,3.7113,38714482,337117953.0,12076414398.7,9012895038.72
2017-09-04,'600963,‘¿—Ù¡÷÷Ω,8.89,9.45,8.86,9.15,9.02,-0.13,-1.4412,4.5492,47455632,434262340.0,12425847685.7,9273684825.72
2017-09-01,'600963,‘¿—Ù¡÷÷Ω,9.02,9.15,8.62,8.75,8.67,0.35,4.0369,4.1519,43311036,387952391.0,12607552995.0,9409295514.96
2017-08-31,'600963,‘¿—Ù¡÷÷Ω,8.67,8.89,8.56,8.76,8.73,-0.06,-0.6873,1.8477,19274293,167806568.0,12118346393.2,9044189813.16
2017-08-30,'600963,‘¿—Ù¡÷÷Ω,8.73,8.89,8.67,8.82,8.83,-0.1,-1.1325,1.6125,16821254,147267076.0,12202210382.0,9106779362.04
2017-08-29,'600963,‘¿—Ù¡÷÷Ω,8.83,8.9,8.52,8.61,8.63,0.2,2.3175,2.365,24670931,215281748.0,12341983696.8,9211095276.84
2017-08-28,'600963,‘¿—Ù¡÷÷Ω,8.63,9.01,8.57,8.67,8.67,-0.04,-0.4614,3.0302,31610009,277490194.0,12062437067.2,9002463447.24
2017-08-25,'600963,‘¿—Ù¡÷÷Ω,8.67,8.71,8.51,8.51,8.56,0.11,1.285,1.5603,16276330,140309081.0,12118346393.2,9044189813.16
2017-08-24,'600963,‘¿—Ù¡÷÷Ω,8.56,8.92,8.43,8.66,8.66,-0.1,-1.1547,2.6815,27972695,242480392.0,11964595746.9,8929442306.88
2017-08-23,'600963,‘¿—Ù¡÷÷Ω,8.66,8.79,8.57,8.75,8.84,-0.18,-2.0362,1.9598,20444039,177499066.0,12104369061.7,9033758221.68
2017-08-22,'600963,‘¿—Ù¡÷÷Ω,8.84,9.05,8.64,8.83,8.81,0.03,0.3405,3.1387,32741215,289944151.0,12355961028.3,9221526868.32
2017-08-21,'600963,‘¿—Ù¡÷÷Ω,8.81,9.19,8.73,9.19,9.01,-0.2,-2.2198,4.3751,45639231,404250188.0,12314029033.9,9190232093.88
2017-08-18,'600963,‘¿—Ù¡÷÷Ω,9.01,9.06,8.27,8.35,8.41,0.6,7.1344,5.8085,60592242,532369159.0,12593575663.5,9398863923.48
2017-08-17,'600963,‘¿—Ù¡÷÷Ω,8.41,8.52,8.04,8.05,8.19,0.22,2.6862,3.7561,39181843,327711806.0,11754935774.7,8772968434.68
2017-08-16,'600963,‘¿—Ù¡÷÷Ω,8.19,8.25,7.94,8.16,8.14,0.05,0.6143,2.2494,23465012,189755103.0,11447434482.1,8543473422.12
2017-08-15,'600963,‘¿—Ù¡÷÷Ω,8.14,8.18,7.94,7.94,7.9,0.24,3.038,3.2274,33666741,271360037.0,11377547824.7,8491315464.72
2017-08-14,'600963,‘¿—Ù¡÷÷Ω,7.9,8.09,7.72,7.72,7.66,0.24,3.1332,3.7948,39585513,314511320.0,11042091869.2,8240957269.2
2017-08-11,'600963,‘¿—Ù¡÷÷Ω,7.66,7.85,7.49,7.55,7.44,0.22,2.957,4.0331,42071397,323930618.0,10706635913.7,7990599073.68
2017-08-10,'600963,‘¿—Ù¡÷÷Ω,7.44,7.56,7.3,7.3,7.26,0.18,2.4793,2.6119,27246336,203061595.0,10399134621.1,7761104061.12
2017-08-09,'600963,‘¿—Ù¡÷÷Ω,7.26,7.31,7.19,7.2,7.16,0.1,1.3966,1.0883,11352453,82350696.0,10147542654.5,7573335414.48
2017-08-08,'600963,‘¿—Ù¡÷÷Ω,7.16,7.19,7.05,7.12,7.11,0.05,0.7032,0.9878,10304026,73420667.0,10007769339.7,7469019499.68
2017-08-07,'600963,‘¿—Ù¡÷÷Ω,7.11,7.15,7.04,7.1,7.12,-0.01,-0.1404,1.1162,11643242,82530501.0,9937882682.28,7416861542.28
2017-08-04,'600963,‘¿—Ù¡÷÷Ω,7.12,7.23,7.12,7.16,7.18,-0.06,-0.8357,0.8102,8451931,60602358.0,9951860013.76,7427293133.76
2017-08-03,'600963,‘¿—Ù¡÷÷Ω,7.18,7.18,7.05,7.15,7.13,0.05,0.7013,0.8091,8439904,60134061.0,10035724002.6,7489882682.64
2017-08-02,'600963,‘¿—Ù¡÷÷Ω,7.13,7.34,7.1,7.25,7.22,-0.09,-1.2465,1.224,12768135,92149068.0,9965837345.24,7437724725.24
2017-08-01,'600963,‘¿—Ù¡÷÷Ω,7.22,7.44,7.21,7.36,7.36,-0.14,-1.9022,1.5293,15953362,116816999.0,10091633328.6,7531609048.56
2017-07-31,'600963,‘¿—Ù¡÷÷Ω,7.36,7.45,7.09,7.19,7.21,0.15,2.0804,2.0062,20927701,152663169.0,10287315969.3,7677651329.28
2017-07-28,'600963,‘¿—Ù¡÷÷Ω,7.21,7.28,7.09,7.11,7.1,0.11,1.5493,0.8434,8798224,62951487.0,10077655997.1,7521177457.08
2017-07-27,'600963,‘¿—Ù¡÷÷Ω,7.1,7.13,6.94,7.13,7.13,-0.03,-0.4208,1.2238,12766488,89857594.0,9923905350.8,7406429950.8
2017-07-26,'600963,‘¿—Ù¡÷÷Ω,7.13,7.24,7.03,7.24,7.21,-0.08,-1.1096,1.2389,12924080,91718492.0,9965837345.24,7437724725.24
2017-07-25,'600963,‘¿—Ù¡÷÷Ω,7.21,7.33,7.15,7.27,7.3,-0.09,-1.2329,0.7369,7687202,55780270.0,10077655997.1,7521177457.08
