ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-29,'601890,ÑÇÐÇÃªÁ´,6.45,6.55,6.35,6.37,6.37,0.08,1.2559,0.5127,4918797,31778754.0,6188130000.0,6188130000.0
2017-12-28,'601890,ÑÇÐÇÃªÁ´,6.37,6.4,6.35,6.37,6.38,-0.01,-0.1567,0.3686,3536372,22544833.0,6111378000.0,6111378000.0
2017-12-27,'601890,ÑÇÐÇÃªÁ´,6.38,6.45,6.35,6.4,6.4,-0.02,-0.3125,0.3582,3436338,21937598.0,6120972000.0,6120972000.0
2017-12-26,'601890,ÑÇÐÇÃªÁ´,6.4,6.43,6.34,6.34,6.35,0.05,0.7874,0.3207,3076952,19635087.0,6140160000.0,6140160000.0
2017-12-25,'601890,ÑÇÐÇÃªÁ´,6.35,6.56,6.34,6.54,6.53,-0.18,-2.7565,0.5498,5274320,33882431.0,6092190000.0,6092190000.0
2017-12-22,'601890,ÑÇÐÇÃªÁ´,6.53,6.57,6.51,6.54,6.53,0.0,0.0,0.2914,2795693,18252450.0,6264882000.0,6264882000.0
2017-12-21,'601890,ÑÇÐÇÃªÁ´,6.53,6.61,6.5,6.61,6.61,-0.08,-1.2103,0.4265,4091596,26778683.0,6264882000.0,6264882000.0
2017-12-20,'601890,ÑÇÐÇÃªÁ´,6.61,6.73,6.58,6.71,6.71,-0.1,-1.4903,0.4512,4328849,28719445.0,6341634000.0,6341634000.0
2017-12-19,'601890,ÑÇÐÇÃªÁ´,6.71,6.74,6.66,6.7,6.7,0.01,0.1493,0.4983,4781073,32000993.0,6437574000.0,6437574000.0
2017-12-18,'601890,ÑÇÐÇÃªÁ´,6.7,6.79,6.58,6.64,6.63,0.07,1.0558,0.7726,7411957,49607329.0,6427980000.0,6427980000.0
2017-12-15,'601890,ÑÇÐÇÃªÁ´,6.63,6.64,6.56,6.61,6.61,0.02,0.3026,0.3842,3685735,24336142.0,6360822000.0,6360822000.0
2017-12-14,'601890,ÑÇÐÇÃªÁ´,6.61,6.66,6.6,6.66,6.67,-0.06,-0.8996,0.3628,3480665,23029054.0,6341634000.0,6341634000.0
2017-12-13,'601890,ÑÇÐÇÃªÁ´,6.67,6.69,6.62,6.63,6.63,0.04,0.6033,0.3554,3409886,22680789.0,6399198000.0,6399198000.0
2017-12-12,'601890,ÑÇÐÇÃªÁ´,6.63,6.76,6.61,6.73,6.75,-0.12,-1.7778,0.5867,5628357,37584711.0,6360822000.0,6360822000.0
2017-12-11,'601890,ÑÇÐÇÃªÁ´,6.75,6.77,6.68,6.71,6.74,0.01,0.1484,0.4873,4675043,31456919.0,6475950000.0,6475950000.0
2017-12-08,'601890,ÑÇÐÇÃªÁ´,6.74,6.75,6.66,6.7,6.74,0.0,0.0,0.694,6658433,44670600.0,6466356000.0,6466356000.0
2017-12-07,'601890,ÑÇÐÇÃªÁ´,6.74,6.85,6.56,6.56,6.63,0.11,1.6591,1.2226,11729687,79261367.0,6466356000.0,6466356000.0
2017-12-06,'601890,ÑÇÐÇÃªÁ´,6.63,6.65,6.5,6.61,6.68,-0.05,-0.7485,0.6283,6027767,39535379.0,6360822000.0,6360822000.0
