хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2017-04-25,'603609,╨л╥Адар╣,10.69,10.9,10.5,10.5,10.73,-0.04,-0.3728,0.6148,2572326,27733119.0,8885276453.61,4472609047.54
2017-04-24,'603609,╨л╥Адар╣,10.73,10.97,10.7,10.97,10.98,-0.25,-2.2769,0.5859,2451353,26490391.0,8918523512.37,4489344722.18
2017-04-21,'603609,╨л╥Адар╣,10.98,11.13,10.85,10.97,10.96,0.02,0.1825,0.7491,3134017,34437587.0,9126317629.62,4593942688.68
2017-04-20,'603609,╨л╥Адар╣,10.96,11.16,10.81,10.88,10.88,0.08,0.7353,1.2144,5081158,55757451.0,9109694100.24,4585574851.36
2017-04-19,'603609,╨л╥Адар╣,10.88,11.6,10.64,11.6,11.72,-0.84,-7.1672,2.6602,11130073,121552013.0,9043199982.72,4552103502.08
2017-04-18,'603609,╨л╥Адар╣,11.72,12.14,11.71,12.05,12.09,-0.37,-3.0604,1.0051,4205154,49931702.0,9741388216.68,4903552669.52
2017-04-17,'603609,╨л╥Адар╣,12.09,12.17,12.02,12.05,12.05,0.04,0.332,0.4797,2007226,24265509.0,10048923510.2,5058357659.94
2017-04-14,'603609,╨л╥Адар╣,12.05,12.2,11.98,12.15,12.18,-0.13,-1.0673,0.5531,2313941,27941526.0,10015676451.5,5041621985.3
2017-04-13,'603609,╨л╥Адар╣,12.18,12.34,12.06,12.06,12.09,0.09,0.7444,0.6852,2866633,35055289.0,10123729392.4,5096012927.88
2017-04-12,'603609,╨л╥Адар╣,12.09,12.2,12.06,12.2,12.2,-0.11,-0.9016,0.8087,3383550,40977198.0,10048923510.2,5058357659.94
2017-04-11,'603609,╨л╥Адар╣,12.2,12.32,12.13,12.32,12.32,-0.12,-0.974,0.7812,3268290,39806963.0,10140352921.8,5104380765.2
2017-04-10,'603609,╨л╥Адар╣,12.32,12.5,12.25,12.46,12.5,-0.18,-1.44,0.8168,3417574,42103283.0,10240094098.1,5154587789.12
2017-04-07,'603609,╨л╥Адар╣,12.5,12.65,12.24,12.3,12.27,0.23,1.8745,1.3298,5563926,68967082.0,10389705862.5,5229898325.0
2017-04-06,'603609,╨л╥Адар╣,12.27,12.36,12.2,12.29,12.3,-0.03,-0.2439,0.9341,3908257,48051227.0,10198535274.6,5133668195.82
2017-04-05,'603609,╨л╥Адар╣,12.3,12.35,12.0,12.03,12.04,0.26,2.1595,1.4943,6252114,76306815.0,10223470568.7,5146219951.8
2017-03-31,'603609,╨л╥Адар╣,12.04,12.18,11.98,12.08,12.1,-0.06,-0.4959,1.1055,4625276,55728372.0,10007364686.8,5037438066.64
2017-03-30,'603609,╨л╥Адар╣,12.1,12.78,11.94,12.63,12.7,-0.6,-4.7244,1.5164,6344563,77964371.0,10057235274.9,5062541578.6
2017-03-29,'603609,╨л╥Адар╣,12.7,12.87,12.69,12.82,12.82,-0.12,-0.936,0.7597,3178373,40486253.0,10555941156.3,5313576698.2
2017-03-28,'603609,╨л╥Адар╣,12.82,12.95,12.79,12.86,12.88,-0.06,-0.4658,0.7395,3093872,39750768.0,10655682332.6,5363783722.12
2017-03-27,'603609,╨л╥Адар╣,12.88,12.97,12.8,12.9,12.95,-0.07,-0.5405,1.1787,4931573,63458233.0,10705552920.7,5388887234.08
2017-03-24,'603609,╨л╥Адар╣,12.95,13.16,12.87,13.1,13.14,-0.19,-1.446,1.1311,4732280,61295366.0,10763735273.5,5418174664.7
2017-03-23,'603609,╨л╥Адар╣,13.14,13.37,13.0,13.15,13.08,0.06,0.4587,0.9726,4069150,53756979.0,10921658802.7,5497669119.24
2017-03-22,'603609,╨л╥Адар╣,13.08,13.21,13.03,13.21,13.26,-0.18,-1.3575,0.4832,2021517,26459136.0,10871788214.5,5472565607.28
2017-03-21,'603609,╨л╥Адар╣,13.26,13.37,12.9,13.09,13.1,0.16,1.2214,1.3189,5518319,72395669.0,11021399978.9,5547876143.16
2017-03-20,'603609,╨л╥Адар╣,13.1,13.14,12.95,13.14,13.07,0.03,0.2295,0.5704,2386600,31047973.0,10888411743.9,5480933444.6
2017-03-17,'603609,╨л╥Адар╣,13.07,13.3,13.04,13.21,13.28,-0.21,-1.5813,1.0918,4567810,59951383.0,10863476449.8,5468381688.62
2017-03-16,'603609,╨л╥Адар╣,13.28,13.32,13.18,13.18,13.16,0.12,0.9119,1.007,4213136,55831213.0,11038023508.3,5556243980.48
2017-03-15,'603609,╨л╥Адар╣,13.16,13.17,12.88,12.88,13.03,0.13,0.9977,0.7733,3235566,42318034.0,10938282332.0,5506036956.56
2017-03-14,'603609,╨л╥Адар╣,13.03,13.17,12.96,13.1,13.15,-0.12,-0.9125,0.748,3129506,40778665.0,10830229391.1,5451646013.98
2017-03-13,'603609,╨л╥Адар╣,13.15,13.17,12.82,13.16,13.17,-0.02,-0.1519,1.4674,6139587,79547553.0,10929970567.4,5501853037.9
2017-03-10,'603609,╨л╥Адар╣,13.17,13.48,13.11,13.3,13.29,-0.12,-0.9029,0.9014,3771540,50003471.0,10946594096.7,5510220875.22
2017-03-09,'603609,╨л╥Адар╣,13.29,13.68,13.25,13.68,13.68,-0.39,-2.8509,1.1454,4792364,64021402.0,11046335273.0,5560427899.14
2017-03-08,'603609,╨л╥Адар╣,13.68,13.84,13.51,13.81,13.74,-0.06,-0.4367,0.8218,3438492,46884060.0,11370494095.9,5723600726.88
2017-03-07,'603609,╨л╥Адар╣,13.74,13.88,13.62,13.82,13.82,-0.08,-0.5789,0.8352,3494381,47901978.0,11420364684.1,5748704238.84
2017-03-06,'603609,╨л╥Адар╣,13.82,13.84,13.54,13.65,13.67,0.15,1.0973,1.0978,4593037,63021142.0,11486858801.6,5782175588.12
2017-03-03,'603609,╨л╥Адар╣,13.67,13.78,13.51,13.6,13.6,0.07,0.5147,0.7667,3207849,43873512.0,11362182331.2,5719416808.22
2017-03-02,'603609,╨л╥Адар╣,13.6,13.83,13.54,13.83,13.74,-0.14,-1.0189,0.8888,3718631,50664566.0,11303999978.4,5690129377.6
2017-03-01,'603609,╨л╥Адар╣,13.74,13.91,13.69,13.76,13.79,-0.05,-0.3626,0.9038,3781503,52169297.0,11420364684.1,5748704238.84
2017-02-28,'603609,╨л╥Адар╣,13.79,13.93,13.6,13.71,13.78,0.01,0.0726,0.9779,4091296,56193268.0,11461923507.5,5769623832.14
2017-02-27,'603609,╨л╥Адар╣,13.78,14.05,13.72,13.93,13.93,-0.15,-1.0768,1.6414,6867363,95401650.0,11453611742.8,5765439913.48
2017-02-24,'603609,╨л╥Адар╣,13.93,14.1,13.3,13.3,13.35,0.58,4.3446,3.678,15388569,211943967.0,11578288213.2,5828198693.38
2017-02-23,'603609,╨л╥Адар╣,13.35,13.59,13.22,13.59,13.48,-0.13,-0.9644,1.1842,4954430,66061259.0,11096205861.1,5585531411.1
2017-02-22,'603609,╨л╥Адар╣,13.48,13.55,13.25,13.31,13.32,0.16,1.2012,2.0842,8720103,117325711.0,11204258802.1,5639922353.68
2017-02-21,'603609,╨л╥Адар╣,13.32,13.52,13.23,13.36,13.36,-0.04,-0.2994,1.2889,5392640,71922445.0,11071270567.1,5572979655.12
2017-02-20,'603609,╨л╥Адар╣,13.36,13.39,12.8,12.8,12.82,0.54,4.2122,2.2394,9369376,123634609.0,11104517625.8,5589715329.76
2017-02-17,'603609,╨л╥Адар╣,12.82,13.19,12.8,13.19,13.17,-0.35,-2.6576,1.4306,5985628,77508499.0,10655682332.6,5363783722.12
2017-02-16,'603609,╨л╥Адар╣,13.17,13.23,13.03,13.14,13.13,0.04,0.3046,1.0262,4293712,56397222.0,10946594096.7,5510220875.22
2017-02-15,'603609,╨л╥Адар╣,13.13,13.38,13.09,13.37,13.37,-0.24,-1.7951,1.5283,6394345,84651433.0,10913347038.0,5493485200.58
2017-02-14,'603609,╨л╥Адар╣,13.37,13.5,13.23,13.46,13.46,-0.09,-0.6686,1.89,7907504,105465339.0,11112829390.5,5593899248.42
2017-02-13,'603609,╨л╥Адар╣,13.46,13.56,13.1,13.16,13.08,0.38,2.9052,3.9084,16352556,218983940.0,11187635272.7,5631554516.36
2017-02-10,'603609,╨л╥Адар╣,13.08,13.26,13.06,13.13,13.22,-0.14,-1.059,1.6968,7099352,93196130.0,10871788214.5,5472565607.28
2017-02-09,'603609,╨л╥Адар╣,13.22,13.45,13.0,13.14,13.19,0.03,0.2274,3.0305,12679197,167622398.0,10988152920.2,5531140468.52
2017-02-08,'603609,╨л╥Адар╣,13.19,13.26,12.84,13.11,13.3,-0.11,-0.8271,3.1127,13023410,170107104.0,10963217626.1,5518588712.54
2017-02-07,'603609,╨л╥Адар╣,13.3,13.61,13.11,13.6,13.05,0.25,1.9157,6.9052,28890677,385294099.0,11054647037.7,5564611817.8
2017-02-06,'603609,╨л╥Адар╣,13.05,13.05,12.1,12.1,11.86,1.19,10.0337,1.6077,6726383,87227155.0,10846852920.5,5460013851.3
2017-02-03,'603609,╨л╥Адар╣,11.86,12.22,11.86,12.18,12.19,-0.33,-2.7071,0.8363,3499145,41773093.0,9857752922.34,4962127530.76
2017-01-26,'603609,╨л╥Адар╣,12.19,12.22,12.12,12.14,12.16,0.03,0.2467,0.3289,1376050,16767714.0,10132041157.1,5100196846.54
2017-01-25,'603609,╨л╥Адар╣,12.16,12.29,12.09,12.29,12.29,-0.13,-1.0578,0.4108,1718665,20895722.0,10107105863.0,5087645090.56
2017-01-24,'603609,╨л╥Адар╣,12.29,12.42,12.14,12.23,12.21,0.08,0.6552,0.4715,1972740,24195618.0,10215158804.0,5142036033.14
2017-01-23,'603609,╨л╥Адар╣,12.21,12.39,12.01,12.05,12.1,0.11,0.9091,0.731,3058309,37558815.0,10148664686.5,5108564683.86
2017-01-20,'603609,╨л╥Адар╣,12.1,12.11,11.68,11.76,11.72,0.38,3.2423,0.9437,3948463,47367546.0,10057235274.9,5062541578.6
2017-01-19,'603609,╨л╥Адар╣,11.72,11.88,11.66,11.8,11.79,-0.07,-0.5937,0.4558,1906850,22445081.0,9741388216.68,4903552669.52
2017-01-18,'603609,╨л╥Адар╣,11.79,12.03,11.63,11.73,11.71,0.08,0.6832,0.8578,3588787,42628081.0,9799570569.51,4932840100.14
2017-01-17,'603609,╨л╥Адар╣,11.71,11.77,11.44,11.6,11.69,0.02,0.1711,0.7666,3207531,37180149.0,9733076451.99,4899368750.86
2017-01-16,'603609,╨л╥Адар╣,11.69,11.79,10.83,11.79,11.86,-0.17,-1.4334,1.5429,6455315,73892908.0,9716452922.61,4891000913.54
2017-01-13,'603609,╨л╥Адар╣,11.86,12.66,11.53,12.65,12.63,-0.77,-6.0966,2.4093,10080439,120957459.0,9857752922.34,4962127530.76
2017-01-12,'603609,╨л╥Адар╣,12.63,13.0,12.6,13.0,13.0,-0.37,-2.8462,1.5362,6427229,81775163.0,10497758803.5,5284289267.58
2017-01-11,'603609,╨л╥Адар╣,13.0,13.09,12.79,13.01,13.01,-0.01,-0.0769,1.2188,5099223,65959195.0,10805294097.0,5439094258.0
2017-01-10,'603609,╨л╥Адар╣,13.01,13.23,12.98,13.2,13.19,-0.18,-1.3647,1.2564,5256844,68566805.0,10813605861.7,5443278176.66
2017-01-09,'603609,╨л╥Адар╣,13.19,13.2,12.91,12.98,12.98,0.21,1.6179,1.0889,4555684,59720829.0,10963217626.1,5518588712.54
2017-01-06,'603609,╨л╥Адар╣,12.98,13.3,12.9,13.21,13.3,-0.32,-2.406,1.4951,6255313,81454416.0,10788670567.6,5430726420.68
2017-01-05,'603609,╨л╥Адар╣,13.3,13.48,13.23,13.23,13.2,0.1,0.7576,1.2796,5353645,71463613.0,11054647037.7,5564611817.8
2017-01-04,'603609,╨л╥Адар╣,13.2,13.27,12.97,13.05,13.05,0.15,1.1494,1.0552,4414927,57978511.0,10971529390.8,5522772631.2
2017-01-03,'603609,╨л╥Адар╣,13.05,13.13,12.89,12.99,12.93,0.12,0.9281,1.3293,5561510,72564201.0,10846852920.5,5460013851.3
