»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-29,'601100,∫„¡¢“∫—π,27.44,28.06,27.03,27.7,27.78,-0.34,-1.2239,0.5582,3516444,96266657.0,17287200000.0,17287200000.0
2017-12-28,'601100,∫„¡¢“∫—π,27.78,28.58,27.4,27.6,27.96,-0.18,-0.6438,0.6629,4176087,117090895.0,17501400000.0,17501400000.0
2017-12-27,'601100,∫„¡¢“∫—π,27.96,28.79,27.51,28.08,28.43,-0.47,-1.6532,0.7862,4953119,139510712.0,17614800000.0,17614800000.0
2017-12-26,'601100,∫„¡¢“∫—π,28.43,28.51,26.88,26.99,27.01,1.42,5.2573,0.814,5128180,142242934.0,17910900000.0,17910900000.0
2017-12-25,'601100,∫„¡¢“∫—π,27.01,28.39,26.8,28.02,27.85,-0.84,-3.0162,0.7842,4940713,136572635.0,17016300000.0,17016300000.0
2017-12-22,'601100,∫„¡¢“∫—π,27.85,28.2,27.2,27.35,27.33,0.52,1.9027,0.5964,3757261,104568616.0,17545500000.0,17545500000.0
2017-12-21,'601100,∫„¡¢“∫—π,27.33,27.55,26.9,27.0,26.92,0.41,1.523,0.5204,3278818,89444539.0,17217900000.0,17217900000.0
2017-12-20,'601100,∫„¡¢“∫—π,26.92,27.67,26.73,27.41,27.69,-0.77,-2.7808,0.5345,3367559,91154057.0,16959600000.0,16959600000.0
2017-12-19,'601100,∫„¡¢“∫—π,27.69,28.51,26.21,27.78,27.88,-0.19,-0.6815,0.837,5272917,143481139.0,17444700000.0,17444700000.0
2017-12-18,'601100,∫„¡¢“∫—π,27.88,28.63,27.5,27.94,28.11,-0.23,-0.8182,0.5663,3567892,100367329.0,17564400000.0,17564400000.0
2017-12-15,'601100,∫„¡¢“∫—π,28.11,28.27,27.42,28.2,28.17,-0.06,-0.213,0.6381,4020008,112299644.0,17709300000.0,17709300000.0
2017-12-14,'601100,∫„¡¢“∫—π,28.17,28.82,27.5,28.8,28.4,-0.23,-0.8099,0.7697,4849314,136313321.0,17747100000.0,17747100000.0
2017-12-13,'601100,∫„¡¢“∫—π,28.4,28.75,26.9,26.9,27.24,1.16,4.2584,1.1493,7240746,202946229.0,17892000000.0,17892000000.0
