����,��Ʊ����,����,���̼�,��߼�,��ͼ�,���̼�,ǰ����,�ǵ���,�ǵ���,������,�ɽ���,�ɽ����,����ֵ,��ͨ��ֵ
2017-09-15,'600567,ɽӥֽҵ,5.41,5.49,5.31,5.49,5.5,-0.09,-1.6364,2.2437,102114372,549339755.0,24622280553.2,24622280553.2
2017-09-14,'600567,ɽӥֽҵ,5.5,5.65,5.4,5.55,5.59,-0.09,-1.61,2.3024,104788226,576699083.0,25031893353.5,25031893353.5
2017-09-13,'600567,ɽӥֽҵ,5.59,5.75,5.47,5.68,5.63,-0.04,-0.7105,3.6401,165669172,925887764.0,25441506153.8,25441506153.8
2017-09-12,'600567,ɽӥֽҵ,5.63,5.64,5.33,5.38,5.33,0.3,5.6285,4.6139,209991966,1159790412.0,25623556287.3,25623556287.3
2017-09-11,'600567,ɽӥֽҵ,5.33,5.45,5.25,5.29,5.22,0.11,2.1073,3.0402,138367002,739202394.0,24258180286.2,24258180286.2
2017-09-08,'600567,ɽӥֽҵ,5.22,5.36,5.08,5.09,5.04,0.18,3.5714,3.9082,177872765,932974542.0,23757542419.1,23757542419.1
2017-09-07,'600567,ɽӥֽҵ,5.04,5.08,4.96,5.05,5.03,0.01,0.1988,1.817,82696757,415350817.0,22938316818.5,22938316818.5
2017-09-06,'600567,ɽӥֽҵ,5.03,5.17,5.0,5.08,5.1,-0.07,-1.3725,1.9104,86945656,440392505.0,22892804285.1,22892804285.1
2017-09-05,'600567,ɽӥֽҵ,5.1,5.23,5.09,5.16,5.14,-0.04,-0.7782,1.8602,84662102,435798001.0,23211392018.7,23211392018.7
2017-09-04,'600567,ɽӥֽҵ,5.14,5.35,5.07,5.13,5.08,0.06,1.1811,3.2185,146481241,758963640.0,23393442152.2,23393442152.2
2017-09-01,'600567,ɽӥֽҵ,5.08,5.15,4.93,4.99,4.97,0.11,2.2133,3.5348,160877026,812290743.0,23120366952.0,23120366952.0
2017-08-31,'600567,ɽӥֽҵ,4.97,5.04,4.78,4.87,4.85,0.12,2.4742,2.9578,134615222,660706302.0,22619729084.9,22619729084.9
2017-08-30,'600567,ɽӥֽҵ,4.85,4.88,4.71,4.72,4.74,0.11,2.3207,2.432,110687275,532462409.0,22073578684.5,22073578684.5
2017-08-29,'600567,ɽӥֽҵ,4.74,4.83,4.69,4.71,4.71,0.03,0.6369,1.4045,63924519,305024934.0,21572940817.4,21572940817.4
2017-08-28,'600567,ɽӥֽҵ,4.71,4.76,4.62,4.66,4.66,0.05,1.073,1.6694,75980715,358463480.0,21436403217.3,21436403217.3
2017-08-25,'600567,ɽӥֽҵ,4.66,4.71,4.52,4.56,4.53,0.13,2.8698,1.5961,72642437,336403633.0,21208840550.4,21208840550.4
2017-08-24,'600567,ɽӥֽҵ,4.53,4.68,4.49,4.65,4.65,-0.12,-2.5806,1.6467,74943840,341989216.0,20617177616.6,20617177616.6
2017-08-23,'600567,ɽӥֽҵ,4.65,4.81,4.63,4.8,4.81,-0.16,-3.3264,1.6272,74057062,348360723.0,21163328017.0,21163328017.0
2017-08-22,'600567,ɽӥֽҵ,4.81,4.85,4.77,4.8,4.81,0.0,0.0,1.6451,74870810,360429388.0,21891528551.0,21891528551.0
2017-08-21,'600567,ɽӥֽҵ,4.81,4.85,4.62,4.7,4.7,0.11,2.3404,2.8392,129219335,617999637.0,21891528551.0,21891528551.0
2017-08-18,'600567,ɽӥֽҵ,4.7,4.71,4.55,4.59,4.67,0.03,0.6424,1.8597,84638216,391436342.0,21390890683.9,21390890683.9
2017-08-17,'600567,ɽӥֽҵ,4.67,4.77,4.58,4.72,4.73,-0.06,-1.2685,2.2285,101423883,474521487.0,21254353083.8,21254353083.8
2017-08-16,'600567,ɽӥֽҵ,4.73,4.76,4.62,4.7,4.67,0.06,1.2848,2.659,121018206,569168632.0,21527428284.0,21527428284.0
2017-08-15,'600567,ɽӥֽҵ,4.67,4.77,4.57,4.68,4.68,-0.01,-0.2137,2.2004,100145324,465038971.0,21254353083.8,21254353083.8
2017-08-14,'600567,ɽӥֽҵ,4.68,4.72,4.44,4.54,4.51,0.17,3.7694,3.2051,145870484,675253400.0,21299865617.2,21299865617.2
2017-08-11,'600567,ɽӥֽҵ,4.51,4.9,4.48,4.69,4.73,-0.22,-4.6512,4.2723,194444268,914949576.0,20526152549.9,20526152549.9
2017-08-10,'600567,ɽӥֽҵ,4.73,4.95,4.65,4.8,4.83,-0.1,-2.0704,3.5787,162877672,782349702.0,21527428284.0,21527428284.0
2017-08-09,'600567,ɽӥֽҵ,4.83,4.85,4.57,4.72,4.76,0.07,1.4706,3.2968,150047033,706149515.0,21982553617.7,21982553617.7
2017-08-08,'600567,ɽӥֽҵ,4.76,4.98,4.7,4.73,4.74,0.02,0.4219,4.5284,206098586,992379111.0,21663965884.1,21663965884.1
2017-08-07,'600567,ɽӥֽҵ,4.74,4.75,4.49,4.56,4.56,0.18,3.9474,2.9524,134371534,620156951.0,21572940817.4,21572940817.4
2017-08-04,'600567,ɽӥֽҵ,4.56,4.71,4.46,4.5,4.49,0.07,1.559,3.8754,176378694,814626038.0,20753715216.7,20753715216.7
2017-08-03,'600567,ɽӥֽҵ,4.49,4.56,4.43,4.55,4.53,-0.04,-0.883,2.8062,127717853,570544841.0,20435127483.1,20435127483.1
2017-08-02,'600567,ɽӥֽҵ,4.53,4.61,4.37,4.39,4.4,0.13,2.9545,5.0356,229183385,1032210540.0,20617177616.6,20617177616.6
2017-08-01,'600567,ɽӥֽҵ,4.4,4.49,4.28,4.38,4.39,0.01,0.2278,4.7292,215238611,941666222.0,20025514682.8,20025514682.8
2017-07-31,'600567,ɽӥֽҵ,4.39,4.4,4.0,4.01,4.0,0.39,9.75,7.1372,324831234,1389393915.0,19980002149.4,19980002149.4
2017-07-28,'600567,ɽӥֽҵ,4.0,4.01,3.88,3.91,3.93,0.07,1.7812,1.5367,69937681,276130320.0,18205013348.0,18205013348.0
2017-07-27,'600567,ɽӥֽҵ,3.93,3.94,3.86,3.91,3.95,-0.02,-0.5063,2.0852,94903647,370055137.0,17886425614.4,17886425614.4
2017-07-26,'600567,ɽӥֽҵ,3.95,3.98,3.9,3.93,3.94,0.01,0.2538,1.6408,74677841,294217186.0,17977450681.2,17977450681.2
2017-07-25,'600567,ɽӥֽҵ,3.94,4.01,3.9,4.0,4.01,-0.07,-1.7456,2.4298,110588470,435353837.0,17931938147.8,17931938147.8
2017-07-24,'600567,ɽӥֽҵ,4.01,4.08,3.96,3.99,3.98,0.03,0.7538,2.8617,130243971,524807445.0,18250525881.4,18250525881.4
2017-07-21,'600567,ɽӥֽҵ,3.98,4.03,3.92,4.0,3.95,0.03,0.7595,2.8505,129733880,513897072.0,18113988281.3,18113988281.3
2017-07-20,'600567,ɽӥֽҵ,3.95,4.04,3.91,3.94,3.96,-0.01,-0.2525,3.3942,154478837,611286213.0,17977450681.2,17977450681.2
2017-07-19,'600567,ɽӥֽҵ,3.96,3.99,3.86,3.88,3.89,0.07,1.7995,4.7395,215708761,848011061.0,18022963214.5,18022963214.5
2017-07-18,'600567,ɽӥֽҵ,3.89,3.9,3.71,3.74,3.74,0.15,4.0107,1.9158,87192300,332977454.0,17704375480.9,17704375480.9
2017-07-17,'600567,ɽӥֽҵ,3.74,3.86,3.68,3.85,3.88,-0.14,-3.6082,1.4617,66527109,251366615.0,17021687480.4,17021687480.4
2017-07-14,'600567,ɽӥֽҵ,3.88,3.92,3.73,3.81,3.85,0.03,0.7792,1.5501,70548861,270746401.0,17658862947.6,17658862947.6
2017-07-13,'600567,ɽӥֽҵ,3.85,3.94,3.78,3.78,3.8,0.05,1.3158,1.7784,80940859,313336610.0,17522325347.5,17522325347.5
2017-07-12,'600567,ɽӥֽҵ,3.8,3.84,3.68,3.8,3.8,0.0,0.0,1.7706,80585989,302899400.0,17294762680.6,17294762680.6
2017-07-11,'600567,ɽӥֽҵ,3.8,3.89,3.79,3.88,3.9,-0.1,-2.5641,1.5935,72524856,278604944.0,17294762680.6,17294762680.6
2017-07-10,'600567,ɽӥֽҵ,3.9,4.0,3.87,3.96,3.89,0.01,0.2571,2.7015,122953466,482224385.0,17749888014.3,17749888014.3
2017-07-07,'600567,XDɽӥֽ,3.89,3.98,3.63,3.74,3.73,0.16,4.2895,3.5385,161048336,616680940.0,17704375480.9,17704375480.9
2017-07-06,'600567,ɽӥֽҵ,3.75,3.83,3.71,3.73,3.75,0.0,0.0,2.5239,95072696,359121990.0,17067200013.8,14126023545.0
2017-07-05,'600567,ɽӥֽҵ,3.75,3.81,3.64,3.65,3.64,0.11,3.022,2.777,104607646,390350352.0,17067200013.8,14126023545.0
2017-07-04,'600567,ɽӥֽҵ,3.64,3.7,3.63,3.7,3.68,-0.04,-1.087,1.3208,49754275,182393243.0,16566562146.7,13711660187.7
2017-07-03,'600567,ɽӥֽҵ,3.68,3.68,3.6,3.6,3.58,0.1,2.7933,1.572,59217367,215816278.0,16748612280.2,13862337772.2
2017-06-30,'600567,ɽӥֽҵ,3.58,3.6,3.54,3.6,3.57,0.01,0.2801,0.9558,36005163,128660927.0,16293486946.5,13485643811.0
2017-06-29,'600567,ɽӥֽҵ,3.57,3.58,3.48,3.49,3.49,0.08,2.2923,1.7956,67640545,240154856.0,16247974413.1,13447974414.8
2017-06-28,'600567,ɽӥֽҵ,3.49,3.49,3.45,3.48,3.5,-0.01,-0.2857,0.3394,12784393,44436188.0,15883874146.1,13146619245.9
2017-06-27,'600567,ɽӥֽҵ,3.5,3.51,3.47,3.5,3.49,0.01,0.2865,0.6585,24806506,86680590.0,15929386679.5,13184288642.0
2017-06-26,'600567,ɽӥֽҵ,3.49,3.49,3.4,3.41,3.43,0.06,1.7493,0.7425,27969045,96630195.0,15883874146.1,13146619245.9
2017-06-23,'600567,ɽӥֽҵ,3.43,3.46,3.38,3.44,3.46,-0.03,-0.8671,0.6881,25920195,88430024.0,15610798945.9,12920602869.2
2017-06-22,'600567,ɽӥֽҵ,3.46,3.5,3.46,3.5,3.5,-0.04,-1.1429,0.4717,17767874,61780840.0,15747336546.0,13033611057.5
2017-06-21,'600567,ɽӥֽҵ,3.5,3.5,3.47,3.49,3.48,0.02,0.5747,0.4255,16026915,55885688.0,15929386679.5,13184288642.0
2017-06-20,'600567,ɽӥֽҵ,3.48,3.5,3.47,3.47,3.48,0.0,0.0,0.6041,22757424,79385968.0,15838361612.8,13108949849.8
2017-06-19,'600567,ɽӥֽҵ,3.48,3.49,3.45,3.46,3.46,0.02,0.578,0.4582,17258459,59965966.0,15838361612.8,13108949849.8
2017-06-16,'600567,ɽӥֽҵ,3.46,3.47,3.44,3.46,3.47,-0.01,-0.2882,0.3659,13784548,47554081.0,15747336546.0,13033611057.5
2017-06-15,'600567,ɽӥֽҵ,3.47,3.47,3.43,3.44,3.45,0.02,0.5797,0.5212,19634116,67850584.0,15792849079.4,13071280453.6
2017-06-14,'600567,ɽӥֽҵ,3.45,3.5,3.44,3.48,3.5,-0.05,-1.4286,0.5902,22233992,76917244.0,15701824012.6,12995941661.4
2017-06-13,'600567,ɽӥֽҵ,3.5,3.55,3.44,3.46,3.46,0.04,1.1561,1.0614,39980873,140252716.0,15929386679.5,13184288642.0
2017-06-12,'600567,ɽӥֽҵ,3.46,3.5,3.38,3.4,3.4,0.06,1.7647,1.0923,41146971,142210635.0,15747336546.0,13033611057.5
2017-06-09,'600567,ɽӥֽҵ,3.4,3.42,3.38,3.41,3.42,-0.02,-0.5848,0.4022,15151527,51500117.0,15474261345.8,12807594680.8
2017-06-08,'600567,ɽӥֽҵ,3.42,3.43,3.38,3.42,3.41,0.01,0.2933,0.8588,32349189,110234319.0,15565286412.5,12882933473.0
2017-06-07,'600567,ɽӥֽҵ,3.41,3.41,3.35,3.36,3.38,0.03,0.8876,0.9347,35209733,119328649.0,15519773879.2,12845264076.9
2017-06-06,'600567,ɽӥֽҵ,3.38,3.39,3.32,3.37,3.39,-0.01,-0.295,0.8558,32237709,107880147.0,15383236279.1,12732255888.6
2017-06-05,'600567,ɽӥֽҵ,3.39,3.4,3.36,3.39,3.39,0.0,0.0,0.4771,17972449,60793052.0,15428748812.4,12769925284.7
2017-06-02,'600567,ɽӥֽҵ,3.39,3.39,3.33,3.38,3.38,0.01,0.2959,0.6205,23375050,78639860.0,15428748812.4,12769925284.7
2017-06-01,'600567,ɽӥֽҵ,3.38,3.45,3.34,3.43,3.43,-0.05,-1.4577,0.8379,31562355,107023133.0,15383236279.1,12732255888.6
2017-05-31,'600567,ɽӥֽҵ,3.43,3.49,3.43,3.48,3.45,-0.02,-0.5797,0.4238,15965406,55230388.0,15610798945.9,12920602869.2
2017-05-26,'600567,ɽӥֽҵ,3.45,3.49,3.43,3.46,3.47,-0.02,-0.5764,0.4061,15298066,53028672.0,15701824012.6,12995941661.4
2017-05-25,'600567,ɽӥֽҵ,3.47,3.48,3.39,3.42,3.42,0.05,1.462,0.4679,17623882,60575901.0,15792849079.4,13071280453.6
2017-05-24,'600567,ɽӥֽҵ,3.42,3.43,3.37,3.4,3.41,0.01,0.2933,0.4225,15914078,54089928.0,15565286412.5,12882933473.0
2017-05-23,'600567,ɽӥֽҵ,3.41,3.47,3.41,3.47,3.47,-0.06,-1.7291,0.465,17515279,60136338.0,15519773879.2,12845264076.9
2017-05-22,'600567,ɽӥֽҵ,3.47,3.52,3.45,3.5,3.52,-0.05,-1.4205,0.5467,20592300,71688904.0,15792849079.4,13071280453.6
2017-05-19,'600567,ɽӥֽҵ,3.52,3.55,3.51,3.54,3.54,-0.02,-0.565,0.2964,11164502,39368262.0,16020411746.2,13259627434.2
2017-05-18,'600567,ɽӥֽҵ,3.54,3.58,3.53,3.54,3.57,-0.03,-0.8403,0.4306,16221209,57591983.0,16111436813.0,13334966226.5
2017-05-17,'600567,ɽӥֽҵ,3.57,3.58,3.54,3.55,3.56,0.01,0.2809,0.6324,23820918,84901802.0,16247974413.1,13447974414.8
2017-05-16,'600567,ɽӥֽҵ,3.56,3.56,3.47,3.52,3.53,0.03,0.8499,0.6882,25924024,91108278.0,16202461879.7,13410305018.7
2017-05-15,'600567,ɽӥֽҵ,3.53,3.55,3.47,3.51,3.51,0.02,0.5698,0.5087,19161483,67553931.0,16065924279.6,13297296830.4
2017-05-12,'600567,ɽӥֽҵ,3.51,3.54,3.46,3.49,3.5,0.01,0.2857,0.5195,19569211,68382428.0,15974899212.9,13221958038.1
2017-05-11,'600567,ɽӥֽҵ,3.5,3.51,3.4,3.48,3.5,0.0,0.0,0.7533,28377194,98262779.0,15929386679.5,13184288642.0
2017-05-10,'600567,ɽӥֽҵ,3.5,3.59,3.49,3.53,3.55,-0.05,-1.4085,0.6563,24721223,87883480.0,15929386679.5,13184288642.0
2017-05-09,'600567,ɽӥֽҵ,3.55,3.55,3.43,3.5,3.52,0.03,0.8523,0.6654,25063969,87213442.0,16156949346.4,13372635622.6
2017-05-08,'600567,ɽӥֽҵ,3.52,3.56,3.52,3.55,3.55,-0.03,-0.8451,0.471,17742441,62792381.0,16020411746.2,13259627434.2
2017-05-05,'600567,ɽӥֽҵ,3.55,3.57,3.51,3.54,3.56,-0.01,-0.2809,0.5149,19395393,68646656.0,16156949346.4,13372635622.6
2017-05-04,'600567,ɽӥֽҵ,3.56,3.59,3.54,3.57,3.58,-0.02,-0.5587,0.4477,16863953,60065772.0,16202461879.7,13410305018.7
2017-05-03,'600567,ɽӥֽҵ,3.58,3.59,3.53,3.56,3.56,0.02,0.5618,0.7525,28346637,101461389.0,16293486946.5,13485643811.0
2017-05-02,'600567,ɽӥֽҵ,3.56,3.56,3.47,3.48,3.49,0.07,2.0057,0.8341,31420092,111263851.0,16202461879.7,13410305018.7
2017-04-28,'600567,ɽӥֽҵ,3.49,3.49,3.4,3.43,3.43,0.06,1.7493,0.4851,18273128,63118000.0,15883874146.1,13146619245.9
2017-04-27,'600567,ɽӥֽҵ,3.43,3.45,3.37,3.45,3.46,-0.03,-0.8671,0.9437,35548332,120944966.0,15610798945.9,12920602869.2
2017-04-26,'600567,ɽӥֽҵ,3.46,3.5,3.45,3.5,3.49,-0.03,-0.8596,0.7384,27816600,96607353.0,15747336546.0,13033611057.5
2017-04-25,'600567,ɽӥֽҵ,3.49,3.53,3.48,3.5,3.51,-0.02,-0.5698,0.628,23655045,82842338.0,15883874146.1,13146619245.9
