»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-29,'600966,≤©ª„÷Ω“µ,6.0,6.01,5.93,5.96,5.97,0.03,0.5025,1.1841,15830153,94561088.0,8021065728.0,8021065728.0
2017-12-28,'600966,≤©ª„÷Ω“µ,5.97,6.03,5.82,5.86,5.88,0.09,1.5306,1.5429,20626152,122048475.0,7980960399.36,7980960399.36
2017-12-27,'600966,≤©ª„÷Ω“µ,5.88,5.91,5.83,5.9,5.9,-0.02,-0.339,1.1252,15041610,88315945.0,7860644413.44,7860644413.44
2017-12-26,'600966,≤©ª„÷Ω“µ,5.9,5.96,5.87,5.91,5.92,-0.02,-0.3378,0.965,12900881,76175797.0,7887381299.2,7887381299.2
2017-12-25,'600966,≤©ª„÷Ω“µ,5.92,5.97,5.87,5.93,5.92,0.0,0.0,1.2097,16172358,95752139.0,7914118184.96,7914118184.96
2017-12-22,'600966,≤©ª„÷Ω“µ,5.92,6.06,5.91,6.03,6.01,-0.09,-1.4975,1.2154,16247464,97036302.0,7914118184.96,7914118184.96
2017-12-21,'600966,≤©ª„÷Ω“µ,6.01,6.05,5.84,5.9,5.92,0.09,1.5203,1.8501,24733142,147760906.0,8034434170.88,8034434170.88
2017-12-20,'600966,≤©ª„÷Ω“µ,5.92,5.93,5.82,5.89,5.92,0.0,0.0,1.3114,17531794,103261298.0,7914118184.96,7914118184.96
2017-12-19,'600966,≤©ª„÷Ω“µ,5.92,5.93,5.79,5.83,5.83,0.09,1.5437,1.3813,18466267,108793202.0,7914118184.96,7914118184.96
2017-12-18,'600966,≤©ª„÷Ω“µ,5.83,5.86,5.76,5.8,5.82,0.01,0.1718,1.0581,14145153,82186868.0,7793802199.04,7793802199.04
2017-12-15,'600966,≤©ª„÷Ω“µ,5.82,5.93,5.7,5.77,5.79,0.03,0.5181,1.9229,25706590,149632806.0,7780433756.16,7780433756.16
2017-12-14,'600966,≤©ª„÷Ω“µ,5.79,5.82,5.55,5.58,5.57,0.22,3.9497,1.9683,26313234,149996746.0,7740328427.52,7740328427.52
2017-12-13,'600966,≤©ª„÷Ω“µ,5.57,5.59,5.46,5.49,5.54,0.03,0.5415,1.0212,13652328,75390042.0,7446222684.16,7446222684.16
2017-12-12,'600966,≤©ª„÷Ω“µ,5.54,5.7,5.53,5.64,5.54,0.0,0.0,1.4485,19364448,108536913.0,7406117355.52,7406117355.52
2017-12-11,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-08,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-07,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-06,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-05,'600966,≤©ª„÷Ω“µ,5.54,5.7,5.49,5.7,5.73,-0.19,-3.3159,1.6792,22447978,125108598.0,7406117355.52,7406117355.52
2017-12-04,'600966,≤©ª„÷Ω“µ,5.73,5.9,5.71,5.86,5.86,-0.13,-2.2184,1.3519,18073398,104603082.0,7660117770.24,7660117770.24
