日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-29,'600716,凤凰股份,5.52,5.53,5.41,5.41,5.42,0.1,1.845,0.5334,4854772,26626656.0,5167054456.8,5024418799.44
2017-12-28,'600716,凤凰股份,5.42,5.43,5.38,5.38,5.38,0.04,0.7435,0.4023,3661975,19819289.0,5073448397.8,4933396719.74
2017-12-27,'600716,凤凰股份,5.38,5.47,5.37,5.45,5.47,-0.09,-1.6453,0.5955,5420301,29345725.0,5036005974.2,4896987887.86
2017-12-26,'600716,凤凰股份,5.47,5.49,5.39,5.45,5.46,0.01,0.1832,0.5464,4973574,27042978.0,5120251427.3,4978907759.59
2017-12-25,'600716,凤凰股份,5.46,5.57,5.43,5.55,5.55,-0.09,-1.6216,0.4931,4488718,24620847.0,5110890821.4,4969805551.62
2017-12-22,'600716,凤凰股份,5.55,5.63,5.52,5.63,5.6,-0.05,-0.8929,0.4029,3666900,20420047.0,5195136274.5,5051725423.35
2017-12-21,'600716,凤凰股份,5.6,5.63,5.54,5.61,5.59,0.01,0.1789,0.4646,4228811,23639458.0,5241939304.0,5097236463.2
2017-12-20,'600716,凤凰股份,5.59,5.7,5.51,5.55,5.55,0.04,0.7207,0.6229,5669501,31816630.0,5232578698.1,5088134255.23
2017-12-19,'600716,凤凰股份,5.55,5.59,5.48,5.53,5.55,0.0,0.0,0.4922,4479900,24828497.0,5195136274.5,5051725423.35
2017-12-18,'600716,凤凰股份,5.55,5.67,5.52,5.65,5.69,-0.14,-2.4605,1.13,10285064,57354284.0,5195136274.5,5051725423.35
2017-12-15,'600716,凤凰股份,5.69,5.78,5.55,5.57,5.53,0.16,2.8933,1.9165,17444122,99527213.0,5326184757.1,5179156334.93
2017-12-14,'600716,凤凰股份,5.53,5.54,5.5,5.54,5.54,-0.01,-0.1805,0.2338,2127800,11743900.0,5176415062.7,5033521007.41
2017-12-13,'600716,凤凰股份,5.54,5.54,5.42,5.45,5.47,0.07,1.2797,0.3742,3406388,18731936.0,5185775668.6,5042623215.38
2017-12-12,'600716,凤凰股份,5.47,5.52,5.45,5.52,5.51,-0.04,-0.726,0.296,2694600,14754913.0,5120251427.3,4978907759.59
