日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-29,'600712,南宁百货,7.84,7.88,7.78,7.88,7.79,0.05,0.6418,0.1483,797931,6243191.0,4270098022.4,4217602284.0
2017-12-28,'600712,南宁百货,7.79,7.91,7.77,7.88,7.92,-0.13,-1.6414,0.2245,1207723,9456881.0,4242865254.4,4190704310.25
2017-12-27,'600712,南宁百货,7.92,7.99,7.88,7.94,7.94,-0.02,-0.2519,0.1167,627756,4979562.0,4313670451.2,4260639042.0
2017-12-26,'600712,南宁百货,7.94,7.98,7.83,7.88,7.89,0.05,0.6337,0.2508,1349020,10692191.0,4324563558.4,4271398231.5
2017-12-25,'600712,南宁百货,7.89,7.95,7.83,7.87,7.9,-0.01,-0.1266,0.2106,1133100,8922417.0,4297330790.4,4244500257.75
2017-12-22,'600712,南宁百货,7.9,8.04,7.82,8.02,8.02,-0.12,-1.4963,0.2717,1461521,11545705.0,4302777344.0,4249879852.5
2017-12-21,'600712,南宁百货,8.02,8.2,7.81,8.2,8.22,-0.2,-2.4331,0.3479,1871710,14994474.0,4368135987.2,4314434989.5
2017-12-20,'600712,南宁百货,8.22,8.39,8.21,8.34,8.3,-0.08,-0.9639,0.1733,932486,7710030.0,4477067059.2,4422026884.5
2017-12-19,'600712,南宁百货,8.3,8.36,8.2,8.25,8.32,-0.02,-0.2404,0.2147,1154926,9578345.0,4520639488.0,4465063642.5
2017-12-18,'600712,南宁百货,8.32,8.62,8.18,8.54,8.56,-0.24,-2.8037,0.4217,2268382,18839183.0,4531532595.2,4475822832.0
2017-12-15,'600712,南宁百货,8.56,8.85,8.41,8.5,8.52,0.04,0.4695,0.9758,5249625,45458398.0,4662249881.6,4604933106.0
2017-12-14,'600712,南宁百货,8.52,8.57,8.06,8.14,8.12,0.4,4.9261,0.591,3179265,26536616.0,4640463667.2,4583414727.0
2017-12-13,'600712,南宁百货,8.12,8.24,8.06,8.12,8.12,0.0,0.0,0.1849,994620,8125418.0,4422601523.2,4368230937.0
2017-12-12,'600712,南宁百货,8.12,8.33,8.09,8.25,8.23,-0.11,-1.3366,0.2015,1083901,8870170.0,4422601523.2,4368230937.0
2017-12-11,'600712,南宁百货,8.23,8.4,8.18,8.33,8.34,-0.11,-1.3189,0.3147,1693026,14010731.0,4482513612.8,4427406479.25
2017-12-08,'600712,南宁百货,8.34,8.48,8.31,8.48,8.41,-0.07,-0.8323,0.4127,2220043,18639683.0,4542425702.4,4486582021.5
2017-12-07,'600712,南宁百货,8.41,8.48,8.28,8.33,8.36,0.05,0.5981,0.3584,1927907,16136888.0,4580551577.6,4524239184.75
2017-12-06,'600712,南宁百货,8.36,8.42,8.26,8.34,8.35,0.01,0.1198,0.3209,1726060,14392447.0,4553318809.6,4497341211.0
2017-12-05,'600712,南宁百货,8.35,8.4,8.0,8.0,8.35,0.0,0.0,0.5611,3018475,25058601.0,4547872256.0,4491961616.25
2017-12-04,'600712,南宁百货,8.35,8.39,7.88,8.01,8.13,0.22,2.706,0.624,3356648,27676561.0,4547872256.0,4491961616.25
2017-12-01,'600712,南宁百货,8.13,8.35,7.97,7.97,8.07,0.06,0.7435,0.5613,3019810,24756398.0,4428048076.8,4373610531.75
2017-11-30,'600712,南宁百货,8.07,8.13,7.61,7.7,7.7,0.37,4.8052,0.6188,3328811,26473458.0,4395368755.2,4341332963.25
2017-11-29,'600712,南宁百货,7.7,7.77,7.59,7.69,7.69,0.01,0.13,0.2103,1131100,8660440.0,4193846272.0,4142287957.5
